preprocessing,seed,epsilon,n_train,n_test,n_features,adult_rows,protected_attribute_in_X,estimator,constraint,randomized_prediction_metric,implementation,error,accuracy,hard_accuracy,paper_dp_violation,fairlearn_dpd,n_predictors,n_oracle_calls,best_gap,status,warning
preserve_missing,6,0.03162277660168379,36631,12211,107,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.15988961292565398,0.840110387074346,0.8410449594627795,0.03660049657204578,0.06259741668322014,2,23,6.150454892919766e-05,ok,
preserve_missing,6,0.03162277660168379,36631,12211,107,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.1598579992747271,0.8401420007252729,0.8410449594627795,0.03667169195117381,0.06259741668322014,2,23,4.163336342344337e-15,ok,
preserve_missing,6,0.1,36631,12211,107,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.15106922466728562,0.8489307753327144,0.8489067234460732,0.10976364143279257,0.16249376959758605,2,28,0.0,ok,
preserve_missing,6,0.1,36631,12211,107,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.15114602183330222,0.8488539781666977,0.8488248300712472,0.10965364089110057,0.16224345670647217,2,32,0.0,ok,
preserve_missing,7,0.001,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.16700572287782975,0.8329942771221702,0.8330194087298337,0.006898566305856002,0.010197068375398993,2,20,7.42352361244869e-05,ok,
preserve_missing,7,0.001,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.1669060457610978,0.8330939542389022,0.8331013021046597,0.006925957167083413,0.010319482379561068,2,20,8.253412652459158e-05,ok,
preserve_missing,7,0.0031622776601683794,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.16673391215124178,0.8332660878487582,0.8330194087298337,0.0052647347439771786,0.010197068375398993,2,20,2.7755575615628914e-17,ok,
preserve_missing,7,0.0031622776601683794,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.166737598671361,0.8332624013286389,0.8330194087298337,0.005288003052062867,0.010197068375398993,2,20,0.0,ok,
preserve_missing,7,0.01,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.1657578843414146,0.8342421156585854,0.8330194087298337,0.0008956862071139715,0.010197068375398993,2,20,1.0547118733938987e-15,ok,
preserve_missing,7,0.01,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.16574656781509828,0.8342534321849018,0.8330194087298337,0.0009671130303162967,0.010197068375398993,2,20,0.0,ok,
preserve_missing,7,0.03162277660168379,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.162715194539356,0.837284805460644,0.8374416509704365,0.020304462895321312,0.03242075237791173,2,23,5.61633446649612e-06,ok,
preserve_missing,7,0.03162277660168379,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.1626313544792835,0.8373686455207165,0.8375235443452624,0.020287326693789465,0.03229833837374965,2,23,1.8721706756014145e-05,ok,
preserve_missing,7,0.1,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.1535294334880593,0.8464705665119407,0.8454672017033822,0.09062875954068966,0.1109224728064952,2,28,1.3877787807814457e-16,ok,
preserve_missing,7,0.1,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.15347902432246463,0.8465209756775354,0.8455490950782082,0.09061358855741287,0.11080005880233312,2,28,0.0,ok,
preserve_missing,8,0.001,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.16745123709192583,0.8325487629080741,0.8358037834739169,0.0033740702813142565,0.009356825906471383,2,23,0.0004564955242828683,ok,
preserve_missing,8,0.001,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.1674555792376899,0.8325444207623101,0.835721890099091,0.003316621658626062,0.009116036115958487,2,23,0.000385412139950303,ok,
preserve_missing,8,0.0031622776601683794,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.16679396455073975,0.8332060354492603,0.835721890099091,0.0011588007096849928,0.009480926179491977,2,23,0.00045649552428272955,ok,
preserve_missing,8,0.0031622776601683794,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.16675342950660693,0.8332465704933931,0.8358037834739169,0.0011127355411727768,0.009721715970004846,2,23,0.00043640271670272734,ok,
preserve_missing,8,0.01,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.1644944248261706,0.8355055751738294,0.835721890099091,0.0056218624214932345,0.009480926179491977,2,23,0.00045589435343482143,ok,
preserve_missing,8,0.01,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.16443036241540174,0.8355696375845982,0.8358037834739169,0.00572603778558331,0.009721715970004846,2,23,0.0004556752602480063,ok,
preserve_missing,8,0.03162277660168379,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.15853591666003766,0.8414640833399624,0.8416182130865613,0.030011913105745608,0.04645339468482684,2,23,6.661338147750939e-16,ok,
preserve_missing,8,0.03162277660168379,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.15873130538629468,0.8412686946137053,0.8420276799606912,0.02907727320466838,0.04888352485654063,2,23,1.3877787807814457e-15,ok,
preserve_missing,8,0.1,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.14880026205879943,0.8511997379412006,0.8511997379412005,0.09658051335726298,0.14884317209740577,2,32,0.0,ok,
preserve_missing,8,0.1,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.14883599824157154,0.8511640017584284,0.8512816313160265,0.0965922351507608,0.14871907182438515,2,32,0.0,ok,
preserve_missing,9,0.001,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.16635597713036393,0.833644022869636,0.8353124232249611,0.00018818924480282218,0.006089010126246519,2,23,0.00035520781338496676,ok,
preserve_missing,9,0.001,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,modern-fairlearn,0.16630568911724183,0.8336943108827581,0.8353124232249611,6.093908472817877e-05,0.006089010126246519,2,23,0.00036671441494323664,ok,
preserve_missing,9,0.0031622776601683794,36631,12211,108,48842,True,"LogisticRegression(solver='liblinear', max_iter=1000)",DemographicParity,expected_error_from_positive_probability,authors-code,0.16550616588377182,0.8344938341162282,0.835394316599787,0.0018398323406990658,0.006212634801731731,2,23,0.0003623426026915233,ok,
