Alpha,Beta,Group Fairness,Individual Fairness,Accuracy,Demographic Parity Difference,Equalized Odds Difference,Theil Index,Gini Coefficient,Train Time (s),Trained This Run
0.5,0.75,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.231,True
0.5,0.75,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.229,True
0.5,0.75,disparate_impact_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.231,True
0.5,0.75,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.24,True
0.5,1.0,demographic_parity_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.23,True
0.5,1.0,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.232,True
0.5,1.0,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.231,True
0.5,1.0,demographic_parity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.231,True
0.5,1.0,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.386,True
0.5,1.0,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.389,True
0.5,1.0,equalized_odds_difference,atkinson_index,0.72,0.0,0.01,0.19,0.98,0.389,True
0.5,1.0,equalized_odds_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.389,True
0.5,1.0,equal_opportunity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.29,True
0.5,1.0,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.292,True
0.5,1.0,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.295,True
0.5,1.0,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.301,True
0.5,1.0,disparate_impact_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.228,True
0.5,1.0,disparate_impact_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.229,True
0.5,1.0,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.232,True
0.5,1.0,disparate_impact_difference,gini_coefficient,0.7,0.0,0.0,0.21,,0.233,True
0.75,0.0,demographic_parity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.226,True
0.75,0.0,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.225,True
0.75,0.0,demographic_parity_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.229,True
0.75,0.0,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.235,True
0.75,0.0,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.379,True
0.75,0.0,equalized_odds_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.389,True
0.75,0.0,equalized_odds_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.387,True
0.75,0.0,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.383,True
0.75,0.0,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.289,True
0.75,0.0,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.292,True
0.75,0.0,equal_opportunity_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.297,True
0.75,0.0,equal_opportunity_difference,gini_coefficient,0.72,0.01,0.01,0.19,0.97,0.301,True
0.75,0.0,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.234,True
0.75,0.0,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.233,True
0.75,0.0,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.23,True
0.75,0.0,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.236,True
0.75,0.005,demographic_parity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.231,True
0.75,0.005,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.233,True
0.75,0.005,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.248,True
0.75,0.005,demographic_parity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.235,True
0.75,0.005,equalized_odds_difference,theil_index,0.7,0.0,0.0,0.21,,0.386,True
0.75,0.005,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.385,True
0.75,0.005,equalized_odds_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.395,True
0.75,0.005,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.389,True
0.75,0.005,equal_opportunity_difference,theil_index,0.71,0.01,0.04,0.2,0.99,0.294,True
0.75,0.005,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.291,True
0.75,0.005,equal_opportunity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.289,True
0.75,0.005,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.29,True
0.75,0.005,disparate_impact_difference,theil_index,0.72,0.0,0.01,0.19,0.98,0.23,True
0.75,0.005,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.229,True
0.75,0.005,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.23,True
0.75,0.005,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.23,True
0.75,0.05,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.226,True
0.75,0.05,demographic_parity_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.291,True
0.75,0.05,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.242,True
0.75,0.05,demographic_parity_difference,gini_coefficient,0.7,0.0,0.0,0.21,,0.25,True
0.75,0.05,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.403,True
0.75,0.05,equalized_odds_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.396,True
0.75,0.05,equalized_odds_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.377,True
0.75,0.05,equalized_odds_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.387,True
0.75,0.05,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.288,True
0.75,0.05,equal_opportunity_difference,generalized_entropy_index,0.72,0.0,0.01,0.19,0.98,0.289,True
0.75,0.05,equal_opportunity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.291,True
0.75,0.05,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.289,True
0.75,0.05,disparate_impact_difference,theil_index,0.7,0.0,0.0,0.21,,0.227,True
0.75,0.05,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.226,True
0.75,0.05,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.229,True
0.75,0.05,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.229,True
0.75,0.25,demographic_parity_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.229,True
0.75,0.25,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.231,True
0.75,0.25,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.226,True
0.75,0.25,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.229,True
0.75,0.25,equalized_odds_difference,theil_index,0.7,0.0,0.0,0.21,,0.381,True
0.75,0.25,equalized_odds_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.378,True
0.75,0.25,equalized_odds_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.383,True
0.75,0.25,equalized_odds_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.382,True
0.75,0.25,equal_opportunity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.29,True
0.75,0.25,equal_opportunity_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.293,True
0.75,0.25,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.287,True
0.75,0.25,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.295,True
0.75,0.25,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.232,True
0.75,0.25,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.233,True
0.75,0.25,disparate_impact_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.23,True
0.75,0.25,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.23,True
0.75,0.5,demographic_parity_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.23,True
0.75,0.5,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.234,True
0.75,0.5,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.225,True
0.75,0.5,demographic_parity_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.234,True
0.75,0.5,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.382,True
0.75,0.5,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.381,True
0.75,0.5,equalized_odds_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.386,True
0.75,0.5,equalized_odds_difference,gini_coefficient,0.7,0.0,0.0,0.21,,0.385,True
0.75,0.5,equal_opportunity_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.288,True
0.75,0.5,equal_opportunity_difference,generalized_entropy_index,0.72,0.0,0.01,0.19,0.98,0.289,True
0.75,0.5,equal_opportunity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.289,True
0.75,0.5,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.294,True
0.75,0.5,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.23,True
0.75,0.5,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.238,True
0.75,0.5,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.232,True
0.75,0.5,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.226,True
0.75,0.75,demographic_parity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.247,True
0.75,0.75,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.233,True
0.75,0.75,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.226,True
0.75,0.75,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.23,True
0.75,0.75,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.38,True
0.75,0.75,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.384,True
0.75,0.75,equalized_odds_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.381,True
0.75,0.75,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.378,True
0.75,0.75,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.291,True
0.75,0.75,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.303,True
0.75,0.75,equal_opportunity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.292,True
0.75,0.75,equal_opportunity_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.29,True
0.75,0.75,disparate_impact_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.227,True
0.75,0.75,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.225,True
0.75,0.75,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.234,True
0.75,0.75,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.242,True
0.75,1.0,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.23,True
0.75,1.0,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.234,True
0.75,1.0,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.229,True
0.75,1.0,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.237,True
0.75,1.0,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.572,True
0.75,1.0,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.393,True
0.75,1.0,equalized_odds_difference,atkinson_index,0.7,0.0,0.0,0.21,,0.383,True
0.75,1.0,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.383,True
0.75,1.0,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.296,True
0.75,1.0,equal_opportunity_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.29,True
0.75,1.0,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.286,True
0.75,1.0,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.291,True
0.75,1.0,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.235,True
0.75,1.0,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.231,True
0.75,1.0,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.227,True
0.75,1.0,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.282,True
1.0,0.0,demographic_parity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.28,True
1.0,0.0,demographic_parity_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.274,True
1.0,0.0,demographic_parity_difference,atkinson_index,0.7,0.0,0.0,0.21,,0.413,True
1.0,0.0,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.334,True
1.0,0.0,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.486,True
1.0,0.0,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.385,True
1.0,0.0,equalized_odds_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.442,True
1.0,0.0,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.405,True
1.0,0.0,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.296,True
1.0,0.0,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.286,True
1.0,0.0,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.289,True
1.0,0.0,equal_opportunity_difference,gini_coefficient,0.7,0.0,0.0,0.21,,0.293,True
1.0,0.0,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.234,True
1.0,0.0,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.232,True
1.0,0.0,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.231,True
1.0,0.0,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.229,True
1.0,0.005,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.226,True
1.0,0.005,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.224,True
1.0,0.005,demographic_parity_difference,atkinson_index,0.7,0.0,0.0,0.21,,0.228,True
1.0,0.005,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.233,True
1.0,0.005,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.379,True
1.0,0.005,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.401,True
1.0,0.005,equalized_odds_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.374,True
1.0,0.005,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.383,True
1.0,0.005,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.29,True
1.0,0.005,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.285,True
1.0,0.005,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.29,True
1.0,0.005,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.292,True
1.0,0.005,disparate_impact_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.23,True
1.0,0.005,disparate_impact_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.23,True
1.0,0.005,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.224,True
1.0,0.005,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.224,True
1.0,0.05,demographic_parity_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.23,True
1.0,0.05,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.234,True
1.0,0.05,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.229,True
1.0,0.05,demographic_parity_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.257,True
1.0,0.05,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.417,True
1.0,0.05,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.475,True
1.0,0.05,equalized_odds_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.568,True
1.0,0.05,equalized_odds_difference,gini_coefficient,0.7,0.0,0.0,0.21,,0.4,True
1.0,0.05,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.292,True
1.0,0.05,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.293,True
1.0,0.05,equal_opportunity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.289,True
1.0,0.05,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.287,True
1.0,0.05,disparate_impact_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.232,True
1.0,0.05,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.229,True
1.0,0.05,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.222,True
1.0,0.05,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.233,True
1.0,0.25,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.231,True
1.0,0.25,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.229,True
1.0,0.25,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.226,True
1.0,0.25,demographic_parity_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.227,True
1.0,0.25,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.382,True
1.0,0.25,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.378,True
1.0,0.25,equalized_odds_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.386,True
1.0,0.25,equalized_odds_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.39,True
1.0,0.25,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.307,True
1.0,0.25,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.334,True
1.0,0.25,equal_opportunity_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.32,True
1.0,0.25,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.306,True
1.0,0.25,disparate_impact_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.241,True
1.0,0.25,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.233,True
1.0,0.25,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.227,True
1.0,0.25,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.232,True
1.0,0.5,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.227,True
1.0,0.5,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.232,True
1.0,0.5,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.227,True
1.0,0.5,demographic_parity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.231,True
1.0,0.5,equalized_odds_difference,theil_index,0.7,0.0,0.0,0.21,,0.385,True
1.0,0.5,equalized_odds_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.474,True
1.0,0.5,equalized_odds_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.392,True
1.0,0.5,equalized_odds_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.393,True
1.0,0.5,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.289,True
1.0,0.5,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.286,True
1.0,0.5,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.29,True
1.0,0.5,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.324,True
1.0,0.5,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.232,True
1.0,0.5,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.231,True
1.0,0.5,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.228,True
1.0,0.5,disparate_impact_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.233,True
1.0,0.75,demographic_parity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.226,True
1.0,0.75,demographic_parity_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.229,True
1.0,0.75,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.254,True
1.0,0.75,demographic_parity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.231,True
1.0,0.75,equalized_odds_difference,theil_index,0.71,0.01,0.04,0.2,0.99,0.396,True
1.0,0.75,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.405,True
1.0,0.75,equalized_odds_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.38,True
1.0,0.75,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.418,True
1.0,0.75,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.326,True
1.0,0.75,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.293,True
1.0,0.75,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.288,True
1.0,0.75,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.296,True
1.0,0.75,disparate_impact_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.229,True
1.0,0.75,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.225,True
1.0,0.75,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.245,True
1.0,0.75,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.229,True
1.0,1.0,demographic_parity_difference,theil_index,0.7,0.0,0.0,0.21,,0.23,True
1.0,1.0,demographic_parity_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.232,True
1.0,1.0,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.248,True
1.0,1.0,demographic_parity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.244,True
1.0,1.0,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.429,True
1.0,1.0,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.576,True
1.0,1.0,equalized_odds_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.55,True
1.0,1.0,equalized_odds_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.541,True
1.0,1.0,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.429,True
1.0,1.0,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.398,True
1.0,1.0,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.324,True
1.0,1.0,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.315,True
1.0,1.0,disparate_impact_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.253,True
1.0,1.0,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.251,True
1.0,1.0,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.26,True
1.0,1.0,disparate_impact_difference,gini_coefficient,0.72,0.0,0.01,0.19,0.98,0.239,True
