Alpha,Beta,Group Fairness,Individual Fairness,Accuracy,Demographic Parity Difference,Equalized Odds Difference,Theil Index,Gini Coefficient,Train Time (s),Trained This Run
0.05,0.05,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.232,True
0.05,0.05,disparate_impact_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.238,True
0.05,0.25,demographic_parity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.241,True
0.05,0.25,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.237,True
0.05,0.25,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.232,True
0.05,0.25,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.265,True
0.05,0.25,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.393,True
0.05,0.25,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.376,True
0.05,0.25,equalized_odds_difference,atkinson_index,0.7,0.0,0.0,0.21,,0.386,True
0.05,0.25,equalized_odds_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.39,True
0.05,0.25,equal_opportunity_difference,theil_index,0.72,0.03,0.1,0.19,0.98,0.302,True
0.05,0.25,equal_opportunity_difference,generalized_entropy_index,0.71,0.03,0.07,0.2,0.98,0.301,True
0.05,0.25,equal_opportunity_difference,atkinson_index,0.7,0.0,0.0,0.21,,0.294,True
0.05,0.25,equal_opportunity_difference,gini_coefficient,0.71,0.02,0.05,0.2,0.98,0.293,True
0.05,0.25,disparate_impact_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.258,True
0.05,0.25,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.228,True
0.05,0.25,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.477,True
0.05,0.25,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.237,True
0.05,0.5,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.233,True
0.05,0.5,demographic_parity_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.234,True
0.05,0.5,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.231,True
0.05,0.5,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.235,True
0.05,0.5,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.385,True
0.05,0.5,equalized_odds_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.376,True
0.05,0.5,equalized_odds_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.38,True
0.05,0.5,equalized_odds_difference,gini_coefficient,0.71,0.03,0.07,0.2,0.98,0.382,True
0.05,0.5,equal_opportunity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.295,True
0.05,0.5,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.293,True
0.05,0.5,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.289,True
0.05,0.5,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.299,True
0.05,0.5,disparate_impact_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.23,True
0.05,0.5,disparate_impact_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.232,True
0.05,0.5,disparate_impact_difference,atkinson_index,0.7,0.0,0.0,0.21,,0.229,True
0.05,0.5,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.232,True
0.05,0.75,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.227,True
0.05,0.75,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.227,True
0.05,0.75,demographic_parity_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.228,True
0.05,0.75,demographic_parity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.233,True
0.05,0.75,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.383,True
0.05,0.75,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.385,True
0.05,0.75,equalized_odds_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.385,True
0.05,0.75,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.379,True
0.05,0.75,equal_opportunity_difference,theil_index,0.7,0.0,0.0,0.21,,0.313,True
0.05,0.75,equal_opportunity_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.291,True
0.05,0.75,equal_opportunity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.284,True
0.05,0.75,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.3,True
0.05,0.75,disparate_impact_difference,theil_index,0.7,0.0,0.0,0.21,,0.231,True
0.05,0.75,disparate_impact_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.234,True
0.05,0.75,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.232,True
0.05,0.75,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.23,True
0.05,1.0,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.229,True
0.05,1.0,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.23,True
0.05,1.0,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.232,True
0.05,1.0,demographic_parity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.234,True
0.05,1.0,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.387,True
0.05,1.0,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.385,True
0.05,1.0,equalized_odds_difference,atkinson_index,0.7,0.0,0.0,0.21,,0.381,True
0.05,1.0,equalized_odds_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.382,True
0.05,1.0,equal_opportunity_difference,theil_index,0.7,0.0,0.0,0.21,,0.293,True
0.05,1.0,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.297,True
0.05,1.0,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.292,True
0.05,1.0,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.296,True
0.05,1.0,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.234,True
0.05,1.0,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.23,True
0.05,1.0,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.227,True
0.05,1.0,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.228,True
0.25,0.0,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.229,True
0.25,0.0,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.231,True
0.25,0.0,demographic_parity_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.231,True
0.25,0.0,demographic_parity_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.231,True
0.25,0.0,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.38,True
0.25,0.0,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.402,True
0.25,0.0,equalized_odds_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.392,True
0.25,0.0,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.411,True
0.25,0.0,equal_opportunity_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.29,True
0.25,0.0,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.296,True
0.25,0.0,equal_opportunity_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.294,True
0.25,0.0,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.297,True
0.25,0.0,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.231,True
0.25,0.0,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.233,True
0.25,0.0,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.233,True
0.25,0.0,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.236,True
0.25,0.005,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.228,True
0.25,0.005,demographic_parity_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.226,True
0.25,0.005,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.23,True
0.25,0.005,demographic_parity_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.231,True
0.25,0.005,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.381,True
0.25,0.005,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.384,True
0.25,0.005,equalized_odds_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.378,True
0.25,0.005,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.385,True
0.25,0.005,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.288,True
0.25,0.005,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.294,True
0.25,0.005,equal_opportunity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.292,True
0.25,0.005,equal_opportunity_difference,gini_coefficient,0.7,0.0,0.0,0.21,,0.292,True
0.25,0.005,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.227,True
0.25,0.005,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.229,True
0.25,0.005,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.228,True
0.25,0.005,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.229,True
0.25,0.05,demographic_parity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.233,True
0.25,0.05,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.228,True
0.25,0.05,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.227,True
0.25,0.05,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.23,True
0.25,0.05,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.381,True
0.25,0.05,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.38,True
0.25,0.05,equalized_odds_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.384,True
0.25,0.05,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.386,True
0.25,0.05,equal_opportunity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.293,True
0.25,0.05,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.295,True
0.25,0.05,equal_opportunity_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.289,True
0.25,0.05,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.288,True
0.25,0.05,disparate_impact_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.228,True
0.25,0.05,disparate_impact_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.229,True
0.25,0.05,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.23,True
0.25,0.05,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.23,True
0.25,0.25,demographic_parity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.228,True
0.25,0.25,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.231,True
0.25,0.25,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.233,True
0.25,0.25,demographic_parity_difference,gini_coefficient,0.72,0.0,0.01,0.19,0.98,0.228,True
0.25,0.25,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.387,True
0.25,0.25,equalized_odds_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.386,True
0.25,0.25,equalized_odds_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.387,True
0.25,0.25,equalized_odds_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.392,True
0.25,0.25,equal_opportunity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.292,True
0.25,0.25,equal_opportunity_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.293,True
0.25,0.25,equal_opportunity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.291,True
0.25,0.25,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.295,True
0.25,0.25,disparate_impact_difference,theil_index,0.7,0.0,0.0,0.21,,0.231,True
0.25,0.25,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.229,True
0.25,0.25,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.231,True
0.25,0.25,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.23,True
0.25,0.5,demographic_parity_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.232,True
0.25,0.5,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.228,True
0.25,0.5,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.228,True
0.25,0.5,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.231,True
0.25,0.5,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.385,True
0.25,0.5,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.385,True
0.25,0.5,equalized_odds_difference,atkinson_index,0.71,0.01,0.04,0.2,0.99,0.386,True
0.25,0.5,equalized_odds_difference,gini_coefficient,0.7,0.0,0.0,0.21,,0.382,True
0.25,0.5,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.292,True
0.25,0.5,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.291,True
0.25,0.5,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.292,True
0.25,0.5,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.295,True
0.25,0.5,disparate_impact_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.229,True
0.25,0.5,disparate_impact_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.25,True
0.25,0.5,disparate_impact_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.232,True
0.25,0.5,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.233,True
0.25,0.75,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.232,True
0.25,0.75,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.229,True
0.25,0.75,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.245,True
0.25,0.75,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.235,True
0.25,0.75,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.389,True
0.25,0.75,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.391,True
0.25,0.75,equalized_odds_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.387,True
0.25,0.75,equalized_odds_difference,gini_coefficient,0.7,0.0,0.0,0.21,,0.392,True
0.25,0.75,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.294,True
0.25,0.75,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.301,True
0.25,0.75,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.298,True
0.25,0.75,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.298,True
0.25,0.75,disparate_impact_difference,theil_index,0.7,0.0,0.0,0.21,,0.234,True
0.25,0.75,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.267,True
0.25,0.75,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.317,True
0.25,0.75,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.234,True
0.25,1.0,demographic_parity_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.231,True
0.25,1.0,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.262,True
0.25,1.0,demographic_parity_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.233,True
0.25,1.0,demographic_parity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.236,True
0.25,1.0,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.386,True
0.25,1.0,equalized_odds_difference,generalized_entropy_index,0.71,0.02,0.06,0.2,1.0,0.388,True
0.25,1.0,equalized_odds_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.384,True
0.25,1.0,equalized_odds_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.387,True
0.25,1.0,equal_opportunity_difference,theil_index,0.7,0.0,0.0,0.21,,0.29,True
0.25,1.0,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.295,True
0.25,1.0,equal_opportunity_difference,atkinson_index,0.72,0.02,0.07,0.19,0.98,0.293,True
0.25,1.0,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.294,True
0.25,1.0,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.232,True
0.25,1.0,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.231,True
0.25,1.0,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.231,True
0.25,1.0,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.231,True
0.5,0.0,demographic_parity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.23,True
0.5,0.0,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.231,True
0.5,0.0,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.233,True
0.5,0.0,demographic_parity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.233,True
0.5,0.0,equalized_odds_difference,theil_index,0.7,0.0,0.0,0.21,,0.39,True
0.5,0.0,equalized_odds_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.385,True
0.5,0.0,equalized_odds_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.391,True
0.5,0.0,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.383,True
0.5,0.0,equal_opportunity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.293,True
0.5,0.0,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.286,True
0.5,0.0,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.289,True
0.5,0.0,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.295,True
0.5,0.0,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.229,True
0.5,0.0,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.226,True
0.5,0.0,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.225,True
0.5,0.0,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.227,True
0.5,0.005,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.228,True
0.5,0.005,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.228,True
0.5,0.005,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.23,True
0.5,0.005,demographic_parity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.23,True
0.5,0.005,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.378,True
0.5,0.005,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.381,True
0.5,0.005,equalized_odds_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.38,True
0.5,0.005,equalized_odds_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.38,True
0.5,0.005,equal_opportunity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.288,True
0.5,0.005,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.295,True
0.5,0.005,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.286,True
0.5,0.005,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.289,True
0.5,0.005,disparate_impact_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.232,True
0.5,0.005,disparate_impact_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.232,True
0.5,0.005,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.231,True
0.5,0.005,disparate_impact_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.231,True
0.5,0.05,demographic_parity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.282,True
0.5,0.05,demographic_parity_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.238,True
0.5,0.05,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.232,True
0.5,0.05,demographic_parity_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.234,True
0.5,0.05,equalized_odds_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.39,True
0.5,0.05,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.391,True
0.5,0.05,equalized_odds_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.393,True
0.5,0.05,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.391,True
0.5,0.05,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.301,True
0.5,0.05,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.299,True
0.5,0.05,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.298,True
0.5,0.05,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.293,True
0.5,0.05,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.229,True
0.5,0.05,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.235,True
0.5,0.05,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.346,True
0.5,0.05,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.24,True
0.5,0.25,demographic_parity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.23,True
0.5,0.25,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.227,True
0.5,0.25,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.224,True
0.5,0.25,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.235,True
0.5,0.25,equalized_odds_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.411,True
0.5,0.25,equalized_odds_difference,generalized_entropy_index,0.7,0.0,0.0,0.21,,0.423,True
0.5,0.25,equalized_odds_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.391,True
0.5,0.25,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.393,True
0.5,0.25,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.293,True
0.5,0.25,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.293,True
0.5,0.25,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.406,True
0.5,0.25,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.302,True
0.5,0.25,disparate_impact_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.255,True
0.5,0.25,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.257,True
0.5,0.25,disparate_impact_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.237,True
0.5,0.25,disparate_impact_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.243,True
0.5,0.5,demographic_parity_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.247,True
0.5,0.5,demographic_parity_difference,generalized_entropy_index,0.72,0.02,0.07,0.19,0.98,0.244,True
0.5,0.5,demographic_parity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.241,True
0.5,0.5,demographic_parity_difference,gini_coefficient,0.7,0.0,0.0,0.21,,0.235,True
0.5,0.5,equalized_odds_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.38,True
0.5,0.5,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.381,True
0.5,0.5,equalized_odds_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.373,True
0.5,0.5,equalized_odds_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.384,True
0.5,0.5,equal_opportunity_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.291,True
0.5,0.5,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.05,0.2,0.99,0.291,True
0.5,0.5,equal_opportunity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.292,True
0.5,0.5,equal_opportunity_difference,gini_coefficient,0.7,0.0,0.0,0.21,,0.297,True
0.5,0.5,disparate_impact_difference,theil_index,0.71,0.01,0.05,0.2,0.99,0.231,True
0.5,0.5,disparate_impact_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.229,True
0.5,0.5,disparate_impact_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.228,True
0.5,0.5,disparate_impact_difference,gini_coefficient,0.72,0.02,0.07,0.19,0.98,0.231,True
0.5,0.75,demographic_parity_difference,theil_index,0.72,0.02,0.07,0.19,0.98,0.232,True
0.5,0.75,demographic_parity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.231,True
0.5,0.75,demographic_parity_difference,atkinson_index,0.71,0.01,0.05,0.2,0.99,0.228,True
0.5,0.75,demographic_parity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.232,True
0.5,0.75,equalized_odds_difference,theil_index,0.7,0.0,0.0,0.21,,0.42,True
0.5,0.75,equalized_odds_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.387,True
0.5,0.75,equalized_odds_difference,atkinson_index,0.7,0.0,0.0,0.21,,0.383,True
0.5,0.75,equalized_odds_difference,gini_coefficient,0.71,0.01,0.02,0.2,1.0,0.384,True
0.5,0.75,equal_opportunity_difference,theil_index,0.71,0.01,0.02,0.2,1.0,0.286,True
0.5,0.75,equal_opportunity_difference,generalized_entropy_index,0.71,0.01,0.02,0.2,1.0,0.29,True
0.5,0.75,equal_opportunity_difference,atkinson_index,0.71,0.01,0.02,0.2,1.0,0.292,True
0.5,0.75,equal_opportunity_difference,gini_coefficient,0.71,0.01,0.05,0.2,0.99,0.297,True
