Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,1,0.5796,0.0086,0.0086,0.0152,0.0604,0.0099,0.0164,0.0582,0.5833,0.0097,0.9901,0.842,True
Logistic Regression,logreg,0.0,0.005,1,0.5788,0.007,0.007,0.0119,0.0603,0.0091,0.0125,0.0582,0.5823,0.0074,0.9913,1.051,True
Logistic Regression,logreg,0.0,0.05,1,0.5791,0.0012,0.0012,0.002,0.0604,0.0094,0.0005,0.0583,0.5822,0.0036,0.9914,0.949,True
Logistic Regression,logreg,0.0,0.25,1,0.5762,0.0019,0.0019,0.0012,0.0602,0.0065,0.0003,0.0585,0.579,0.0017,0.9946,0.972,True
Logistic Regression,logreg,0.0,0.5,1,0.5712,0.0003,0.0003,0.0014,0.06,0.0015,0.0001,0.0592,0.5751,0.0009,0.9985,0.807,True
Logistic Regression,logreg,0.0,0.75,1,0.5699,0.0004,0.0004,0.0011,0.0599,0.0002,0.0,0.06,0.5737,0.0002,0.9999,0.897,True
Logistic Regression,logreg,0.0,1.0,1,0.5697,0.0,0.0,0.0,0.0599,0.0,0.0001,0.0752,0.5736,0.0,1.0,0.203,True
Logistic Regression,logreg,0.005,0.0,1,0.5915,0.015,0.015,0.0222,0.0612,0.023,0.0238,0.0586,0.5955,0.0175,0.9775,0.947,True
Logistic Regression,logreg,0.005,0.005,1,0.5908,0.0124,0.0124,0.0169,0.0613,0.0225,0.0173,0.0586,0.5948,0.0134,0.9782,1.07,True
Logistic Regression,logreg,0.005,0.05,1,0.591,0.004,0.004,0.0026,0.0612,0.0225,0.0001,0.0587,0.5953,0.0039,0.9777,0.913,True
Logistic Regression,logreg,0.005,0.25,1,0.5909,0.0026,0.0026,0.0059,0.0613,0.0228,0.0001,0.0591,0.5954,0.0057,0.9776,1.161,True
Logistic Regression,logreg,0.005,0.5,1,0.5818,0.0008,0.0008,0.004,0.0608,0.0131,0.0001,0.0605,0.585,0.0047,0.9886,0.712,True
Logistic Regression,logreg,0.005,0.75,1,0.5743,0.0014,0.0014,0.001,0.0601,0.0046,0.0003,0.0641,0.5762,0.0023,0.9974,0.771,True
Logistic Regression,logreg,0.005,1.0,1,0.5753,0.0068,0.0068,0.0083,0.0612,0.009,0.001,0.1061,0.5788,0.0028,0.992,0.331,True
Logistic Regression,logreg,0.05,0.0,1,0.6498,0.0381,0.0381,0.035,0.0655,0.0909,0.0518,0.0643,0.6574,0.0372,0.9072,1.052,True
Logistic Regression,logreg,0.05,0.005,1,0.6505,0.0283,0.0283,0.013,0.0653,0.091,0.0403,0.0643,0.6573,0.031,0.9073,1.212,True
Logistic Regression,logreg,0.05,0.05,1,0.6537,0.0058,0.0058,0.0602,0.0652,0.0936,0.0003,0.0648,0.6572,0.0005,0.9064,1.155,True
Logistic Regression,logreg,0.05,0.25,1,0.6571,0.0023,0.0023,0.0433,0.066,0.0998,0.0003,0.0665,0.6619,0.0021,0.8987,0.955,True
Logistic Regression,logreg,0.05,0.5,1,0.6449,0.0088,0.0088,0.022,0.0667,0.0902,0.0007,0.0713,0.6531,0.0126,0.9079,0.63,True
Logistic Regression,logreg,0.05,0.75,1,0.6512,0.0105,0.0105,0.0187,0.0707,0.1103,0.0005,0.079,0.6575,0.0117,0.8903,0.706,True
Logistic Regression,logreg,0.05,1.0,1,0.6771,0.0088,0.0088,0.0184,0.0934,0.2142,0.0,0.102,0.6772,0.01,0.7906,0.721,True
Logistic Regression,logreg,0.25,0.0,1,0.7366,0.0932,0.0932,0.0673,0.0794,0.2373,0.0796,0.0772,0.7328,0.0813,0.7678,1.154,True
Logistic Regression,logreg,0.25,0.005,1,0.7358,0.0844,0.0844,0.0541,0.0799,0.2381,0.0732,0.0772,0.7341,0.0735,0.7679,0.951,True
Logistic Regression,logreg,0.25,0.05,1,0.7352,0.0187,0.0187,0.0541,0.0803,0.2385,0.014,0.0778,0.7355,0.0158,0.7661,0.798,True
Logistic Regression,logreg,0.25,0.25,1,0.7383,0.0036,0.0036,0.0777,0.0824,0.2506,0.0002,0.0798,0.7393,0.0029,0.7559,0.743,True
Logistic Regression,logreg,0.25,0.5,1,0.7429,0.0028,0.0028,0.0776,0.0857,0.269,0.0007,0.0825,0.7433,0.0057,0.7395,0.945,True
Logistic Regression,logreg,0.25,0.75,1,0.7459,0.0071,0.0071,0.0763,0.0896,0.2878,0.0007,0.0861,0.7425,0.0055,0.7197,0.792,True
Logistic Regression,logreg,0.25,1.0,1,0.7424,0.0044,0.0044,0.0778,0.0961,0.3071,0.0002,0.0917,0.7397,0.0093,0.6971,0.709,True
Logistic Regression,logreg,0.5,0.0,1,0.7499,0.1054,0.1054,0.0703,0.0888,0.2908,0.089,0.0833,0.7438,0.1024,0.715,0.785,True
Logistic Regression,logreg,0.5,0.005,1,0.7505,0.1002,0.1002,0.067,0.0885,0.2904,0.086,0.0833,0.744,0.0988,0.7148,0.768,True
Logistic Regression,logreg,0.5,0.05,1,0.7496,0.0729,0.0729,0.0466,0.0886,0.2895,0.0589,0.0835,0.7466,0.0724,0.7166,0.809,True
Logistic Regression,logreg,0.5,0.25,1,0.7499,0.0069,0.0069,0.0751,0.0896,0.2936,0.0009,0.0853,0.7483,0.0086,0.7169,0.829,True
Logistic Regression,logreg,0.5,0.5,1,0.7503,0.0081,0.0081,0.0755,0.0917,0.3022,0.0003,0.0866,0.7476,0.0132,0.7076,0.783,True
Logistic Regression,logreg,0.5,0.75,1,0.7513,0.0077,0.0077,0.0769,0.0935,0.3106,0.001,0.088,0.7462,0.0131,0.697,0.812,True
Logistic Regression,logreg,0.5,1.0,1,0.7523,0.0052,0.0052,0.0795,0.0958,0.3212,0.0007,0.0897,0.7472,0.013,0.6864,0.793,True
Logistic Regression,logreg,0.75,0.0,1,0.7508,0.115,0.115,0.0864,0.0946,0.3143,0.0931,0.0864,0.7465,0.1136,0.6935,0.805,True
Logistic Regression,logreg,0.75,0.005,1,0.7508,0.1138,0.1138,0.0846,0.0946,0.3141,0.0919,0.0864,0.7467,0.1127,0.6933,0.804,True
Logistic Regression,logreg,0.75,0.05,1,0.7521,0.1012,0.1012,0.0717,0.094,0.3138,0.0815,0.0864,0.7482,0.1006,0.6946,0.79,True
