Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,0,0.29,0.0,0.0,0.0,0.0352,0.0,0.0305,0.0364,0.31,0.0,1.0,0.001,False
Logistic Regression,logreg,0.0,0.005,0,0.29,0.0,0.0,0.0,0.0352,0.0,0.0236,0.0364,0.31,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.05,0,0.29,0.0,0.0,0.0,0.0352,0.0,0.0098,0.0366,0.31,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.25,0,0.29,0.0,0.0,0.0,0.0352,0.0,0.0057,0.037,0.31,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.5,0,0.3,0.0408,0.0408,0.0909,0.045,0.04,0.0172,0.0611,0.305,0.004,0.985,0.0,False
Logistic Regression,logreg,0.0,0.75,0,0.315,0.0799,0.0799,0.1212,0.0497,0.065,0.0189,0.0634,0.31,0.0298,0.95,0.0,False
Logistic Regression,logreg,0.0,1.0,0,0.295,0.0686,0.0686,0.1048,0.0821,0.155,0.0203,0.0664,0.295,0.0526,0.895,0.0,False
Logistic Regression,logreg,0.005,0.0,0,0.29,0.0,0.0,0.0,0.0352,0.0,0.0559,0.0391,0.32,0.0109,0.99,0.001,False
Logistic Regression,logreg,0.005,0.005,0,0.29,0.0,0.0,0.0,0.0352,0.0,0.0376,0.039,0.32,0.0109,0.99,0.0,False
Logistic Regression,logreg,0.005,0.05,0,0.29,0.0,0.0,0.0,0.0352,0.0,0.0365,0.0391,0.32,0.0109,0.99,0.0,False
Logistic Regression,logreg,0.005,0.25,0,0.29,0.0,0.0,0.0,0.0352,0.0,0.0261,0.0396,0.31,0.0,1.0,0.001,False
Logistic Regression,logreg,0.005,0.5,0,0.305,0.033,0.033,0.0606,0.0427,0.035,0.0157,0.0607,0.305,0.004,0.985,0.0,False
Logistic Regression,logreg,0.005,0.75,0,0.315,0.0799,0.0799,0.1212,0.0497,0.065,0.0183,0.0635,0.31,0.0298,0.95,0.0,False
Logistic Regression,logreg,0.005,1.0,0,0.68,0.0148,0.0148,0.0909,0.2252,0.94,0.0163,0.0846,0.68,0.0655,0.06,0.0,False
Logistic Regression,logreg,0.05,0.0,0,0.57,0.1814,0.1814,0.2699,0.0875,0.37,0.0456,0.054,0.595,0.0357,0.615,0.0,False
Logistic Regression,logreg,0.05,0.005,0,0.52,0.204,0.204,0.3008,0.0784,0.3,0.0706,0.0539,0.525,0.1746,0.715,0.0,False
Logistic Regression,logreg,0.05,0.05,0,0.565,0.2292,0.2292,0.2806,0.0971,0.395,0.0722,0.055,0.59,0.0923,0.62,0.0,False
Logistic Regression,logreg,0.05,0.25,0,0.605,0.1328,0.1328,0.2175,0.0918,0.415,0.0615,0.0558,0.61,0.0615,0.58,0.0,False
Logistic Regression,logreg,0.05,0.5,0,0.45,0.0095,0.0095,0.0347,0.073,0.23,0.0078,0.0624,0.52,0.0357,0.76,0.0,False
Logistic Regression,logreg,0.05,0.75,0,0.56,0.0078,0.0078,0.0172,0.1818,0.62,0.0127,0.0744,0.6,0.0645,0.35,0.0,False
Logistic Regression,logreg,0.05,1.0,0,0.71,0.0,0.0,0.0,0.2042,,0.005,0.0899,0.69,0.0,0.0,0.0,False
Logistic Regression,logreg,0.25,0.0,0,0.735,0.0208,0.0208,0.1067,0.1563,0.805,0.0092,0.074,0.7,0.1438,0.2,0.0,False
Logistic Regression,logreg,0.25,0.005,0,0.74,0.013,0.013,0.0764,0.1521,0.8,0.0142,0.0741,0.695,0.1369,0.205,0.0,False
Logistic Regression,logreg,0.25,0.05,0,0.72,0.0582,0.0582,0.1139,0.1667,0.81,0.0476,0.0748,0.685,0.0298,0.175,0.0,False
Logistic Regression,logreg,0.25,0.25,0,0.73,0.0903,0.0903,0.2061,0.1377,0.72,0.0773,0.0787,0.68,0.0109,0.26,0.0,False
Logistic Regression,logreg,0.25,0.5,0,0.735,0.0911,0.0911,0.1952,0.1491,0.775,0.0701,0.08,0.7,0.0724,0.18,0.001,False
Logistic Regression,logreg,0.25,0.75,0,0.75,0.0582,0.0582,0.1345,0.1481,0.81,0.0687,0.0827,0.71,0.0754,0.16,0.0,False
Logistic Regression,logreg,0.25,1.0,0,0.725,0.0391,0.0391,0.1212,0.1895,0.975,0.0394,0.0929,0.705,0.0149,0.025,0.0,False
Logistic Regression,logreg,0.5,0.0,0,0.72,0.0521,0.0521,0.0739,0.1642,0.8,0.0444,0.0823,0.705,0.0903,0.185,0.001,False
Logistic Regression,logreg,0.5,0.005,0,0.725,0.0443,0.0443,0.0739,0.1624,0.805,0.0474,0.0824,0.705,0.0903,0.185,0.0,False
Logistic Regression,logreg,0.5,0.05,0,0.725,0.0347,0.0347,0.0836,0.1671,0.825,0.0676,0.0833,0.71,0.0258,0.16,0.0,False
Logistic Regression,logreg,0.5,0.25,0,0.725,0.0599,0.0599,0.1042,0.1599,0.795,0.0721,0.0845,0.71,0.0585,0.19,0.0,False
Logistic Regression,logreg,0.5,0.5,0,0.725,0.0599,0.0599,0.1042,0.1599,0.795,0.072,0.0851,0.7,0.0615,0.17,0.0,False
Logistic Regression,logreg,0.5,0.75,0,0.74,0.0208,0.0208,0.0739,0.1565,0.82,0.0705,0.0858,0.695,0.0575,0.155,0.0,False
Logistic Regression,logreg,0.5,1.0,0,0.76,0.033,0.033,0.0739,0.1474,0.84,0.0694,0.0867,0.71,0.0317,0.12,0.0,False
Logistic Regression,logreg,0.75,0.0,0,0.735,0.0182,0.0182,0.017,0.1649,0.845,0.0343,0.0849,0.72,0.1032,0.14,0.0,False
Logistic Regression,logreg,0.75,0.005,0,0.735,0.0182,0.0182,0.017,0.1649,0.845,0.0351,0.0849,0.72,0.1032,0.14,0.0,False
Logistic Regression,logreg,0.75,0.05,0,0.73,0.0043,0.0043,0.023,0.1693,0.85,0.0413,0.0853,0.715,0.0744,0.125,0.0,False
Logistic Regression,logreg,0.75,0.25,0,0.745,0.0373,0.0373,0.0735,0.1617,0.865,0.0655,0.0866,0.71,0.0317,0.12,0.0,False
Logistic Regression,logreg,0.75,0.5,0,0.73,0.0365,0.0365,0.0739,0.1605,0.81,0.0716,0.087,0.695,0.0437,0.165,0.0,False
Logistic Regression,logreg,0.75,0.75,0,0.74,0.0269,0.0269,0.1139,0.1586,0.83,0.0707,0.0872,0.705,0.0218,0.145,0.0,False
Logistic Regression,logreg,0.75,1.0,0,0.745,0.013,0.013,0.0739,0.1543,0.825,0.0708,0.0875,0.705,0.0466,0.145,0.0,False
Logistic Regression,logreg,1.0,0.0,0,0.73,0.02,0.02,0.0073,0.1713,0.86,0.0291,0.0865,0.725,0.0883,0.115,0.0,False
Logistic Regression,logreg,1.0,0.005,0,0.73,0.02,0.02,0.0073,0.1713,0.86,0.0291,0.0865,0.725,0.0883,0.115,0.0,False
