Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,4,0.3777,0.0,0.0,0.0,0.0447,0.0,0.005,0.0449,0.3767,0.0,1.0,0.634,True
Logistic Regression,logreg,0.0,0.005,4,0.3777,0.0,0.0,0.0,0.0447,0.0,0.0044,0.0449,0.3767,0.0,1.0,0.867,True
Logistic Regression,logreg,0.0,0.05,4,0.3777,0.0,0.0,0.0,0.0447,0.0,0.0006,0.0449,0.3767,0.0,1.0,0.959,True
Logistic Regression,logreg,0.0,0.25,4,0.3777,0.0,0.0,0.0,0.0447,0.0,0.0005,0.045,0.3767,0.0,1.0,0.795,True
Logistic Regression,logreg,0.0,0.5,4,0.3777,0.0,0.0,0.0,0.0447,0.0,0.0003,0.0451,0.3767,0.0,1.0,0.682,True
Logistic Regression,logreg,0.0,0.75,4,0.3777,0.0,0.0,0.0,0.0447,0.0,0.0001,0.0455,0.3767,0.0,1.0,0.679,True
Logistic Regression,logreg,0.0,1.0,4,0.3778,0.0001,0.0001,0.0002,0.0447,0.0001,0.0016,0.0634,0.3767,0.0,1.0,0.07,True
Logistic Regression,logreg,0.005,0.0,4,0.3782,0.0006,0.0006,0.0009,0.0447,0.0005,0.0066,0.047,0.3768,0.0001,0.9999,1.077,True
Logistic Regression,logreg,0.005,0.005,4,0.3783,0.0005,0.0005,0.0015,0.0447,0.0006,0.0011,0.047,0.3769,0.001,0.9998,0.749,True
Logistic Regression,logreg,0.005,0.05,4,0.3782,0.0006,0.0006,0.0017,0.0447,0.0005,0.0006,0.0472,0.3769,0.001,0.9998,0.831,True
Logistic Regression,logreg,0.005,0.25,4,0.3778,0.0001,0.0001,0.0002,0.0447,0.0001,0.0006,0.0479,0.3768,0.0001,0.9999,0.83,True
Logistic Regression,logreg,0.005,0.5,4,0.3777,0.0,0.0,0.0,0.0447,0.0,0.0004,0.0509,0.3767,0.0,1.0,0.204,True
Logistic Regression,logreg,0.005,0.75,4,0.3777,0.0,0.0,0.0,0.0447,0.0,0.0,0.0531,0.3767,0.0,1.0,0.183,True
