Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,8,0.2217,0.0005,0.0001,0.0006,0.0273,0.0003,0.0813,0.0288,0.2218,0.0028,0.999,0.413,True
Logistic Regression,logreg,0.0,0.005,8,0.2217,0.0005,0.0001,0.0006,0.0273,0.0003,0.0588,0.0287,0.2217,0.0023,0.9992,0.426,True
Logistic Regression,logreg,0.0,0.05,8,0.2218,0.0007,0.0002,0.0009,0.0273,0.0005,0.0038,0.0294,0.2215,0.001,0.9993,0.433,True
Logistic Regression,logreg,0.0,0.25,8,0.2217,0.0005,0.0001,0.0006,0.0273,0.0003,0.0016,0.0298,0.2217,0.0015,0.9992,0.438,True
Logistic Regression,logreg,0.0,0.5,8,0.2227,0.0031,0.0025,0.0041,0.0275,0.0017,0.0042,0.0332,0.2227,0.0006,0.9982,0.275,True
Logistic Regression,logreg,0.0,0.75,8,0.2217,0.0007,0.0007,0.0009,0.0273,0.0003,0.0016,0.0318,0.2222,0.0012,0.9987,0.389,True
Logistic Regression,logreg,0.0,1.0,8,0.6847,0.0324,0.029,0.0512,0.1728,0.827,0.0052,0.0616,0.6912,0.014,0.1657,0.046,True
Logistic Regression,logreg,0.005,0.0,8,0.2222,0.0038,0.0027,0.0049,0.0276,0.0018,0.1016,0.0311,0.2222,0.0029,0.9987,0.483,True
Logistic Regression,logreg,0.005,0.005,8,0.2215,0.0019,0.0001,0.0049,0.0276,0.0015,0.0482,0.0311,0.2222,0.0029,0.9987,0.444,True
Logistic Regression,logreg,0.005,0.05,8,0.2225,0.0031,0.0011,0.0041,0.0277,0.0022,0.0039,0.0315,0.222,0.0021,0.9985,0.411,True
Logistic Regression,logreg,0.005,0.25,8,0.223,0.0031,0.0015,0.0041,0.0276,0.0023,0.0063,0.0326,0.2227,0.0017,0.9982,0.38,True
