Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,9,0.2208,0.0014,0.0014,0.0017,0.0272,0.0005,0.0603,0.0283,0.2205,0.0009,0.9997,0.531,True
Logistic Regression,logreg,0.0,0.005,9,0.2207,0.0009,0.0009,0.0011,0.0272,0.0003,0.0495,0.0283,0.2203,0.0005,0.9998,0.497,True
Logistic Regression,logreg,0.0,0.05,9,0.2205,0.0005,0.0005,0.0006,0.0271,0.0002,0.0143,0.0289,0.2203,0.0005,0.9998,0.451,True
Logistic Regression,logreg,0.0,0.25,9,0.2207,0.0009,0.0009,0.0011,0.0272,0.0003,0.0109,0.0293,0.2205,0.0009,0.9997,0.457,True
Logistic Regression,logreg,0.0,0.5,9,0.2207,0.0009,0.0009,0.0011,0.0272,0.0003,0.0078,0.0298,0.2207,0.0006,0.9995,0.512,True
Logistic Regression,logreg,0.0,0.75,9,0.297,0.0435,0.0291,0.0729,0.0541,0.1383,0.0119,0.0482,0.2893,0.0378,0.8655,0.038,True
Logistic Regression,logreg,0.0,1.0,9,0.3485,0.0911,0.0911,0.122,0.0642,0.2032,0.0151,0.047,0.3338,0.0835,0.8,0.049,True
Logistic Regression,logreg,0.005,0.0,9,0.2213,0.0033,0.0029,0.004,0.0273,0.0013,0.0884,0.0307,0.2207,0.0015,0.9992,0.488,True
Logistic Regression,logreg,0.005,0.005,9,0.221,0.0023,0.002,0.0028,0.0273,0.001,0.0427,0.0308,0.2207,0.0015,0.9992,0.508,True
Logistic Regression,logreg,0.005,0.05,9,0.221,0.0019,0.0011,0.0023,0.0273,0.001,0.0199,0.0311,0.2207,0.0008,0.9988,0.522,True
Logistic Regression,logreg,0.005,0.25,9,0.2222,0.0037,0.0019,0.0045,0.0274,0.0022,0.0146,0.0324,0.2218,0.0003,0.998,0.283,True
Logistic Regression,logreg,0.005,0.5,9,0.3003,0.044,0.0265,0.0805,0.0539,0.1397,0.0109,0.048,0.2957,0.0408,0.8612,0.043,True
Logistic Regression,logreg,0.005,0.75,9,0.2972,0.0386,0.0261,0.0684,0.0545,0.1395,0.0118,0.0482,0.2895,0.0371,0.865,0.049,True
Logistic Regression,logreg,0.005,1.0,9,0.347,0.0855,0.0618,0.0935,0.0633,0.1993,0.0098,0.047,0.3292,0.0476,0.8063,0.052,True
Logistic Regression,logreg,0.05,0.0,9,0.5793,0.5121,0.1453,0.5887,0.0963,0.475,0.1411,0.0459,0.5628,0.1141,0.5297,0.113,True
Logistic Regression,logreg,0.05,0.005,9,0.5823,0.1184,0.0728,0.5685,0.098,0.483,0.0419,0.046,0.5662,0.039,0.5237,0.166,True
Logistic Regression,logreg,0.05,0.05,9,0.6085,0.1577,0.0288,0.3095,0.1038,0.5252,0.0238,0.0467,0.6012,0.0623,0.4717,0.153,True
Logistic Regression,logreg,0.05,0.25,9,0.7075,0.2151,0.088,0.3925,0.1171,0.6808,0.0217,0.0496,0.7022,0.1131,0.317,0.202,True
Logistic Regression,logreg,0.05,0.5,9,0.792,0.062,0.0315,0.4642,0.1125,0.8227,0.0166,0.0546,0.7875,0.0065,0.1793,0.318,True
Logistic Regression,logreg,0.05,0.75,9,0.7928,0.0844,0.0219,0.2113,0.1274,0.9258,0.007,0.0617,0.7937,0.0139,0.0782,0.189,True
Logistic Regression,logreg,0.05,1.0,9,0.7828,0.0148,0.0086,0.0363,0.1387,0.9902,0.0126,0.0743,0.781,0.0011,0.0075,0.231,True
Logistic Regression,logreg,0.25,0.0,9,0.8155,0.1653,0.0669,0.4151,0.1061,0.8662,0.1781,0.0645,0.817,0.0396,0.1285,0.485,True
Logistic Regression,logreg,0.25,0.005,9,0.8153,0.0983,0.0658,0.413,0.1064,0.8677,0.0658,0.0647,0.817,0.0381,0.1272,0.466,True
Logistic Regression,logreg,0.25,0.05,9,0.8163,0.064,0.0518,0.4009,0.1063,0.8723,0.0224,0.0656,0.8155,0.0199,0.1217,0.458,True
Logistic Regression,logreg,0.25,0.25,9,0.8135,0.0673,0.0464,0.3782,0.1088,0.8782,0.0216,0.0657,0.8128,0.0182,0.1187,0.243,True
Logistic Regression,logreg,0.25,0.5,9,0.8112,0.0436,0.0368,0.3222,0.1123,0.8968,0.0203,0.0681,0.8153,0.0106,0.1028,0.402,True
Logistic Regression,logreg,0.25,0.75,9,0.8053,0.0413,0.0256,0.2528,0.1182,0.918,0.0203,0.0704,0.8128,0.0103,0.0853,0.495,True
Logistic Regression,logreg,0.25,1.0,9,0.8,0.0574,0.0173,0.2,0.1236,0.9407,0.0175,0.0731,0.805,0.0089,0.0622,0.484,True
Logistic Regression,logreg,0.5,0.0,9,0.8112,0.1308,0.0408,0.3321,0.1121,0.8942,0.1648,0.0687,0.8155,0.0142,0.1043,0.507,True
Logistic Regression,logreg,0.5,0.005,9,0.8113,0.1278,0.0408,0.3283,0.112,0.8947,0.137,0.0688,0.8152,0.0146,0.1043,0.501,True
Logistic Regression,logreg,0.5,0.05,9,0.8102,0.0481,0.0339,0.3071,0.1132,0.8992,0.0222,0.0694,0.815,0.0083,0.1012,0.485,True
Logistic Regression,logreg,0.5,0.25,9,0.8093,0.0451,0.0323,0.2981,0.114,0.9013,0.0218,0.0699,0.8152,0.0079,0.098,0.483,True
Logistic Regression,logreg,0.5,0.5,9,0.8088,0.043,0.0316,0.292,0.1146,0.9038,0.0217,0.0703,0.8158,0.0095,0.095,0.391,True
Logistic Regression,logreg,0.5,0.75,9,0.808,0.0405,0.0323,0.2784,0.1159,0.9123,0.0211,0.0709,0.814,0.0107,0.0895,0.366,True
Logistic Regression,logreg,0.5,1.0,9,0.809,0.0415,0.0252,0.2557,0.116,0.9207,0.0214,0.072,0.8133,0.0103,0.0822,0.513,True
Logistic Regression,logreg,0.75,0.0,9,0.811,0.1272,0.031,0.3094,0.1132,0.904,0.1586,0.0705,0.815,0.0092,0.0938,0.559,True
Logistic Regression,logreg,0.75,0.005,9,0.8108,0.114,0.031,0.3057,0.1133,0.9042,0.1507,0.0705,0.8152,0.0092,0.0937,0.437,True
Logistic Regression,logreg,0.75,0.05,9,0.8103,0.0425,0.0288,0.2906,0.1138,0.9057,0.023,0.0709,0.8152,0.0094,0.093,0.492,True
Logistic Regression,logreg,0.75,0.25,9,0.81,0.04,0.0271,0.283,0.1141,0.9073,0.0216,0.0712,0.8152,0.0098,0.0907,0.457,True
Logistic Regression,logreg,0.75,0.5,9,0.8087,0.0407,0.026,0.2755,0.1154,0.9113,0.0204,0.0715,0.8152,0.0074,0.088,0.504,True
Logistic Regression,logreg,0.75,0.75,9,0.8077,0.044,0.0315,0.2769,0.116,0.9103,0.0195,0.0713,0.812,0.0062,0.0902,0.318,True
Logistic Regression,logreg,0.75,1.0,9,0.8082,0.0386,0.0256,0.2642,0.116,0.9148,0.0204,0.072,0.8125,0.0102,0.0847,0.45,True
Logistic Regression,logreg,1.0,0.0,9,0.8102,0.1174,0.0275,0.2906,0.1145,0.9122,0.155,0.0714,0.8142,0.0088,0.089,0.419,True
Logistic Regression,logreg,1.0,0.005,9,0.8102,0.1174,0.0275,0.2906,0.1145,0.9122,0.155,0.0714,0.8142,0.0088,0.089,0.429,True
Logistic Regression,logreg,1.0,0.05,9,0.8102,0.1174,0.0275,0.2906,0.1145,0.9122,0.155,0.0714,0.8142,0.0088,0.089,0.544,True
Logistic Regression,logreg,1.0,0.25,9,0.8102,0.1174,0.0275,0.2906,0.1145,0.9122,0.155,0.0714,0.8142,0.0088,0.089,0.481,True
Logistic Regression,logreg,1.0,0.5,9,0.8102,0.1174,0.0275,0.2906,0.1145,0.9122,0.155,0.0714,0.8142,0.0088,0.089,0.506,True
Logistic Regression,logreg,1.0,0.75,9,0.8102,0.1174,0.0275,0.2906,0.1145,0.9122,0.155,0.0714,0.8142,0.0088,0.089,0.548,True
Logistic Regression,logreg,1.0,1.0,9,0.8102,0.1174,0.0275,0.2906,0.1145,0.9122,0.155,0.0714,0.8142,0.0088,0.089,0.566,True
MLP (64-64),mlp,0.0,0.0,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0108,0.0271,0.2202,0.0,1.0,0.172,True
MLP (64-64),mlp,0.0,0.005,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.008,0.0271,0.2202,0.0,1.0,0.177,True
MLP (64-64),mlp,0.0,0.05,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0009,0.0271,0.2202,0.0,1.0,0.215,True
MLP (64-64),mlp,0.0,0.25,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0003,0.0271,0.2202,0.0,1.0,0.394,True
MLP (64-64),mlp,0.0,0.5,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.001,0.0271,0.2202,0.0,1.0,0.619,True
MLP (64-64),mlp,0.0,0.75,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0014,0.0322,0.2202,0.0,1.0,0.712,True
MLP (64-64),mlp,0.0,1.0,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0,0.0517,0.2202,0.0,1.0,0.74,True
MLP (64-64),mlp,0.005,0.0,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0898,0.0293,0.2202,0.0,1.0,0.816,True
MLP (64-64),mlp,0.005,0.005,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0076,0.0292,0.2202,0.0,1.0,0.769,True
MLP (64-64),mlp,0.005,0.05,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0075,0.0295,0.2202,0.0,1.0,0.674,True
MLP (64-64),mlp,0.005,0.25,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0085,0.0308,0.2202,0.0,1.0,0.316,True
MLP (64-64),mlp,0.005,0.5,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0065,0.0306,0.2202,0.0,1.0,0.329,True
MLP (64-64),mlp,0.005,0.75,9,0.2203,0.0,0.0,0.0,0.0271,0.0,0.0001,0.0405,0.2202,0.0,1.0,0.617,True
MLP (64-64),mlp,0.005,1.0,9,0.7797,0.0,0.0,0.0,0.1413,,0.0,0.0818,0.7798,0.0,0.0,1.704,True
