Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,2,0.2527,0.0052,0.0052,0.0056,0.0309,0.0027,0.1118,0.0292,0.254,0.0052,0.9968,0.635,True
Logistic Regression,logreg,0.0,0.005,2,0.2516,0.0009,0.0009,0.0008,0.0309,0.0018,0.0762,0.0293,0.2534,0.0015,0.9973,0.661,True
Logistic Regression,logreg,0.0,0.05,2,0.2525,0.0034,0.0034,0.0048,0.031,0.0027,0.0001,0.03,0.2543,0.0028,0.9965,0.744,True
Logistic Regression,logreg,0.0,0.25,2,0.2511,0.0013,0.0013,0.0017,0.0308,0.0012,0.0002,0.0304,0.2526,0.0013,0.9981,0.675,True
Logistic Regression,logreg,0.0,0.5,2,0.2517,0.0012,0.0012,0.0019,0.0309,0.0019,0.0008,0.0323,0.2537,0.0024,0.997,0.319,True
Logistic Regression,logreg,0.0,0.75,2,0.2671,0.0075,0.0075,0.0152,0.0329,0.0181,0.0015,0.0379,0.2698,0.0092,0.9801,0.173,True
Logistic Regression,logreg,0.0,1.0,2,0.7269,0.0131,0.0131,0.0414,0.1659,0.8651,0.001,0.0613,0.7263,0.0113,0.1468,0.047,True
Logistic Regression,logreg,0.005,0.0,2,0.328,0.1268,0.1268,0.1314,0.0396,0.0784,0.1457,0.0304,0.3331,0.1188,0.9172,0.588,True
Logistic Regression,logreg,0.005,0.005,2,0.3045,0.0444,0.0444,0.0373,0.037,0.0548,0.1083,0.0304,0.3109,0.0423,0.9394,0.662,True
Logistic Regression,logreg,0.005,0.05,2,0.2934,0.0479,0.0479,0.0728,0.0358,0.0442,0.0011,0.0313,0.2971,0.0512,0.9532,0.752,True
Logistic Regression,logreg,0.005,0.25,2,0.281,0.0231,0.0231,0.038,0.0344,0.0318,0.0011,0.0324,0.2862,0.0269,0.9645,0.435,True
Logistic Regression,logreg,0.005,0.5,2,0.2736,0.0127,0.0127,0.0235,0.0338,0.0251,0.0015,0.0347,0.2782,0.0177,0.9717,0.285,True
Logistic Regression,logreg,0.005,0.75,2,0.2955,0.0181,0.0181,0.0362,0.037,0.0494,0.0017,0.04,0.3015,0.0231,0.9473,0.226,True
Logistic Regression,logreg,0.005,1.0,2,0.7533,0.0004,0.0004,0.0134,0.1635,0.9822,0.0011,0.0658,0.7531,0.0012,0.0233,0.082,True
Logistic Regression,logreg,0.05,0.0,2,0.8042,0.3261,0.3261,0.2203,0.0728,0.6322,0.2105,0.0419,0.8044,0.3026,0.3647,0.761,True
Logistic Regression,logreg,0.05,0.005,2,0.8046,0.3066,0.3066,0.2026,0.0726,0.632,0.1899,0.0418,0.8053,0.2783,0.3612,0.541,True
Logistic Regression,logreg,0.05,0.05,2,0.7734,0.0769,0.0769,0.1093,0.0809,0.6148,0.0039,0.0431,0.7789,0.0689,0.3819,0.48,True
