Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,5,0.2233,0.0005,0.0005,0.0006,0.0275,0.0002,0.0637,0.0287,0.2218,0.0019,0.9993,0.432,True
Logistic Regression,logreg,0.0,0.005,5,0.2232,0.0,0.0,0.0,0.0275,0.0,0.0502,0.0287,0.2217,0.0014,0.9995,0.42,True
Logistic Regression,logreg,0.0,0.05,5,0.2233,0.0004,0.0004,0.0005,0.0275,0.0002,0.005,0.0294,0.2217,0.0014,0.9995,0.425,True
Logistic Regression,logreg,0.0,0.25,5,0.2233,0.0004,0.0004,0.0005,0.0275,0.0002,0.0038,0.0298,0.2213,0.0005,0.9998,0.432,True
Logistic Regression,logreg,0.0,0.5,5,0.2278,0.0093,0.0,0.0085,0.0282,0.0053,0.0197,0.0367,0.2243,0.0023,0.9952,0.185,True
Logistic Regression,logreg,0.0,0.75,5,0.5472,0.1331,0.0021,0.1253,0.132,0.5463,0.0267,0.0557,0.5423,0.0025,0.4578,0.05,True
Logistic Regression,logreg,0.0,1.0,5,0.6887,0.016,0.0054,0.298,0.1672,0.8142,0.0282,0.0626,0.6898,0.0005,0.194,0.088,True
Logistic Regression,logreg,0.005,0.0,5,0.2242,0.0014,0.0007,0.0017,0.0276,0.001,0.1054,0.0309,0.222,0.0024,0.9992,0.454,True
Logistic Regression,logreg,0.005,0.005,5,0.2242,0.0014,0.0007,0.0017,0.0276,0.001,0.0451,0.031,0.2218,0.0019,0.9993,0.477,True
Logistic Regression,logreg,0.005,0.05,5,0.2238,0.0014,0.0009,0.0015,0.0276,0.001,0.0047,0.0313,0.222,0.0016,0.9992,0.449,True
Logistic Regression,logreg,0.005,0.25,5,0.2262,0.0046,0.0018,0.0056,0.0279,0.0033,0.0088,0.0334,0.223,0.0003,0.9982,0.284,True
Logistic Regression,logreg,0.005,0.5,5,0.2268,0.0043,0.0,0.0056,0.028,0.004,0.015,0.0359,0.224,0.0019,0.9962,0.223,True
Logistic Regression,logreg,0.005,0.75,5,0.5835,0.1273,0.0149,0.1622,0.1382,0.5977,0.0279,0.0562,0.5815,0.0115,0.404,0.053,True
Logistic Regression,logreg,0.005,1.0,5,0.7098,0.0087,0.0087,0.3522,0.1688,0.8613,0.0264,0.0643,0.7133,0.0017,0.1458,0.1,True
Logistic Regression,logreg,0.05,0.0,5,0.5713,0.594,0.1364,0.8373,0.0941,0.4582,0.169,0.0455,0.5633,0.1212,0.5432,0.163,True
Logistic Regression,logreg,0.05,0.005,5,0.5752,0.0701,0.0701,0.2698,0.0958,0.467,0.0367,0.0456,0.564,0.0605,0.5402,0.171,True
Logistic Regression,logreg,0.05,0.05,5,0.561,0.1148,0.0315,0.2698,0.0967,0.4572,0.0124,0.0461,0.5623,0.0401,0.5342,0.091,True
Logistic Regression,logreg,0.05,0.25,5,0.7022,0.1399,0.1012,0.2227,0.1145,0.662,0.0148,0.049,0.6913,0.1211,0.3458,0.155,True
Logistic Regression,logreg,0.05,0.5,5,0.7925,0.0765,0.0224,0.5159,0.1101,0.8087,0.0141,0.0541,0.7838,0.013,0.1907,0.226,True
Logistic Regression,logreg,0.05,0.75,5,0.7372,0.0177,0.0058,0.3547,0.1588,0.8893,0.0185,0.0634,0.733,0.007,0.1172,0.074,True
Logistic Regression,logreg,0.05,1.0,5,0.703,0.013,0.0011,0.3227,0.1669,0.8398,0.02,0.0627,0.708,0.0001,0.1635,0.053,True
Logistic Regression,logreg,0.25,0.0,5,0.8207,0.1971,0.0514,0.4563,0.1039,0.8712,0.1988,0.0637,0.8202,0.0604,0.1277,0.474,True
Logistic Regression,logreg,0.25,0.005,5,0.8205,0.1478,0.0514,0.4365,0.1042,0.8727,0.0754,0.0639,0.8198,0.0601,0.1273,0.447,True
Logistic Regression,logreg,0.25,0.05,5,0.8158,0.1366,0.0296,0.4087,0.1073,0.8747,0.021,0.0639,0.8185,0.0406,0.1273,0.256,True
Logistic Regression,logreg,0.25,0.25,5,0.8177,0.1244,0.028,0.3929,0.107,0.8828,0.0174,0.0647,0.8172,0.0322,0.1187,0.225,True
Logistic Regression,logreg,0.25,0.5,5,0.8112,0.0876,0.0185,0.2976,0.1137,0.9077,0.0112,0.0664,0.8095,0.025,0.095,0.167,True
Logistic Regression,logreg,0.25,0.75,5,0.8032,0.0683,0.0124,0.2063,0.1213,0.937,0.0121,0.0696,0.8033,0.0186,0.0662,0.218,True
Logistic Regression,logreg,0.25,1.0,5,0.7983,0.0479,0.0094,0.1675,0.1257,0.9518,0.0111,0.073,0.8,0.0135,0.0475,0.308,True
Logistic Regression,logreg,0.5,0.0,5,0.8183,0.1593,0.0288,0.3849,0.1082,0.8988,0.1873,0.0681,0.814,0.0296,0.0998,0.453,True
Logistic Regression,logreg,0.5,0.005,5,0.8192,0.1512,0.0284,0.377,0.1078,0.9003,0.1558,0.0682,0.814,0.0293,0.0992,0.457,True
Logistic Regression,logreg,0.5,0.05,5,0.8182,0.0906,0.0127,0.3294,0.1089,0.906,0.0195,0.0689,0.813,0.0178,0.0948,0.466,True
Logistic Regression,logreg,0.5,0.25,5,0.816,0.1091,0.018,0.3373,0.1099,0.9015,0.0205,0.0685,0.8138,0.026,0.1023,0.198,True
Logistic Regression,logreg,0.5,0.5,5,0.8158,0.1009,0.0169,0.3175,0.1108,0.9103,0.0213,0.0696,0.8123,0.0202,0.0948,0.318,True
Logistic Regression,logreg,0.5,0.75,5,0.814,0.0897,0.0138,0.2976,0.1125,0.9175,0.0143,0.07,0.8088,0.0221,0.0857,0.24,True
Logistic Regression,logreg,0.5,1.0,5,0.8118,0.0754,0.009,0.2659,0.1146,0.926,0.014,0.071,0.8073,0.0241,0.0768,0.273,True
Logistic Regression,logreg,0.75,0.0,5,0.8163,0.1348,0.0203,0.3413,0.1107,0.9142,0.18,0.07,0.8115,0.0251,0.0873,0.474,True
Logistic Regression,logreg,0.75,0.005,5,0.8163,0.1348,0.0203,0.3413,0.1107,0.9142,0.1717,0.07,0.8115,0.0251,0.087,0.459,True
Logistic Regression,logreg,0.75,0.05,5,0.8152,0.0918,0.02,0.2976,0.1117,0.917,0.0289,0.0704,0.8115,0.0249,0.0853,0.468,True
Logistic Regression,logreg,0.75,0.25,5,0.8148,0.0836,0.017,0.2817,0.1121,0.9193,0.0211,0.0707,0.8112,0.0167,0.0843,0.46,True
Logistic Regression,logreg,0.75,0.5,5,0.8143,0.0805,0.015,0.2759,0.1126,0.9212,0.0205,0.071,0.8095,0.0166,0.0807,0.449,True
Logistic Regression,logreg,0.75,0.75,5,0.8142,0.0907,0.0148,0.2897,0.1124,0.9177,0.021,0.071,0.8102,0.0188,0.0827,0.382,True
Logistic Regression,logreg,0.75,1.0,5,0.8155,0.0928,0.0137,0.2976,0.1115,0.9167,0.0209,0.071,0.8078,0.0233,0.0833,0.35,True
Logistic Regression,logreg,1.0,0.0,5,0.8142,0.1267,0.0138,0.3175,0.1126,0.9193,0.1756,0.0711,0.8085,0.0207,0.0793,0.487,True
Logistic Regression,logreg,1.0,0.005,5,0.8142,0.1267,0.0138,0.3175,0.1126,0.9193,0.1756,0.0711,0.8085,0.0207,0.0793,0.467,True
Logistic Regression,logreg,1.0,0.05,5,0.8142,0.1267,0.0138,0.3175,0.1126,0.9193,0.1756,0.0711,0.8085,0.0207,0.0793,0.465,True
Logistic Regression,logreg,1.0,0.25,5,0.8142,0.1267,0.0138,0.3175,0.1126,0.9193,0.1756,0.0711,0.8085,0.0207,0.0793,0.452,True
Logistic Regression,logreg,1.0,0.5,5,0.8142,0.1267,0.0138,0.3175,0.1126,0.9193,0.1756,0.0711,0.8085,0.0207,0.0793,0.474,True
Logistic Regression,logreg,1.0,0.75,5,0.8142,0.1267,0.0138,0.3175,0.1126,0.9193,0.1756,0.0711,0.8085,0.0207,0.0793,0.453,True
Logistic Regression,logreg,1.0,1.0,5,0.8142,0.1267,0.0138,0.3175,0.1126,0.9193,0.1756,0.0711,0.8085,0.0207,0.0793,0.47,True
MLP (64-64),mlp,0.0,0.0,5,0.2232,0.0,0.0,0.0,0.0275,0.0,0.0087,0.0273,0.2212,0.0,1.0,0.195,True
