Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,2,0.2228,0.001,0.0005,0.0014,0.0274,0.0003,0.0818,0.0287,0.2213,0.0005,0.9998,0.422,True
Logistic Regression,logreg,0.0,0.005,2,0.2228,0.001,0.0005,0.0014,0.0274,0.0003,0.0537,0.0287,0.2213,0.0005,0.9998,0.422,True
Logistic Regression,logreg,0.0,0.05,2,0.223,0.001,0.0001,0.0014,0.0274,0.0005,0.0052,0.0294,0.2213,0.0004,0.9998,0.428,True
Logistic Regression,logreg,0.0,0.25,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0069,0.0297,0.2213,0.0004,0.9998,0.458,True
Logistic Regression,logreg,0.0,0.5,2,0.2223,0.0004,0.0004,0.0015,0.0274,0.0002,0.0104,0.0325,0.2218,0.0006,0.9993,0.271,True
Logistic Regression,logreg,0.0,0.75,2,0.4443,0.0478,0.0008,0.169,0.1211,0.4335,0.0031,0.0555,0.443,0.0113,0.5618,0.048,True
Logistic Regression,logreg,0.0,1.0,2,0.5103,0.3448,0.1834,0.3794,0.1369,0.5282,0.0424,0.0551,0.509,0.174,0.4732,0.033,True
Logistic Regression,logreg,0.005,0.0,2,0.2237,0.0029,0.0022,0.0036,0.0276,0.0015,0.127,0.031,0.2212,0.0012,0.999,0.459,True
Logistic Regression,logreg,0.005,0.005,2,0.2238,0.0029,0.0022,0.0036,0.0276,0.0017,0.057,0.031,0.2213,0.0001,0.9992,0.474,True
Logistic Regression,logreg,0.005,0.05,2,0.2233,0.002,0.0,0.0031,0.0277,0.0015,0.0096,0.0313,0.2218,0.001,0.999,0.468,True
Logistic Regression,logreg,0.005,0.25,2,0.2228,0.002,0.0007,0.0027,0.0275,0.0007,0.0112,0.0325,0.2215,0.0006,0.9993,0.372,True
Logistic Regression,logreg,0.005,0.5,2,0.226,0.0058,0.0019,0.0076,0.0281,0.0045,0.014,0.0402,0.2265,0.0022,0.9933,0.126,True
Logistic Regression,logreg,0.005,0.75,2,0.4473,0.0551,0.0006,0.169,0.1217,0.4375,0.0035,0.0555,0.4457,0.0145,0.5595,0.044,True
Logistic Regression,logreg,0.005,1.0,2,0.549,0.1032,0.0934,0.3527,0.157,0.6148,0.0067,0.0608,0.546,0.0741,0.3832,0.046,True
Logistic Regression,logreg,0.05,0.0,2,0.5573,0.5783,0.1866,0.8168,0.0926,0.4422,0.1856,0.0454,0.5582,0.1984,0.553,0.166,True
Logistic Regression,logreg,0.05,0.005,2,0.5618,0.1334,0.1141,0.7901,0.0944,0.4517,0.0535,0.0455,0.5622,0.1222,0.5453,0.197,True
Logistic Regression,logreg,0.05,0.05,2,0.6017,0.0572,0.0436,0.7152,0.103,0.5138,0.0172,0.0463,0.593,0.0371,0.4955,0.131,True
Logistic Regression,logreg,0.05,0.25,2,0.683,0.1029,0.1029,0.6163,0.1149,0.6392,0.0174,0.0493,0.6902,0.0982,0.3503,0.132,True
Logistic Regression,logreg,0.05,0.5,2,0.753,0.0541,0.0038,0.2176,0.1489,0.8905,0.0149,0.0574,0.7573,0.0034,0.1062,0.104,True
Logistic Regression,logreg,0.05,0.75,2,0.7678,0.0123,0.0069,0.0408,0.1499,0.974,0.0162,0.065,0.774,0.0059,0.0225,0.151,True
Logistic Regression,logreg,0.05,1.0,2,0.6018,0.0655,0.0258,0.3645,0.164,0.687,0.0056,0.0594,0.6035,0.0217,0.3113,0.043,True
Logistic Regression,logreg,0.25,0.0,2,0.819,0.1885,0.0528,0.4504,0.104,0.8642,0.2091,0.0637,0.8153,0.0482,0.1272,0.475,True
Logistic Regression,logreg,0.25,0.005,2,0.8188,0.1546,0.051,0.4466,0.1042,0.865,0.108,0.0638,0.8157,0.0471,0.1272,0.466,True
Logistic Regression,logreg,0.25,0.05,2,0.8145,0.1108,0.0244,0.4008,0.1074,0.8697,0.0222,0.064,0.8123,0.0183,0.1225,0.265,True
Logistic Regression,logreg,0.25,0.25,2,0.8137,0.1007,0.0165,0.3779,0.1091,0.8798,0.0221,0.0649,0.8123,0.0177,0.1158,0.268,True
Logistic Regression,logreg,0.25,0.5,2,0.8097,0.0951,0.0153,0.313,0.1139,0.9005,0.0238,0.0665,0.8088,0.0125,0.0943,0.21,True
Logistic Regression,logreg,0.25,0.75,2,0.8037,0.0774,0.0097,0.2252,0.1204,0.9288,0.0215,0.0695,0.8013,0.0102,0.0672,0.278,True
Logistic Regression,logreg,0.25,1.0,2,0.7923,0.0494,0.0109,0.1225,0.1306,0.9625,0.0188,0.0733,0.7948,0.0061,0.037,0.274,True
Logistic Regression,logreg,0.5,0.0,2,0.8123,0.1431,0.0272,0.3511,0.1116,0.8945,0.1916,0.0679,0.8128,0.0281,0.1,0.489,True
Logistic Regression,logreg,0.5,0.005,2,0.8125,0.1421,0.0257,0.3473,0.1115,0.895,0.1722,0.068,0.8128,0.0281,0.1,0.452,True
Logistic Regression,logreg,0.5,0.05,2,0.8127,0.0898,0.0108,0.3282,0.1118,0.8988,0.0266,0.0686,0.813,0.0145,0.0965,0.462,True
Logistic Regression,logreg,0.5,0.25,2,0.8108,0.0858,0.0054,0.3213,0.113,0.8993,0.0219,0.069,0.812,0.01,0.0948,0.365,True
Logistic Regression,logreg,0.5,0.5,2,0.8113,0.0828,0.0085,0.3094,0.1129,0.9015,0.0239,0.0692,0.8105,0.0075,0.0933,0.311,True
Logistic Regression,logreg,0.5,0.75,2,0.8113,0.0862,0.0086,0.2854,0.1139,0.9122,0.0215,0.0703,0.8093,0.0073,0.0828,0.361,True
Logistic Regression,logreg,0.5,1.0,2,0.8072,0.0842,0.0095,0.2566,0.1172,0.918,0.0243,0.0708,0.8067,0.009,0.0785,0.295,True
Logistic Regression,logreg,0.75,0.0,2,0.8123,0.126,0.0228,0.3168,0.1127,0.9062,0.1827,0.0697,0.8123,0.0227,0.0878,0.465,True
Logistic Regression,logreg,0.75,0.005,2,0.8123,0.126,0.0228,0.3168,0.1127,0.9062,0.1777,0.0697,0.8123,0.0227,0.0878,0.487,True
Logistic Regression,logreg,0.75,0.05,2,0.812,0.1024,0.0196,0.3092,0.1131,0.9078,0.0446,0.0701,0.812,0.0184,0.0872,0.476,True
Logistic Regression,logreg,0.75,0.25,2,0.8105,0.0747,0.0047,0.2926,0.1143,0.911,0.0203,0.0706,0.8113,0.0065,0.0852,0.463,True
Logistic Regression,logreg,0.75,0.5,2,0.811,0.0779,0.0019,0.2902,0.1143,0.9148,0.0189,0.0709,0.8113,0.0059,0.0825,0.47,True
Logistic Regression,logreg,0.75,0.75,2,0.8097,0.079,0.0043,0.2782,0.1153,0.9155,0.0198,0.0712,0.8103,0.0059,0.0798,0.454,True
Logistic Regression,logreg,0.75,1.0,2,0.8103,0.0769,0.0038,0.2806,0.1149,0.9165,0.0197,0.0714,0.8105,0.0047,0.0793,0.489,True
Logistic Regression,logreg,1.0,0.0,2,0.811,0.1169,0.0186,0.2901,0.1141,0.9128,0.1777,0.0707,0.8115,0.0213,0.0827,0.499,True
Logistic Regression,logreg,1.0,0.005,2,0.811,0.1169,0.0186,0.2901,0.1141,0.9128,0.1777,0.0707,0.8115,0.0213,0.0827,0.48,True
Logistic Regression,logreg,1.0,0.05,2,0.811,0.1169,0.0186,0.2901,0.1141,0.9128,0.1777,0.0707,0.8115,0.0213,0.0827,0.534,True
Logistic Regression,logreg,1.0,0.25,2,0.811,0.1169,0.0186,0.2901,0.1141,0.9128,0.1777,0.0707,0.8115,0.0213,0.0827,0.466,True
Logistic Regression,logreg,1.0,0.5,2,0.811,0.1169,0.0186,0.2901,0.1141,0.9128,0.1777,0.0707,0.8115,0.0213,0.0827,0.47,True
Logistic Regression,logreg,1.0,0.75,2,0.811,0.1169,0.0186,0.2901,0.1141,0.9128,0.1777,0.0707,0.8115,0.0213,0.0827,0.484,True
Logistic Regression,logreg,1.0,1.0,2,0.811,0.1169,0.0186,0.2901,0.1141,0.9128,0.1777,0.0707,0.8115,0.0213,0.0827,0.464,True
MLP (64-64),mlp,0.0,0.0,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0098,0.0273,0.2212,0.0,1.0,0.179,True
MLP (64-64),mlp,0.0,0.005,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0048,0.0273,0.2212,0.0,1.0,0.192,True
MLP (64-64),mlp,0.0,0.05,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.001,0.0273,0.2212,0.0,1.0,0.4,True
MLP (64-64),mlp,0.0,0.25,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0006,0.0273,0.2212,0.0,1.0,0.386,True
MLP (64-64),mlp,0.0,0.5,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.001,0.0273,0.2212,0.0,1.0,0.734,True
MLP (64-64),mlp,0.0,0.75,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0016,0.0412,0.2212,0.0,1.0,0.465,True
MLP (64-64),mlp,0.0,1.0,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0,0.0486,0.2212,0.0,1.0,0.707,True
MLP (64-64),mlp,0.005,0.0,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.1045,0.0291,0.2212,0.0,1.0,0.968,True
MLP (64-64),mlp,0.005,0.005,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0081,0.0292,0.2212,0.0,1.0,0.983,True
MLP (64-64),mlp,0.005,0.05,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0062,0.0294,0.2212,0.0,1.0,0.423,True
MLP (64-64),mlp,0.005,0.25,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0048,0.0307,0.2212,0.0,1.0,0.225,True
MLP (64-64),mlp,0.005,0.5,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0052,0.0308,0.2212,0.0,1.0,0.451,True
MLP (64-64),mlp,0.005,0.75,2,0.2225,0.0,0.0,0.0,0.0274,0.0,0.0004,0.0424,0.2212,0.0,1.0,0.52,True
MLP (64-64),mlp,0.005,1.0,2,0.7775,0.0,0.0,0.0,0.1431,,0.0,0.0826,0.7788,0.0,0.0,2.049,True
MLP (64-64),mlp,0.05,0.0,2,0.759,0.3368,0.0806,0.687,0.1002,0.6962,0.1863,0.0424,0.7533,0.0865,0.3008,0.522,True
MLP (64-64),mlp,0.05,0.005,2,0.7565,0.0963,0.039,0.6718,0.1001,0.6917,0.0453,0.0422,0.7508,0.0614,0.301,0.506,True
MLP (64-64),mlp,0.05,0.05,2,0.7625,0.0442,0.0298,0.6523,0.1003,0.7023,0.0126,0.0426,0.7542,0.0008,0.294,0.62,True
MLP (64-64),mlp,0.05,0.25,2,0.788,0.0969,0.0034,0.5954,0.1029,0.7632,0.0112,0.0458,0.7825,0.0254,0.2273,0.385,True
MLP (64-64),mlp,0.05,0.5,2,0.8043,0.1119,0.0465,0.4962,0.1064,0.8242,0.0114,0.0497,0.7987,0.0506,0.1705,0.445,True
MLP (64-64),mlp,0.05,0.75,2,0.7775,0.0,0.0,0.0,0.1431,,0.0024,0.0659,0.7788,0.0,0.0,0.582,True
MLP (64-64),mlp,0.05,1.0,2,0.7775,0.0,0.0,0.0,0.1431,,0.0044,0.0842,0.7788,0.0,0.0,0.751,True
MLP (64-64),mlp,0.25,0.0,2,0.8207,0.1994,0.0626,0.5038,0.1011,0.8495,0.2167,0.0606,0.815,0.0597,0.1478,0.533,True
MLP (64-64),mlp,0.25,0.005,2,0.8203,0.1737,0.0627,0.5,0.1013,0.8492,0.0975,0.0609,0.8148,0.0604,0.15,0.525,True
MLP (64-64),mlp,0.25,0.05,2,0.8172,0.1408,0.0347,0.4924,0.1029,0.848,0.0125,0.0613,0.813,0.0444,0.1505,0.761,True
MLP (64-64),mlp,0.25,0.25,2,0.818,0.1256,0.0481,0.4504,0.1031,0.8525,0.0185,0.0626,0.815,0.0526,0.1425,0.677,True
