Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,0,0.2167,0.001,0.001,0.0014,0.0267,0.0005,0.0677,0.0279,0.2218,0.0005,0.9998,0.386,True
Logistic Regression,logreg,0.0,0.005,0,0.2165,0.001,0.001,0.0012,0.0267,0.0003,0.0441,0.0278,0.2218,0.0005,0.9998,0.323,True
Logistic Regression,logreg,0.0,0.05,0,0.2165,0.0005,0.0001,0.0006,0.0267,0.0003,0.0035,0.0284,0.2217,0.0,1.0,0.319,True
Logistic Regression,logreg,0.0,0.25,0,0.2165,0.0005,0.0001,0.0006,0.0267,0.0003,0.0034,0.0288,0.2217,0.0,1.0,0.325,True
Logistic Regression,logreg,0.0,0.5,0,0.2168,0.0014,0.0011,0.0018,0.0267,0.0007,0.0027,0.0293,0.2217,0.0,1.0,0.312,True
Logistic Regression,logreg,0.0,0.75,0,0.2113,0.0284,0.0093,0.3052,0.0795,0.1712,0.011,0.055,0.2225,0.0239,0.8232,0.027,True
Logistic Regression,logreg,0.0,1.0,0,0.2113,0.0215,0.0105,0.3357,0.0841,0.1848,0.0106,0.0558,0.2232,0.041,0.8112,0.028,True
Logistic Regression,logreg,0.005,0.0,0,0.2173,0.0024,0.0017,0.0029,0.0269,0.0015,0.0966,0.0302,0.2223,0.001,0.9993,0.34,True
Logistic Regression,logreg,0.005,0.005,0,0.2172,0.0024,0.0013,0.0031,0.0269,0.0017,0.0325,0.0303,0.2223,0.001,0.9993,0.322,True
Logistic Regression,logreg,0.005,0.05,0,0.2167,0.002,0.0008,0.0047,0.027,0.0015,0.0073,0.0306,0.2223,0.001,0.9993,0.314,True
Logistic Regression,logreg,0.005,0.25,0,0.2167,0.001,0.0002,0.0016,0.0268,0.0008,0.0064,0.0312,0.2223,0.0002,0.9993,0.293,True
Logistic Regression,logreg,0.005,0.5,0,0.2172,0.0024,0.001,0.0031,0.0269,0.0017,0.0058,0.0325,0.2223,0.0001,0.999,0.314,True
Logistic Regression,logreg,0.005,0.75,0,0.2242,0.0112,0.0112,0.298,0.0819,0.186,0.003,0.055,0.2352,0.0189,0.8098,0.027,True
Logistic Regression,logreg,0.005,1.0,0,0.213,0.0255,0.0118,0.3373,0.0851,0.1888,0.0106,0.056,0.2258,0.0364,0.8062,0.028,True
Logistic Regression,logreg,0.05,0.0,0,0.5705,0.5198,0.0964,0.675,0.0965,0.472,0.1523,0.0449,0.5723,0.1312,0.5317,0.322,True
Logistic Regression,logreg,0.05,0.005,0,0.5678,0.0741,0.0361,0.1228,0.0982,0.4747,0.0178,0.045,0.5752,0.0607,0.5262,0.302,True
Logistic Regression,logreg,0.05,0.05,0,0.5897,0.1509,0.0608,0.2239,0.1024,0.5072,0.0068,0.0455,0.595,0.0324,0.4937,0.129,True
Logistic Regression,logreg,0.05,0.25,0,0.6807,0.1166,0.0943,0.1763,0.1165,0.6475,0.0129,0.0485,0.6642,0.0828,0.3712,0.115,True
Logistic Regression,logreg,0.05,0.5,0,0.7952,0.094,0.0061,0.3058,0.1121,0.834,0.0126,0.0533,0.7857,0.0129,0.1773,0.246,True
Logistic Regression,logreg,0.05,0.75,0,0.7793,0.0273,0.0048,0.1061,0.1412,0.9855,0.0042,0.0651,0.7745,0.0004,0.0125,0.129,True
Logistic Regression,logreg,0.05,1.0,0,0.7828,0.0038,0.0017,0.0052,0.1387,0.9977,0.0019,0.0821,0.777,0.0005,0.002,0.193,True
Logistic Regression,logreg,0.25,0.0,0,0.8238,0.151,0.0405,0.4088,0.1018,0.8763,0.1652,0.0626,0.809,0.0585,0.1327,0.331,True
Logistic Regression,logreg,0.25,0.005,0,0.8227,0.1054,0.0384,0.2775,0.1026,0.8778,0.0419,0.0628,0.8078,0.057,0.1322,0.339,True
Logistic Regression,logreg,0.25,0.05,0,0.8205,0.073,0.0195,0.2524,0.1045,0.8827,0.0111,0.0634,0.8077,0.0407,0.127,0.326,True
Logistic Regression,logreg,0.25,0.25,0,0.8188,0.0735,0.0146,0.2146,0.1065,0.8917,0.008,0.0639,0.8067,0.0364,0.117,0.23,True
Logistic Regression,logreg,0.25,0.5,0,0.8152,0.0593,0.0077,0.1765,0.1103,0.907,0.0039,0.0655,0.806,0.0296,0.0983,0.228,True
Logistic Regression,logreg,0.25,0.75,0,0.806,0.0573,0.0011,0.0709,0.1193,0.9435,0.0082,0.0682,0.8003,0.0179,0.0583,0.181,True
Logistic Regression,logreg,0.25,1.0,0,0.7982,0.0375,0.0035,0.116,0.1262,0.969,0.006,0.0721,0.7918,0.0136,0.0305,0.205,True
Logistic Regression,logreg,0.5,0.0,0,0.8192,0.1165,0.0134,0.3082,0.1074,0.9037,0.1523,0.0669,0.8077,0.0318,0.102,0.33,True
Logistic Regression,logreg,0.5,0.005,0,0.8193,0.1135,0.0134,0.3082,0.1074,0.9042,0.1233,0.067,0.8075,0.0318,0.1008,0.334,True
Logistic Regression,logreg,0.5,0.05,0,0.8187,0.0624,0.0087,0.1843,0.1079,0.9048,0.0104,0.0673,0.8067,0.0278,0.099,0.338,True
Logistic Regression,logreg,0.5,0.25,0,0.819,0.0669,0.0067,0.1765,0.1081,0.9095,0.0104,0.0679,0.8062,0.0254,0.0965,0.333,True
Logistic Regression,logreg,0.5,0.5,0,0.817,0.0553,0.0045,0.1688,0.1095,0.9115,0.0088,0.0682,0.8063,0.0267,0.0937,0.283,True
Logistic Regression,logreg,0.5,0.75,0,0.8165,0.0568,0.004,0.1534,0.1104,0.9187,0.0062,0.0688,0.8058,0.027,0.0882,0.273,True
Logistic Regression,logreg,0.5,1.0,0,0.8137,0.0487,0.0038,0.1224,0.113,0.9275,0.0046,0.0697,0.8027,0.0237,0.0783,0.268,True
Logistic Regression,logreg,0.75,0.0,0,0.818,0.1084,0.0052,0.2943,0.109,0.9135,0.1463,0.0686,0.8068,0.0248,0.0915,0.341,True
Logistic Regression,logreg,0.75,0.005,0,0.8182,0.1074,0.0052,0.2943,0.1089,0.9137,0.1387,0.0687,0.8067,0.0248,0.091,0.338,True
Logistic Regression,logreg,0.75,0.05,0,0.8172,0.0618,0.0035,0.1611,0.1097,0.9153,0.0093,0.069,0.8063,0.0218,0.0887,0.354,True
Logistic Regression,logreg,0.75,0.25,0,0.817,0.0618,0.0033,0.1585,0.1099,0.9158,0.0098,0.0691,0.8062,0.0225,0.0875,0.345,True
Logistic Regression,logreg,0.75,0.5,0,0.817,0.0618,0.0041,0.1585,0.1099,0.9158,0.0082,0.0693,0.8055,0.0238,0.0875,0.342,True
Logistic Regression,logreg,0.75,0.75,0,0.8162,0.0558,0.0043,0.1508,0.1106,0.9183,0.0086,0.0696,0.8057,0.0221,0.0843,0.337,True
Logistic Regression,logreg,0.75,1.0,0,0.8163,0.0517,0.0039,0.143,0.1108,0.9215,0.0096,0.0699,0.8057,0.0227,0.0803,0.341,True
Logistic Regression,logreg,1.0,0.0,0,0.817,0.1023,0.0034,0.2792,0.1101,0.9188,0.1429,0.0696,0.8072,0.0207,0.0838,0.349,True
Logistic Regression,logreg,1.0,0.005,0,0.817,0.1023,0.0034,0.2792,0.1101,0.9188,0.1429,0.0696,0.8072,0.0207,0.0838,0.345,True
Logistic Regression,logreg,1.0,0.05,0,0.817,0.1023,0.0034,0.2792,0.1101,0.9188,0.1429,0.0696,0.8072,0.0207,0.0838,0.35,True
Logistic Regression,logreg,1.0,0.25,0,0.817,0.1023,0.0034,0.2792,0.1101,0.9188,0.1429,0.0696,0.8072,0.0207,0.0838,0.349,True
Logistic Regression,logreg,1.0,0.5,0,0.817,0.1023,0.0034,0.2792,0.1101,0.9188,0.1429,0.0696,0.8072,0.0207,0.0838,0.36,True
Logistic Regression,logreg,1.0,0.75,0,0.817,0.1023,0.0034,0.2792,0.1101,0.9188,0.1429,0.0696,0.8072,0.0207,0.0838,0.344,True
Logistic Regression,logreg,1.0,1.0,0,0.817,0.1023,0.0034,0.2792,0.1101,0.9188,0.1429,0.0696,0.8072,0.0207,0.0838,0.348,True
MLP (64-64),mlp,0.0,0.0,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0075,0.0265,0.2217,0.0,1.0,0.147,True
MLP (64-64),mlp,0.0,0.005,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0036,0.0266,0.2217,0.0,1.0,0.142,True
MLP (64-64),mlp,0.0,0.05,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0021,0.0265,0.2217,0.0,1.0,0.34,True
MLP (64-64),mlp,0.0,0.25,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0001,0.0266,0.2217,0.0,1.0,0.356,True
MLP (64-64),mlp,0.0,0.5,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0014,0.0266,0.2217,0.0,1.0,0.434,True
MLP (64-64),mlp,0.0,0.75,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0008,0.045,0.2217,0.0,1.0,0.238,True
MLP (64-64),mlp,0.0,1.0,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0002,0.0482,0.2217,0.0,1.0,0.314,True
MLP (64-64),mlp,0.005,0.0,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0793,0.0286,0.2217,0.0,1.0,0.808,True
MLP (64-64),mlp,0.005,0.005,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0078,0.0289,0.2217,0.0,1.0,1.049,True
MLP (64-64),mlp,0.005,0.05,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0078,0.0291,0.2217,0.0,1.0,0.339,True
MLP (64-64),mlp,0.005,0.25,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0036,0.0294,0.2217,0.0,1.0,0.28,True
MLP (64-64),mlp,0.005,0.5,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0051,0.0308,0.2217,0.0,1.0,0.516,True
MLP (64-64),mlp,0.005,0.75,0,0.2162,0.0,0.0,0.0,0.0266,0.0,0.0006,0.0409,0.2217,0.0,1.0,0.451,True
MLP (64-64),mlp,0.005,1.0,0,0.7838,0.0,0.0,0.0,0.1379,,0.0,0.0798,0.7783,0.0,0.0,1.579,True
MLP (64-64),mlp,0.05,0.0,0,0.7572,0.2898,0.0681,0.5316,0.1011,0.7027,0.1388,0.0414,0.7578,0.0524,0.3002,0.338,True
MLP (64-64),mlp,0.05,0.005,0,0.7473,0.0681,0.0367,0.3953,0.102,0.6905,0.0244,0.0417,0.7493,0.0178,0.312,0.432,True
MLP (64-64),mlp,0.05,0.05,0,0.7632,0.066,0.0253,0.2319,0.103,0.7207,0.0153,0.0418,0.766,0.021,0.285,0.399,True
MLP (64-64),mlp,0.05,0.25,0,0.8052,0.0979,0.0304,0.3876,0.1022,0.809,0.0037,0.0445,0.7985,0.0466,0.2005,0.285,True
