Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,1,0.2512,0.0063,0.0063,0.0065,0.0308,0.0039,0.1093,0.0288,0.2558,0.0094,0.9967,0.001,False
Logistic Regression,logreg,0.0,0.005,1,0.2498,0.0009,0.0009,0.0003,0.0306,0.0024,0.0747,0.0289,0.2546,0.004,0.9979,0.001,False
Logistic Regression,logreg,0.0,0.05,1,0.2509,0.0033,0.0033,0.0052,0.0307,0.0035,0.0014,0.0296,0.2551,0.0017,0.9975,0.001,False
Logistic Regression,logreg,0.0,0.25,1,0.2492,0.0013,0.0013,0.0022,0.0305,0.0019,0.0005,0.0302,0.2537,0.0003,0.9988,0.0,False
Logistic Regression,logreg,0.0,0.5,1,0.2493,0.0015,0.0015,0.0025,0.0305,0.002,0.0003,0.0313,0.2544,0.0017,0.9981,0.0,False
Logistic Regression,logreg,0.0,0.75,1,0.2593,0.0049,0.0049,0.0103,0.032,0.013,0.0006,0.0343,0.2666,0.005,0.9849,0.0,False
Logistic Regression,logreg,0.0,1.0,1,0.2561,0.0213,0.0213,0.0331,0.0486,0.0684,0.0007,0.0559,0.2624,0.0148,0.9318,0.0,False
Logistic Regression,logreg,0.005,0.0,1,0.3189,0.1085,0.1085,0.1112,0.0385,0.0718,0.1401,0.0299,0.327,0.1138,0.9253,0.0,False
Logistic Regression,logreg,0.005,0.005,1,0.2987,0.0373,0.0373,0.0296,0.0363,0.0516,0.1031,0.0299,0.308,0.0432,0.9443,0.0,False
Logistic Regression,logreg,0.005,0.05,1,0.289,0.0432,0.0432,0.0666,0.0352,0.0421,0.0009,0.0309,0.2989,0.0472,0.9533,0.001,False
Logistic Regression,logreg,0.005,0.25,1,0.2653,0.0113,0.0113,0.0194,0.0328,0.0193,0.0,0.0327,0.2736,0.0112,0.9782,0.0,False
Logistic Regression,logreg,0.005,0.5,1,0.2664,0.0096,0.0096,0.0173,0.033,0.0209,0.0008,0.0346,0.2736,0.0053,0.9773,0.0,False
Logistic Regression,logreg,0.005,0.75,1,0.2727,0.0091,0.0091,0.0193,0.0342,0.029,0.0008,0.0389,0.2818,0.0053,0.968,0.0,False
Logistic Regression,logreg,0.005,1.0,1,0.7536,0.0021,0.0021,0.0023,0.1635,0.9956,0.0022,0.0772,0.7497,0.0032,0.0053,0.0,False
Logistic Regression,logreg,0.05,0.0,1,0.8046,0.3137,0.3137,0.2135,0.0721,0.6325,0.2041,0.0409,0.8013,0.3313,0.3731,0.0,False
Logistic Regression,logreg,0.05,0.005,1,0.8052,0.2894,0.2894,0.1901,0.0727,0.6364,0.1835,0.0409,0.8032,0.3097,0.3695,0.0,False
Logistic Regression,logreg,0.05,0.05,1,0.7762,0.0636,0.0636,0.1381,0.08,0.6185,0.0021,0.0422,0.7737,0.0856,0.3862,0.0,False
Logistic Regression,logreg,0.05,0.25,1,0.776,0.0238,0.0238,0.1988,0.0869,0.6465,0.0026,0.0443,0.7778,0.0476,0.3582,0.0,False
Logistic Regression,logreg,0.05,0.5,1,0.7795,0.0189,0.0189,0.1815,0.0963,0.6919,0.0029,0.0494,0.7802,0.0274,0.3071,0.0,False
Logistic Regression,logreg,0.05,0.75,1,0.7861,0.0194,0.0194,0.0984,0.1133,0.7833,0.0027,0.0591,0.786,0.0325,0.2017,0.0,False
Logistic Regression,logreg,0.05,1.0,1,0.7594,0.0089,0.0089,0.0099,0.1583,0.9853,0.002,0.0763,0.7567,0.0106,0.0151,0.0,False
Logistic Regression,logreg,0.25,0.0,1,0.8418,0.204,0.204,0.1004,0.081,0.765,0.2017,0.0496,0.844,0.2278,0.238,0.001,False
Logistic Regression,logreg,0.25,0.005,1,0.8419,0.1983,0.1983,0.0964,0.0811,0.7657,0.1971,0.0497,0.8452,0.2213,0.237,0.0,False
Logistic Regression,logreg,0.25,0.05,1,0.8428,0.1586,0.1586,0.0651,0.0822,0.7766,0.1511,0.0505,0.8442,0.1792,0.2268,0.0,False
Logistic Regression,logreg,0.25,0.25,1,0.8316,0.0216,0.0216,0.2711,0.0909,0.7959,0.0008,0.0558,0.8271,0.0292,0.1983,0.0,False
Logistic Regression,logreg,0.25,0.5,1,0.8305,0.0131,0.0131,0.2641,0.0938,0.8121,0.0007,0.0573,0.8262,0.0206,0.1835,0.0,False
Logistic Regression,logreg,0.25,0.75,1,0.8285,0.0165,0.0165,0.2406,0.0974,0.832,0.0014,0.06,0.8211,0.0307,0.161,0.0,False
Logistic Regression,logreg,0.25,1.0,1,0.8165,0.0248,0.0248,0.1685,0.108,0.8604,0.0019,0.0648,0.8133,0.0315,0.1321,0.0,False
