Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0268,0.0391,0.355,0.0,1.0,0.111,True
Logistic Regression,logreg,0.0,0.005,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0209,0.0391,0.355,0.0,1.0,0.116,True
Logistic Regression,logreg,0.0,0.05,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0096,0.0398,0.355,0.0,1.0,0.122,True
Logistic Regression,logreg,0.0,0.25,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0083,0.0405,0.355,0.0,1.0,0.113,True
Logistic Regression,logreg,0.0,0.5,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0042,0.0453,0.355,0.0,1.0,0.058,True
Logistic Regression,logreg,0.0,0.75,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0024,0.0446,0.355,0.0,1.0,0.09,True
Logistic Regression,logreg,0.0,1.0,2,0.4,0.1334,0.1334,0.1625,0.1808,0.45,0.0091,0.0824,0.335,0.0871,0.64,0.011,True
Logistic Regression,logreg,0.005,0.0,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0187,0.0423,0.355,0.0,1.0,0.115,True
Logistic Regression,logreg,0.005,0.005,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0051,0.0426,0.355,0.0,1.0,0.117,True
Logistic Regression,logreg,0.005,0.05,2,0.325,0.0071,0.0071,0.0104,0.0391,0.005,0.0161,0.0428,0.355,0.0,1.0,0.111,True
Logistic Regression,logreg,0.005,0.25,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0123,0.0461,0.355,0.0,1.0,0.05,True
Logistic Regression,logreg,0.005,0.5,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0038,0.0573,0.35,0.0075,0.995,0.024,True
Logistic Regression,logreg,0.005,0.75,2,0.32,0.0,0.0,0.0,0.0385,0.0,0.0058,0.0603,0.355,0.0,1.0,0.026,True
Logistic Regression,logreg,0.005,1.0,2,0.45,0.0286,0.0286,0.0292,0.2281,0.59,0.0094,0.0854,0.375,0.1158,0.48,0.011,True
Logistic Regression,logreg,0.05,0.0,2,0.585,0.0696,0.0696,0.0865,0.1044,0.405,0.0266,0.0629,0.695,0.1605,0.55,0.123,True
Logistic Regression,logreg,0.05,0.005,2,0.585,0.0215,0.0215,0.0865,0.1044,0.405,0.0015,0.0628,0.69,0.1305,0.555,0.116,True
Logistic Regression,logreg,0.05,0.05,2,0.59,0.0286,0.0286,0.0865,0.1045,0.41,0.0014,0.0633,0.69,0.1305,0.555,0.111,True
Logistic Regression,logreg,0.05,0.25,2,0.495,0.0295,0.0295,0.1474,0.0864,0.275,0.0055,0.0642,0.6,0.0547,0.695,0.024,True
Logistic Regression,logreg,0.05,0.5,2,0.51,0.0226,0.0226,0.0409,0.1043,0.34,0.0004,0.0708,0.59,0.0174,0.675,0.018,True
Logistic Regression,logreg,0.05,0.75,2,0.7,0.0197,0.0197,0.0608,0.2143,0.98,0.0038,0.0874,0.63,0.0001,0.015,0.015,True
Logistic Regression,logreg,0.05,1.0,2,0.68,0.0339,0.0339,0.0526,0.2351,0.99,0.005,0.0924,0.635,0.0074,0.01,0.016,True
Logistic Regression,logreg,0.25,0.0,2,0.7,0.0313,0.0313,0.1871,0.156,0.7,0.0313,0.0905,0.725,0.0577,0.29,0.119,True
