Model,Family,Seed,Alpha,Beta,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient
Logistic Regression baseline (BCE only),Logistic Regression baseline,2,1.0,0.0,0.715,0.0446,0.0446,0.1766,0.1849,0.845
"Fair Logistic Regression (α=0.25, β=0.0)",Fair Logistic Regression,2,0.25,0.0,0.7,0.0313,0.0313,0.1871,0.156,0.7
MLP (64-64) baseline (BCE only),MLP (64-64) baseline,2,1.0,0.0,0.68,0.0519,0.0519,0.1437,0.1853,0.76
"Fair MLP (64-64) (α=0.25, β=0.5)",Fair MLP (64-64),2,0.25,0.5,0.67,0.0969,0.0969,0.1521,0.2128,0.83
ExpGrad LogReg (Demographic Parity),ExpGrad LogReg (Demographic Parity),2,,,0.705,0.0362,0.0362,0.1099,0.1824,0.805
ExpGrad LogReg (Equalized Odds),ExpGrad LogReg (Equalized Odds),2,,,0.72,0.005,0.005,0.0877,0.1738,0.81
ThresholdOptimizer LogReg (Demographic Parity),ThresholdOptimizer LogReg (Demographic Parity),2,,,0.705,0.0319,0.0319,0.0854,0.1874,0.825
Reweighing LogReg (Kamiran-Calders),Reweighing LogReg (Kamiran-Calders),2,,,0.7,0.0389,0.0389,0.0958,0.1896,0.82
Random Forest (no fairness),Random Forest (no fairness),2,,,0.73,0.043,0.043,0.2152,0.1672,0.81
