Model,Family,Seed,Alpha,Beta,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient
Logistic Regression baseline (BCE only),Logistic Regression baseline,7,1.0,0.0,0.8486,0.1721,0.1721,0.0788,0.0823,0.7959
"Fair Logistic Regression (α=0.25, β=0.25)",Fair Logistic Regression,7,0.25,0.25,0.8278,0.0017,0.0017,0.2975,0.0933,0.7918
MLP (64-64) baseline (BCE only),MLP (64-64) baseline,7,1.0,0.0,0.8519,0.1694,0.1694,0.0669,0.0803,0.7934
"Fair MLP (64-64) (α=0.5, β=0.5)",Fair MLP (64-64),7,0.5,0.5,0.8357,0.0163,0.0163,0.2767,0.0912,0.8088
ExpGrad LogReg (Demographic Parity),ExpGrad LogReg (Demographic Parity),7,,,0.8302,0.0027,0.0027,0.2987,0.0962,0.8237
ExpGrad LogReg (Equalized Odds),ExpGrad LogReg (Equalized Odds),7,,,0.8363,0.1005,0.1005,0.0108,0.09,0.8023
ThresholdOptimizer LogReg (Demographic Parity),ThresholdOptimizer LogReg (Demographic Parity),7,,,0.8272,0.0172,0.0172,0.3368,0.0971,0.8176
Reweighing LogReg (Kamiran-Calders),Reweighing LogReg (Kamiran-Calders),7,,,0.8415,0.0804,0.0804,0.1539,0.0876,0.8064
Random Forest (no fairness),Random Forest (no fairness),7,,,0.8459,0.1862,0.1862,0.0836,0.0818,0.7794
