Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,7,0.2562,0.0049,0.0049,0.0051,0.0313,0.0031,0.1063,0.0294,0.246,0.0065,0.9965,0.001,False
Logistic Regression,logreg,0.0,0.005,7,0.2549,0.0004,0.0004,0.0005,0.0313,0.0021,0.0723,0.0295,0.2446,0.0,0.9979,0.001,False
Logistic Regression,logreg,0.0,0.05,7,0.2554,0.0033,0.0033,0.0047,0.0313,0.0025,0.0032,0.0303,0.2449,0.0031,0.9976,0.0,False
Logistic Regression,logreg,0.0,0.25,7,0.2542,0.0015,0.0015,0.002,0.0312,0.0013,0.002,0.031,0.2433,0.0013,0.9991,0.001,False
Logistic Regression,logreg,0.0,0.5,7,0.2566,0.0016,0.0016,0.003,0.0314,0.0038,0.0014,0.0325,0.2451,0.0014,0.9973,0.001,False
Logistic Regression,logreg,0.0,0.75,7,0.2742,0.006,0.006,0.014,0.034,0.0231,0.0007,0.042,0.2614,0.0105,0.9793,0.0,False
Logistic Regression,logreg,0.0,1.0,7,0.7453,0.0106,0.0106,0.0133,0.1692,0.9627,0.0003,0.068,0.756,0.0143,0.0354,0.0,False
Logistic Regression,logreg,0.005,0.0,7,0.3291,0.113,0.113,0.1168,0.0397,0.0767,0.1372,0.0304,0.3162,0.1223,0.926,0.0,False
Logistic Regression,logreg,0.005,0.005,7,0.3096,0.0439,0.0439,0.0371,0.0377,0.0574,0.1017,0.0304,0.2934,0.0434,0.9488,0.001,False
Logistic Regression,logreg,0.005,0.05,7,0.2953,0.0495,0.0495,0.0744,0.0362,0.0436,0.0055,0.0314,0.2833,0.044,0.959,0.0,False
Logistic Regression,logreg,0.005,0.25,7,0.288,0.03,0.03,0.048,0.0352,0.0358,0.005,0.0322,0.2743,0.0271,0.9677,0.0,False
Logistic Regression,logreg,0.005,0.5,7,0.2721,0.0067,0.0067,0.0138,0.0334,0.0199,0.0016,0.0351,0.2588,0.0128,0.9823,0.0,False
Logistic Regression,logreg,0.005,0.75,7,0.2823,0.0104,0.0104,0.0214,0.0351,0.0321,0.0006,0.0411,0.2688,0.0142,0.9713,0.0,False
Logistic Regression,logreg,0.005,1.0,7,0.7523,0.0036,0.0036,0.0036,0.1646,0.9946,0.0007,0.0865,0.7611,0.0048,0.004,0.002,False
Logistic Regression,logreg,0.05,0.0,7,0.8083,0.3067,0.3067,0.2037,0.0717,0.6317,0.1981,0.0407,0.8023,0.3188,0.3656,0.0,False
Logistic Regression,logreg,0.05,0.005,7,0.8113,0.2812,0.2812,0.1795,0.0716,0.6367,0.1779,0.0407,0.8018,0.2991,0.3633,0.001,False
Logistic Regression,logreg,0.05,0.05,7,0.778,0.0513,0.0513,0.1124,0.0789,0.6112,0.0094,0.0423,0.7685,0.0638,0.3822,0.0,False
Logistic Regression,logreg,0.05,0.25,7,0.7853,0.0203,0.0203,0.149,0.0838,0.6437,0.0091,0.0443,0.7767,0.0364,0.3497,0.001,False
Logistic Regression,logreg,0.05,0.5,7,0.8014,0.0122,0.0122,0.1645,0.0894,0.6994,0.0079,0.0484,0.793,0.0204,0.2968,0.001,False
Logistic Regression,logreg,0.05,0.75,7,0.8051,0.0322,0.0322,0.1493,0.1035,0.7791,0.0059,0.0568,0.8028,0.0356,0.2137,0.001,False
Logistic Regression,logreg,0.05,1.0,7,0.7898,0.0144,0.0144,0.0898,0.1315,0.916,0.0037,0.0742,0.7906,0.0131,0.0799,0.0,False
Logistic Regression,logreg,0.25,0.0,7,0.849,0.2026,0.2026,0.1117,0.0781,0.7644,0.1992,0.0492,0.8434,0.2166,0.231,0.001,False
Logistic Regression,logreg,0.25,0.005,7,0.8484,0.1973,0.1973,0.0994,0.0784,0.765,0.1949,0.0492,0.8427,0.2125,0.2295,0.001,False
Logistic Regression,logreg,0.25,0.05,7,0.8471,0.159,0.159,0.0625,0.0809,0.7776,0.1483,0.05,0.8417,0.173,0.2203,0.001,False
Logistic Regression,logreg,0.25,0.25,7,0.8278,0.0017,0.0017,0.2975,0.0933,0.7918,0.01,0.0555,0.8305,0.0242,0.199,0.001,False
Logistic Regression,logreg,0.25,0.5,7,0.8261,0.0016,0.0016,0.2899,0.0966,0.809,0.0107,0.0574,0.8286,0.0188,0.1832,0.001,False
Logistic Regression,logreg,0.25,0.75,7,0.825,0.0023,0.0023,0.2676,0.0998,0.8286,0.0094,0.0595,0.8242,0.017,0.1633,0.001,False
Logistic Regression,logreg,0.25,1.0,7,0.8196,0.0053,0.0053,0.2602,0.1059,0.8531,0.0082,0.0628,0.8199,0.0217,0.1353,0.001,False
Logistic Regression,logreg,0.5,0.0,7,0.8488,0.1864,0.1864,0.1015,0.0808,0.7836,0.1886,0.0511,0.8446,0.2042,0.2128,0.001,False
