Model,Family,Seed,Alpha,Beta,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient
Logistic Regression baseline (BCE only),Logistic Regression baseline,4,1.0,0.0,0.8465,0.1861,0.1861,0.1082,0.0825,0.7991
"Fair Logistic Regression (α=0.25, β=0.25)",Fair Logistic Regression,4,0.25,0.25,0.832,0.0212,0.0212,0.2819,0.0903,0.7982
MLP (64-64) baseline (BCE only),MLP (64-64) baseline,4,1.0,0.0,0.8537,0.1796,0.1796,0.0884,0.0785,0.7983
"Fair MLP (64-64) (α=0.75, β=1.0)",Fair MLP (64-64),4,0.75,1.0,0.8398,0.0361,0.0361,0.2636,0.0891,0.822
ExpGrad LogReg (Demographic Parity),ExpGrad LogReg (Demographic Parity),4,,,0.8327,0.0154,0.0154,0.3039,0.0938,0.8271
ExpGrad LogReg (Equalized Odds),ExpGrad LogReg (Equalized Odds),4,,,0.8412,0.1128,0.1128,0.0267,0.086,0.8033
ThresholdOptimizer LogReg (Demographic Parity),ThresholdOptimizer LogReg (Demographic Parity),4,,,0.8285,0.004,0.004,0.3431,0.0951,0.8185
Reweighing LogReg (Kamiran-Calders),Reweighing LogReg (Kamiran-Calders),4,,,0.8447,0.0943,0.0943,0.1347,0.0846,0.8076
Random Forest (no fairness),Random Forest (no fairness),4,,,0.8461,0.196,0.196,0.0979,0.0808,0.7841
