Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,4,0.2458,0.0077,0.0077,0.0083,0.0301,0.0038,0.1182,0.0283,0.2545,0.0058,0.9967,0.001,False
Logistic Regression,logreg,0.0,0.005,4,0.2446,0.0019,0.0019,0.0015,0.03,0.0025,0.0809,0.0284,0.2527,0.0006,0.9982,0.001,False
Logistic Regression,logreg,0.0,0.05,4,0.2443,0.0029,0.0029,0.0043,0.03,0.0023,0.0029,0.029,0.2536,0.0034,0.9973,0.001,False
Logistic Regression,logreg,0.0,0.25,4,0.2438,0.0016,0.0016,0.0025,0.0299,0.0018,0.003,0.0294,0.252,0.001,0.999,0.001,False
Logistic Regression,logreg,0.0,0.5,4,0.2425,0.0007,0.0007,0.0009,0.0297,0.0004,0.0025,0.0299,0.2513,0.0002,0.9999,0.0,False
Logistic Regression,logreg,0.0,0.75,4,0.2421,0.0002,0.0002,0.0002,0.0297,0.0001,0.0021,0.0305,0.2513,0.0002,0.9999,0.001,False
Logistic Regression,logreg,0.0,1.0,4,0.2369,0.0042,0.0042,0.0039,0.032,0.0053,0.0003,0.0457,0.2467,0.005,0.9952,0.0,False
Logistic Regression,logreg,0.005,0.0,4,0.3232,0.1304,0.1304,0.1354,0.039,0.0814,0.149,0.0296,0.3296,0.1149,0.9212,0.0,False
Logistic Regression,logreg,0.005,0.005,4,0.3019,0.0539,0.0539,0.048,0.0366,0.0601,0.1101,0.0296,0.3087,0.0398,0.9421,0.0,False
Logistic Regression,logreg,0.005,0.05,4,0.2876,0.0468,0.0468,0.0709,0.0351,0.046,0.0036,0.0303,0.2977,0.0503,0.9528,0.0,False
Logistic Regression,logreg,0.005,0.25,4,0.2767,0.0219,0.0219,0.0372,0.0338,0.0349,0.0049,0.0311,0.2888,0.0304,0.9622,0.0,False
Logistic Regression,logreg,0.005,0.5,4,0.274,0.013,0.013,0.0249,0.0339,0.0337,0.0061,0.0329,0.2867,0.0176,0.963,0.0,False
Logistic Regression,logreg,0.005,0.75,4,0.2608,0.0035,0.0035,0.0095,0.0323,0.0203,0.0036,0.0376,0.2679,0.009,0.9815,0.0,False
Logistic Regression,logreg,0.005,1.0,4,0.7581,0.0116,0.0116,0.0674,0.1561,0.9413,0.0029,0.069,0.7499,0.0096,0.054,0.0,False
Logistic Regression,logreg,0.05,0.0,4,0.8019,0.3157,0.3157,0.2202,0.0722,0.6335,0.2101,0.0405,0.7993,0.332,0.3756,0.001,False
Logistic Regression,logreg,0.05,0.005,4,0.8043,0.2934,0.2934,0.1994,0.0721,0.6373,0.189,0.0405,0.801,0.3162,0.3717,0.0,False
Logistic Regression,logreg,0.05,0.05,4,0.7739,0.0652,0.0652,0.1232,0.0787,0.6148,0.0037,0.0415,0.762,0.061,0.3983,0.002,False
Logistic Regression,logreg,0.05,0.25,4,0.7872,0.0347,0.0347,0.1485,0.083,0.6546,0.004,0.0433,0.7771,0.0263,0.35,0.0,False
Logistic Regression,logreg,0.05,0.5,4,0.7977,0.0262,0.0262,0.1922,0.0897,0.7036,0.0057,0.0471,0.7944,0.0191,0.2963,0.001,False
Logistic Regression,logreg,0.05,0.75,4,0.7959,0.0432,0.0432,0.1474,0.1062,0.7788,0.0061,0.0567,0.7867,0.037,0.2122,0.001,False
Logistic Regression,logreg,0.05,1.0,4,0.7861,0.0178,0.0178,0.1034,0.1345,0.9312,0.0039,0.0734,0.7759,0.0206,0.0662,0.0,False
Logistic Regression,logreg,0.25,0.0,4,0.8473,0.217,0.217,0.1445,0.0778,0.7674,0.2014,0.0489,0.8412,0.2191,0.2346,0.0,False
