Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,8,0.315,0.0,0.0,0.0,0.038,0.0,0.0285,0.0395,0.33,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.005,8,0.315,0.0,0.0,0.0,0.038,0.0,0.023,0.0393,0.33,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.05,8,0.315,0.0,0.0,0.0,0.038,0.0,0.0085,0.0392,0.33,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.25,8,0.315,0.0,0.0,0.0,0.038,0.0,0.0104,0.0394,0.33,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.5,8,0.315,0.0,0.0,0.0,0.038,0.0,0.0099,0.0404,0.33,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.75,8,0.315,0.0,0.0,0.0,0.038,0.0,0.0176,0.0486,0.33,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,1.0,8,0.69,0.0192,0.0192,0.0262,0.213,0.895,0.0173,0.0844,0.685,0.0754,0.115,0.0,False
Logistic Regression,logreg,0.005,0.0,8,0.315,0.0294,0.0294,0.0323,0.0409,0.01,0.015,0.0426,0.345,0.0191,0.975,0.0,False
Logistic Regression,logreg,0.005,0.005,8,0.32,0.0147,0.0147,0.027,0.0385,0.005,0.0042,0.0423,0.34,0.0005,0.98,0.0,False
Logistic Regression,logreg,0.005,0.05,8,0.325,0.0071,0.0071,0.017,0.0391,0.01,0.0217,0.0422,0.335,0.0201,0.985,0.0,False
Logistic Regression,logreg,0.005,0.25,8,0.315,0.0,0.0,0.0,0.038,0.0,0.0253,0.0433,0.33,0.0134,0.99,0.0,False
Logistic Regression,logreg,0.005,0.5,8,0.315,0.0,0.0,0.0,0.038,0.0,0.0243,0.0475,0.33,0.0,1.0,0.0,False
Logistic Regression,logreg,0.005,0.75,8,0.515,0.1373,0.1373,0.1257,0.1115,0.37,0.0202,0.0703,0.52,0.075,0.65,0.0,False
Logistic Regression,logreg,0.005,1.0,8,0.715,0.0348,0.0348,0.0262,0.1963,0.92,0.0179,0.0871,0.675,0.0609,0.065,0.0,False
Logistic Regression,logreg,0.05,0.0,8,0.565,0.1435,0.1435,0.1357,0.0841,0.33,0.0648,0.0586,0.675,0.0441,0.575,0.0,False
Logistic Regression,logreg,0.05,0.005,8,0.56,0.1136,0.1136,0.0886,0.0839,0.325,0.0414,0.0591,0.68,0.0245,0.57,0.0,False
Logistic Regression,logreg,0.05,0.05,8,0.575,0.1364,0.1364,0.1186,0.0846,0.34,0.0354,0.0599,0.685,0.008,0.555,0.0,False
Logistic Regression,logreg,0.05,0.25,8,0.595,0.1007,0.1007,0.0776,0.0948,0.39,0.0371,0.0623,0.69,0.0411,0.56,0.0,False
Logistic Regression,logreg,0.05,0.5,8,0.615,0.1622,0.1622,0.1676,0.1114,0.46,0.0393,0.0673,0.715,0.0333,0.515,0.0,False
Logistic Regression,logreg,0.05,0.75,8,0.695,0.0633,0.0633,0.0751,0.206,0.88,0.0239,0.0838,0.7,0.0692,0.13,0.0,False
Logistic Regression,logreg,0.05,1.0,8,0.7,0.0352,0.0352,0.0241,0.2111,0.935,0.0204,0.0906,0.685,0.047,0.035,0.0,False
