Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,2,0.3639,0.0,0.0,0.0,0.0432,0.0,0.0049,0.0436,0.3762,0.0,1.0,0.999,True
Logistic Regression,logreg,0.0,0.005,2,0.3639,0.0,0.0,0.0,0.0432,0.0,0.0042,0.0436,0.3762,0.0,1.0,1.097,True
Logistic Regression,logreg,0.0,0.05,2,0.3639,0.0,0.0,0.0,0.0432,0.0,0.0003,0.0437,0.3762,0.0,1.0,0.905,True
Logistic Regression,logreg,0.0,0.25,2,0.3639,0.0,0.0,0.0,0.0432,0.0,0.0003,0.0437,0.3762,0.0,1.0,0.956,True
Logistic Regression,logreg,0.0,0.5,2,0.3639,0.0,0.0,0.0,0.0432,0.0,0.0002,0.0439,0.3762,0.0,1.0,0.804,True
Logistic Regression,logreg,0.0,0.75,2,0.3639,0.0,0.0,0.0,0.0432,0.0,0.0001,0.0444,0.3762,0.0,1.0,0.946,True
Logistic Regression,logreg,0.0,1.0,2,0.5045,0.0136,0.0136,0.0278,0.2288,0.5972,0.0031,0.0956,0.4906,0.0035,0.4082,0.126,True
Logistic Regression,logreg,0.005,0.0,2,0.3639,0.0,0.0,0.0,0.0432,0.0,0.0061,0.0457,0.3763,0.0001,0.9999,0.977,True
Logistic Regression,logreg,0.005,0.005,2,0.364,0.001,0.001,0.0023,0.0432,0.0001,0.004,0.0457,0.3763,0.0001,0.9999,0.929,True
Logistic Regression,logreg,0.005,0.05,2,0.364,0.001,0.001,0.0023,0.0432,0.0001,0.0027,0.0458,0.3763,0.0001,0.9999,0.846,True
Logistic Regression,logreg,0.005,0.25,2,0.3641,0.0009,0.0009,0.0021,0.0433,0.0002,0.0034,0.0464,0.3762,0.0,1.0,0.934,True
Logistic Regression,logreg,0.005,0.5,2,0.3639,0.0,0.0,0.0,0.0432,0.0,0.0023,0.052,0.3762,0.0,1.0,0.144,True
Logistic Regression,logreg,0.005,0.75,2,0.3639,0.0,0.0,0.0,0.0432,0.0,0.0025,0.0555,0.3762,0.0,1.0,0.192,True
Logistic Regression,logreg,0.005,1.0,2,0.6252,0.011,0.011,0.01,0.2972,0.9733,0.0031,0.1206,0.6178,0.0048,0.0254,0.228,True
Logistic Regression,logreg,0.05,0.0,2,0.4439,0.0774,0.0774,0.0917,0.0596,0.1088,0.0861,0.058,0.4497,0.0621,0.8921,1.027,True
Logistic Regression,logreg,0.05,0.005,2,0.4379,0.0337,0.0337,0.0226,0.0588,0.1018,0.0485,0.0581,0.4446,0.0235,0.8986,0.894,True
Logistic Regression,logreg,0.05,0.05,2,0.438,0.0291,0.0291,0.0717,0.0596,0.1047,0.007,0.0587,0.4452,0.0326,0.8966,1.104,True
Logistic Regression,logreg,0.05,0.25,2,0.4527,0.0368,0.0368,0.0969,0.0629,0.126,0.0069,0.0612,0.458,0.0558,0.8754,1.117,True
Logistic Regression,logreg,0.05,0.5,2,0.4812,0.0041,0.0041,0.055,0.0729,0.1787,0.0077,0.0683,0.4842,0.022,0.8184,0.446,True
Logistic Regression,logreg,0.05,0.75,2,0.5155,0.0739,0.0739,0.0615,0.1274,0.3656,0.0053,0.0835,0.5225,0.0542,0.6303,0.152,True
Logistic Regression,logreg,0.05,1.0,2,0.6295,0.016,0.016,0.0236,0.2901,0.9572,0.0045,0.1151,0.6202,0.0222,0.0454,0.191,True
Logistic Regression,logreg,0.25,0.0,2,0.6875,0.3356,0.3356,0.2787,0.1519,0.6222,0.1555,0.0795,0.6942,0.3228,0.3808,1.136,True
