Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,6,0.4704,0.0135,0.008,1.0,0.0537,0.0049,0.0778,0.0561,0.4559,0.0016,0.9984,0.172,True
Logistic Regression,logreg,0.0,0.005,6,0.4704,0.0135,0.008,1.0,0.0537,0.0049,0.0421,0.0561,0.4559,0.0016,0.9984,0.177,True
Logistic Regression,logreg,0.0,0.05,6,0.4713,0.0135,0.0056,1.0,0.0538,0.0057,0.0296,0.0563,0.4551,0.0,0.9992,0.183,True
Logistic Regression,logreg,0.0,0.25,6,0.468,0.0016,0.0016,1.0,0.053,0.0008,0.0375,0.0568,0.4559,0.0,1.0,0.183,True
Logistic Regression,logreg,0.0,0.5,6,0.4672,0.0,0.0,1.0,0.053,0.0,0.0402,0.0577,0.4559,0.0,1.0,0.182,True
Logistic Regression,logreg,0.0,0.75,6,0.4672,0.0,0.0,1.0,0.053,0.0,0.0341,0.0699,0.4559,0.0,1.0,0.083,True
Logistic Regression,logreg,0.0,1.0,6,0.447,0.2432,0.0281,1.0,0.1138,0.1709,0.0157,0.1104,0.4324,0.0239,0.813,0.022,True
Logistic Regression,logreg,0.005,0.0,6,0.4721,0.0135,0.0072,1.0,0.0539,0.0065,0.1021,0.0573,0.4583,0.0016,0.996,0.183,True
Logistic Regression,logreg,0.005,0.005,6,0.4721,0.0135,0.0072,1.0,0.0539,0.0065,0.0303,0.0573,0.4567,0.0016,0.9976,0.182,True
Logistic Regression,logreg,0.005,0.05,6,0.4713,0.0135,0.0056,1.0,0.0538,0.0057,0.0278,0.0574,0.4559,0.0,0.9984,0.184,True
Logistic Regression,logreg,0.005,0.25,6,0.468,0.0016,0.0016,1.0,0.053,0.0008,0.0343,0.0583,0.4559,0.0,1.0,0.183,True
Logistic Regression,logreg,0.005,0.5,6,0.4672,0.0,0.0,1.0,0.053,0.0,0.0379,0.0598,0.4559,0.0,1.0,0.175,True
Logistic Regression,logreg,0.005,0.75,6,0.4672,0.0,0.0,1.0,0.053,0.0,0.0321,0.0729,0.4559,0.0,1.0,0.076,True
Logistic Regression,logreg,0.005,1.0,6,0.4421,0.3919,0.0294,0.8133,0.1339,0.2211,0.0225,0.1127,0.4275,0.01,0.7563,0.027,True
Logistic Regression,logreg,0.05,0.0,6,0.519,0.1296,0.079,1.0,0.0637,0.0745,0.18,0.0682,0.4964,0.1023,0.9223,0.182,True
Logistic Regression,logreg,0.05,0.005,6,0.5198,0.1071,0.0638,1.0,0.0623,0.0704,0.0887,0.068,0.4907,0.0903,0.9296,0.179,True
Logistic Regression,logreg,0.05,0.05,6,0.5004,0.0626,0.015,1.0,0.0609,0.051,0.0383,0.0688,0.4777,0.0083,0.9603,0.145,True
Logistic Regression,logreg,0.05,0.25,6,0.4761,0.0177,0.0105,1.0,0.0547,0.0121,0.0269,0.0722,0.4599,0.0039,0.9943,0.139,True
Logistic Regression,logreg,0.05,0.5,6,0.4713,0.027,0.0049,1.0,0.0557,0.0121,0.0313,0.0918,0.4543,0.0008,0.9968,0.024,True
Logistic Regression,logreg,0.05,0.75,6,0.4696,0.0048,0.0048,1.0,0.0532,0.0024,0.018,0.0905,0.4551,0.0,0.9992,0.137,True
