Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,9,0.5852,0.0078,0.0078,0.0119,0.0606,0.0124,0.0142,0.0581,0.5845,0.0042,0.9878,0.582,True
Logistic Regression,logreg,0.0,0.005,9,0.5843,0.0048,0.0048,0.0054,0.0606,0.0115,0.01,0.0582,0.5841,0.0022,0.9882,0.525,True
Logistic Regression,logreg,0.0,0.05,9,0.5845,0.0008,0.0008,0.0081,0.0606,0.0117,0.0012,0.0583,0.5837,0.0006,0.9886,0.592,True
Logistic Regression,logreg,0.0,0.25,9,0.5799,0.0014,0.0014,0.0004,0.0604,0.0071,0.0007,0.0585,0.5802,0.001,0.9925,0.533,True
Logistic Regression,logreg,0.0,0.5,9,0.5734,0.0004,0.0004,0.0006,0.0601,0.0006,0.0001,0.0599,0.5732,0.0006,0.9995,0.34,True
Logistic Regression,logreg,0.0,0.75,9,0.573,0.0004,0.0004,0.0008,0.0601,0.0002,0.0002,0.061,0.5729,0.0,0.9998,0.27,True
Logistic Regression,logreg,0.0,1.0,9,0.5538,0.0321,0.0321,0.0399,0.1457,0.2396,0.0035,0.1308,0.5476,0.008,0.7647,0.038,True
Logistic Regression,logreg,0.005,0.0,9,0.5991,0.0108,0.0108,0.0097,0.0614,0.0271,0.0207,0.0586,0.5968,0.0093,0.9753,0.656,True
Logistic Regression,logreg,0.005,0.005,9,0.5992,0.0086,0.0086,0.0044,0.0614,0.0272,0.0137,0.0586,0.5961,0.0064,0.976,0.597,True
Logistic Regression,logreg,0.005,0.05,9,0.5993,0.0012,0.0012,0.0129,0.0615,0.0275,0.0015,0.0588,0.5963,0.0021,0.9756,0.685,True
Logistic Regression,logreg,0.005,0.25,9,0.5986,0.001,0.001,0.0121,0.0616,0.0272,0.0008,0.0592,0.5953,0.0008,0.977,0.839,True
Logistic Regression,logreg,0.005,0.5,9,0.5799,0.0018,0.0018,0.0013,0.0606,0.0079,0.0002,0.0611,0.5802,0.0002,0.9925,0.458,True
