Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,4,0.4591,0.0154,0.0032,0.027,0.0523,0.0024,0.044,0.0546,0.4551,0.0016,0.9992,0.001,False
Logistic Regression,logreg,0.0,0.005,4,0.4591,0.0154,0.0032,0.027,0.0523,0.0024,0.0337,0.0545,0.4551,0.0016,0.9992,0.0,False
Logistic Regression,logreg,0.0,0.05,4,0.4583,0.0154,0.0032,0.027,0.0527,0.0032,0.0595,0.0547,0.4543,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.25,4,0.4372,0.0558,0.0462,0.0818,0.0671,0.0356,0.0381,0.0959,0.4453,0.034,0.9652,0.0,False
Logistic Regression,logreg,0.0,0.5,4,0.4227,0.1069,0.0876,0.1515,0.0797,0.0648,0.0448,0.1002,0.4413,0.0558,0.953,0.0,False
Logistic Regression,logreg,0.0,0.75,4,0.4219,0.1085,0.0892,0.1545,0.0801,0.0656,0.0446,0.1004,0.4413,0.0527,0.9547,0.0,False
Logistic Regression,logreg,0.0,1.0,4,0.4364,0.0845,0.0195,0.1212,0.0778,0.0688,0.0316,0.1,0.4445,0.0221,0.953,0.0,False
Logistic Regression,logreg,0.005,0.0,4,0.4591,0.0308,0.0032,0.0541,0.0528,0.004,0.0373,0.0553,0.4567,0.0016,0.9976,0.0,False
Logistic Regression,logreg,0.005,0.005,4,0.4583,0.0154,0.0032,0.027,0.0527,0.0032,0.0874,0.0553,0.4543,0.0,1.0,0.0,False
Logistic Regression,logreg,0.005,0.05,4,0.4583,0.0032,0.0032,0.0067,0.0522,0.0016,0.0849,0.0554,0.4543,0.0,1.0,0.0,False
Logistic Regression,logreg,0.005,0.25,4,0.4348,0.0797,0.0701,0.1091,0.0714,0.0478,0.0427,0.0977,0.4462,0.0418,0.9611,0.0,False
Logistic Regression,logreg,0.005,0.5,4,0.4227,0.1069,0.0876,0.1515,0.0797,0.0648,0.0447,0.1002,0.4413,0.0558,0.953,0.0,False
Logistic Regression,logreg,0.005,0.75,4,0.4219,0.1085,0.0892,0.1545,0.0801,0.0656,0.0445,0.1004,0.4413,0.0558,0.953,0.0,False
Logistic Regression,logreg,0.005,1.0,4,0.4259,0.0702,0.0437,0.1152,0.0732,0.047,0.0155,0.0979,0.4389,0.0137,0.9684,0.0,False
Logistic Regression,logreg,0.05,0.0,4,0.4915,0.1102,0.0468,0.1622,0.0602,0.0526,0.1226,0.0638,0.4972,0.1007,0.9393,0.0,False
Logistic Regression,logreg,0.05,0.005,4,0.4899,0.0847,0.0428,0.1351,0.0596,0.0494,0.089,0.0636,0.4866,0.0921,0.9514,0.0,False
Logistic Regression,logreg,0.05,0.05,4,0.464,0.0154,0.0103,0.027,0.0532,0.0089,0.1456,0.0661,0.4591,0.0048,0.9935,0.0,False
Logistic Regression,logreg,0.05,0.25,4,0.4575,0.0016,0.0016,0.0034,0.0522,0.0008,0.0973,0.0697,0.4543,0.0,1.0,0.0,False
Logistic Regression,logreg,0.05,0.5,4,0.4227,0.1069,0.0876,0.1515,0.0797,0.0648,0.0456,0.1003,0.4405,0.0573,0.9522,0.0,False
Logistic Regression,logreg,0.05,0.75,4,0.4283,0.0558,0.039,0.0939,0.0693,0.0364,0.0225,0.0975,0.4429,0.0224,0.9741,0.0,False
Logistic Regression,logreg,0.05,1.0,4,0.4194,0.1021,0.0683,0.1515,0.0809,0.0664,0.0238,0.1027,0.4332,0.0229,0.953,0.0,False
