Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,3,0.2092,0.001,0.001,0.0013,0.0258,0.0005,0.0786,0.0273,0.2238,0.0001,0.9997,0.446,True
Logistic Regression,logreg,0.0,0.005,3,0.2092,0.001,0.001,0.0013,0.0258,0.0005,0.0555,0.0272,0.2238,0.0001,0.9997,0.493,True
Logistic Regression,logreg,0.0,0.05,3,0.2092,0.001,0.001,0.0013,0.0258,0.0005,0.0066,0.0278,0.2238,0.0001,0.9997,0.461,True
Logistic Regression,logreg,0.0,0.25,3,0.2093,0.0014,0.0014,0.0018,0.0258,0.0007,0.0062,0.028,0.2238,0.0001,0.9997,0.462,True
Logistic Regression,logreg,0.0,0.5,3,0.5003,0.0383,0.0383,0.1568,0.1008,0.4337,0.0161,0.0499,0.511,0.0377,0.5615,0.063,True
Logistic Regression,logreg,0.0,0.75,3,0.492,0.0304,0.0278,0.1392,0.0991,0.422,0.012,0.0504,0.4945,0.0133,0.5757,0.06,True
Logistic Regression,logreg,0.0,1.0,3,0.5975,0.0218,0.0218,0.4959,0.1305,0.6045,0.0126,0.055,0.605,0.0162,0.3908,0.057,True
Logistic Regression,logreg,0.005,0.0,3,0.2098,0.0043,0.0039,0.0047,0.0261,0.0018,0.1159,0.0293,0.2243,0.0015,0.9992,0.524,True
Logistic Regression,logreg,0.005,0.005,3,0.2098,0.0043,0.0039,0.0047,0.0261,0.0018,0.0598,0.0292,0.224,0.0008,0.9988,0.464,True
Logistic Regression,logreg,0.005,0.05,3,0.21,0.0033,0.0023,0.0035,0.0261,0.002,0.0065,0.0296,0.2245,0.0013,0.9987,0.463,True
Logistic Regression,logreg,0.005,0.25,3,0.2115,0.0033,0.0001,0.0041,0.0262,0.0032,0.0093,0.0309,0.2253,0.0014,0.9978,0.343,True
Logistic Regression,logreg,0.005,0.5,3,0.503,0.0397,0.0397,0.1547,0.1011,0.4367,0.0162,0.0499,0.5118,0.0376,0.5593,0.052,True
Logistic Regression,logreg,0.005,0.75,3,0.4948,0.0351,0.0268,0.1518,0.1,0.4268,0.0124,0.0504,0.5017,0.0208,0.5682,0.055,True
Logistic Regression,logreg,0.005,1.0,3,0.6235,0.0413,0.0323,0.4618,0.1349,0.6445,0.0138,0.0557,0.6255,0.0433,0.3507,0.056,True
Logistic Regression,logreg,0.05,0.0,3,0.5597,0.5717,0.1599,0.6291,0.0917,0.4553,0.1651,0.0426,0.5542,0.17,0.5557,0.322,True
Logistic Regression,logreg,0.05,0.005,3,0.562,0.102,0.102,0.1821,0.0916,0.457,0.0355,0.0426,0.5588,0.1168,0.545,0.295,True
Logistic Regression,logreg,0.05,0.05,3,0.595,0.0845,0.0046,0.1621,0.0969,0.5027,0.0083,0.0431,0.5913,0.0061,0.5015,0.237,True
Logistic Regression,logreg,0.05,0.25,3,0.7038,0.1753,0.1042,0.2595,0.1086,0.6588,0.0105,0.0456,0.7025,0.1168,0.3397,0.263,True
Logistic Regression,logreg,0.05,0.5,3,0.6263,0.0502,0.0238,0.4748,0.1328,0.6413,0.013,0.0542,0.6355,0.0282,0.3527,0.067,True
Logistic Regression,logreg,0.05,0.75,3,0.72,0.0442,0.0229,0.3191,0.1447,0.8083,0.0115,0.0582,0.7178,0.0108,0.1847,0.076,True
Logistic Regression,logreg,0.05,1.0,3,0.7213,0.0461,0.0348,0.2915,0.1485,0.8247,0.0089,0.0603,0.7145,0.0159,0.1717,0.084,True
Logistic Regression,logreg,0.25,0.0,3,0.8287,0.173,0.0494,0.4615,0.0981,0.8773,0.1859,0.0597,0.8125,0.0668,0.1287,0.526,True
Logistic Regression,logreg,0.25,0.005,3,0.8282,0.1133,0.0494,0.2359,0.0985,0.8785,0.0687,0.0598,0.813,0.0667,0.1282,0.484,True
Logistic Regression,logreg,0.25,0.05,3,0.8267,0.0797,0.0259,0.1803,0.0998,0.882,0.0075,0.0602,0.8137,0.0403,0.1225,0.355,True
Logistic Regression,logreg,0.25,0.25,3,0.824,0.0606,0.0196,0.1342,0.103,0.8967,0.0092,0.061,0.8115,0.027,0.107,0.265,True
Logistic Regression,logreg,0.25,0.5,3,0.8262,0.0435,0.008,0.1266,0.1027,0.9088,0.0096,0.0628,0.809,0.0181,0.0918,0.339,True
Logistic Regression,logreg,0.25,0.75,3,0.815,0.0474,0.0033,0.2136,0.1127,0.945,0.0115,0.0656,0.799,0.0114,0.0558,0.263,True
Logistic Regression,logreg,0.25,1.0,3,0.8092,0.0327,0.0025,0.1325,0.1177,0.9652,0.0111,0.069,0.793,0.0086,0.0362,0.283,True
Logistic Regression,logreg,0.5,0.0,3,0.8278,0.1258,0.0312,0.3462,0.1013,0.9042,0.1712,0.0636,0.8097,0.0408,0.0975,0.465,True
Logistic Regression,logreg,0.5,0.005,3,0.8277,0.1217,0.0307,0.3333,0.1014,0.9047,0.1401,0.0636,0.8098,0.0408,0.097,0.485,True
Logistic Regression,logreg,0.5,0.05,3,0.8268,0.062,0.0169,0.1116,0.1021,0.9068,0.015,0.0641,0.8095,0.0258,0.0947,0.471,True
Logistic Regression,logreg,0.5,0.25,3,0.8257,0.059,0.0075,0.1116,0.1033,0.9113,0.0079,0.0647,0.8088,0.016,0.091,0.466,True
Logistic Regression,logreg,0.5,0.5,3,0.8248,0.053,0.0091,0.1065,0.1039,0.9132,0.0065,0.0652,0.807,0.0181,0.0862,0.397,True
