Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,1,0.2232,0.0009,0.0009,0.0012,0.0275,0.0003,0.0703,0.0288,0.2208,0.0019,0.9993,0.404,True
Logistic Regression,logreg,0.0,0.005,1,0.2232,0.0009,0.0009,0.0012,0.0275,0.0003,0.045,0.0287,0.2207,0.0014,0.9995,0.426,True
Logistic Regression,logreg,0.0,0.05,1,0.2233,0.0009,0.0006,0.0012,0.0275,0.0005,0.0026,0.0293,0.2207,0.0014,0.9995,0.425,True
Logistic Regression,logreg,0.0,0.25,1,0.2233,0.0009,0.0006,0.0012,0.0275,0.0005,0.0053,0.0296,0.2205,0.001,0.9997,0.423,True
Logistic Regression,logreg,0.0,0.5,1,0.2697,0.0154,0.0108,0.0739,0.0396,0.0705,0.0073,0.0426,0.2658,0.009,0.937,0.08,True
Logistic Regression,logreg,0.0,0.75,1,0.2387,0.0159,0.0039,0.0177,0.0307,0.0208,0.0058,0.0419,0.2327,0.0072,0.9832,0.091,True
Logistic Regression,logreg,0.0,1.0,1,0.3817,0.0529,0.0445,0.12,0.075,0.2562,0.0114,0.0483,0.3822,0.0175,0.747,0.067,True
Logistic Regression,logreg,0.005,0.0,1,0.2242,0.0033,0.0029,0.004,0.0276,0.0013,0.1118,0.0311,0.2213,0.0033,0.9988,0.447,True
Logistic Regression,logreg,0.005,0.005,1,0.224,0.0028,0.0025,0.0035,0.0276,0.0012,0.047,0.0312,0.2212,0.0029,0.999,0.466,True
Logistic Regression,logreg,0.005,0.05,1,0.2237,0.0019,0.0015,0.0023,0.0275,0.0008,0.003,0.0316,0.2208,0.0012,0.999,0.458,True
Logistic Regression,logreg,0.005,0.25,1,0.2237,0.0019,0.0015,0.0023,0.0275,0.0008,0.0024,0.0322,0.2207,0.0014,0.9995,0.402,True
Logistic Regression,logreg,0.005,0.5,1,0.2755,0.0329,0.0014,0.0721,0.0416,0.0807,0.0076,0.0428,0.2703,0.0044,0.9288,0.092,True
Logistic Regression,logreg,0.005,0.75,1,0.2978,0.0924,0.0165,0.1614,0.0505,0.1243,0.0045,0.0449,0.3008,0.0014,0.875,0.066,True
Logistic Regression,logreg,0.005,1.0,1,0.7737,0.0392,0.0137,0.0713,0.1401,0.9195,0.0078,0.0665,0.7772,0.0103,0.0763,0.132,True
Logistic Regression,logreg,0.05,0.0,1,0.5837,0.552,0.137,0.5227,0.097,0.4785,0.1665,0.0464,0.578,0.1089,0.5188,0.315,True
Logistic Regression,logreg,0.05,0.005,1,0.583,0.0801,0.0801,0.135,0.0977,0.4802,0.0296,0.0465,0.581,0.0435,0.5105,0.26,True
Logistic Regression,logreg,0.05,0.05,1,0.6123,0.1395,0.0399,0.2121,0.1049,0.5298,0.007,0.0472,0.617,0.0719,0.4605,0.206,True
