Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,6,0.2464,0.008,0.008,0.0089,0.0302,0.0029,0.114,0.0285,0.2472,0.002,0.9956,0.708,True
Logistic Regression,logreg,0.0,0.005,6,0.2453,0.004,0.004,0.0044,0.0301,0.0018,0.0786,0.0285,0.2462,0.0026,0.9966,0.68,True
Logistic Regression,logreg,0.0,0.05,6,0.2452,0.0004,0.0004,0.001,0.0301,0.0017,0.001,0.0292,0.2475,0.0061,0.9952,0.676,True
Logistic Regression,logreg,0.0,0.25,6,0.2447,0.0006,0.0006,0.0011,0.03,0.0011,0.0016,0.0302,0.2463,0.0048,0.9965,0.671,True
Logistic Regression,logreg,0.0,0.5,6,0.2443,0.0004,0.0004,0.0006,0.03,0.001,0.0006,0.0306,0.2458,0.0034,0.997,0.736,True
Logistic Regression,logreg,0.0,0.75,6,0.2849,0.008,0.008,0.021,0.0356,0.0447,0.0033,0.0423,0.2849,0.0134,0.9554,0.137,True
Logistic Regression,logreg,0.0,1.0,6,0.7669,0.0049,0.0049,0.027,0.1519,0.9866,0.0016,0.0639,0.7671,0.0009,0.0123,0.119,True
Logistic Regression,logreg,0.005,0.0,6,0.3265,0.1232,0.1232,0.1251,0.0394,0.0834,0.1426,0.0296,0.3249,0.1087,0.9176,0.728,True
Logistic Regression,logreg,0.005,0.005,6,0.3062,0.0434,0.0434,0.0337,0.0372,0.0631,0.1058,0.0296,0.3045,0.0381,0.9381,0.693,True
Logistic Regression,logreg,0.005,0.05,6,0.2863,0.0303,0.0303,0.0498,0.0351,0.0439,0.0022,0.031,0.2849,0.0403,0.957,0.515,True
Logistic Regression,logreg,0.005,0.25,6,0.2684,0.0164,0.0164,0.0268,0.0332,0.0264,0.0027,0.032,0.2685,0.0228,0.9731,0.274,True
Logistic Regression,logreg,0.005,0.5,6,0.2701,0.0096,0.0096,0.0191,0.0336,0.0287,0.0046,0.0386,0.2734,0.0148,0.968,0.192,True
Logistic Regression,logreg,0.005,0.75,6,0.3711,0.0085,0.0085,0.0453,0.0474,0.1391,0.0022,0.0487,0.365,0.0117,0.867,0.105,True
Logistic Regression,logreg,0.005,1.0,6,0.7659,0.0047,0.0047,0.0245,0.1528,0.9892,0.0026,0.0654,0.7655,0.0021,0.0098,0.122,True
Logistic Regression,logreg,0.05,0.0,6,0.7993,0.3198,0.3198,0.2201,0.0729,0.6307,0.2055,0.0404,0.8011,0.3023,0.3627,1.12,True
Logistic Regression,logreg,0.05,0.005,6,0.8006,0.2998,0.2998,0.201,0.0732,0.6339,0.1849,0.0403,0.8027,0.2831,0.3603,0.97,True
Logistic Regression,logreg,0.05,0.05,6,0.7566,0.0632,0.0632,0.1159,0.0817,0.5994,0.0088,0.0419,0.7553,0.0389,0.4012,0.408,True
Logistic Regression,logreg,0.05,0.25,6,0.7407,0.0008,0.0008,0.168,0.0896,0.6069,0.0031,0.0446,0.7409,0.0209,0.3951,0.302,True
Logistic Regression,logreg,0.05,0.5,6,0.7755,0.0347,0.0347,0.1543,0.1003,0.7046,0.0055,0.0503,0.7741,0.0109,0.2931,0.195,True
Logistic Regression,logreg,0.05,0.75,6,0.8012,0.0382,0.0382,0.0682,0.1228,0.9174,0.0057,0.0609,0.7964,0.0269,0.0834,0.179,True
