Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.005,0.0455,0.3712,0.0,1.0,0.527,True
Logistic Regression,logreg,0.0,0.005,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.0042,0.0455,0.3712,0.0,1.0,0.441,True
Logistic Regression,logreg,0.0,0.05,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.0001,0.0456,0.3712,0.0,1.0,0.444,True
Logistic Regression,logreg,0.0,0.25,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.0001,0.0456,0.3712,0.0,1.0,0.464,True
Logistic Regression,logreg,0.0,0.5,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.0001,0.0458,0.3712,0.0,1.0,0.435,True
Logistic Regression,logreg,0.0,0.75,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.0001,0.0463,0.3712,0.0,1.0,0.434,True
Logistic Regression,logreg,0.0,1.0,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.0011,0.0642,0.3711,0.0001,0.9999,0.084,True
Logistic Regression,logreg,0.005,0.0,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.005,0.0478,0.3714,0.0002,0.9998,0.468,True
Logistic Regression,logreg,0.005,0.005,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.0,0.0478,0.3714,0.0002,0.9998,0.451,True
Logistic Regression,logreg,0.005,0.05,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.0028,0.0479,0.3715,0.0008,0.9997,0.46,True
Logistic Regression,logreg,0.005,0.25,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.0024,0.0487,0.3713,0.0001,0.9999,0.337,True
Logistic Regression,logreg,0.005,0.5,0,0.3826,0.0,0.0,0.0,0.0451,0.0,0.0006,0.0527,0.3712,0.0,1.0,0.092,True
Logistic Regression,logreg,0.005,0.75,0,0.3824,0.0002,0.0002,0.0006,0.0452,0.0002,0.0028,0.0633,0.3712,0.0,1.0,0.066,True
Logistic Regression,logreg,0.005,1.0,0,0.3809,0.0014,0.0014,0.0012,0.0464,0.0031,0.0009,0.0761,0.3711,0.0016,0.9975,0.062,True
Logistic Regression,logreg,0.05,0.0,0,0.4605,0.0872,0.0872,0.0995,0.0627,0.1121,0.0911,0.0612,0.4532,0.0844,0.8834,0.468,True
Logistic Regression,logreg,0.05,0.005,0,0.4533,0.0501,0.0501,0.0539,0.0613,0.1025,0.0498,0.0611,0.4496,0.052,0.8916,0.462,True
Logistic Regression,logreg,0.05,0.05,0,0.4568,0.0577,0.0577,0.1046,0.0631,0.1108,0.0032,0.0618,0.4523,0.0223,0.8859,0.456,True
Logistic Regression,logreg,0.05,0.25,0,0.4768,0.0771,0.0771,0.1427,0.0684,0.1424,0.0025,0.0648,0.4726,0.0582,0.855,0.422,True
Logistic Regression,logreg,0.05,0.5,0,0.4901,0.0281,0.0281,0.078,0.0741,0.1705,0.0029,0.0724,0.4778,0.0108,0.828,0.181,True
Logistic Regression,logreg,0.05,0.75,0,0.5441,0.0264,0.0264,0.0328,0.1493,0.4303,0.0027,0.09,0.5404,0.0048,0.5688,0.063,True
Logistic Regression,logreg,0.05,1.0,0,0.6185,0.0018,0.0018,0.0014,0.3084,0.9951,0.0028,0.1254,0.6314,0.0015,0.0056,0.063,True
Logistic Regression,logreg,0.25,0.0,0,0.6889,0.3175,0.3175,0.2871,0.1582,0.6259,0.1571,0.0844,0.6995,0.3459,0.3771,0.509,True
Logistic Regression,logreg,0.25,0.005,0,0.689,0.2733,0.2733,0.2364,0.1576,0.624,0.1351,0.0844,0.7003,0.2987,0.3765,0.483,True
Logistic Regression,logreg,0.25,0.05,0,0.6834,0.0256,0.0256,0.0717,0.1611,0.6262,0.0016,0.0851,0.6918,0.025,0.3704,0.369,True
Logistic Regression,logreg,0.25,0.25,0,0.6929,0.0194,0.0194,0.0625,0.1706,0.6735,0.001,0.0882,0.6993,0.0315,0.3203,0.314,True
Logistic Regression,logreg,0.25,0.5,0,0.6968,0.0063,0.0063,0.0504,0.1836,0.727,0.0013,0.0919,0.6988,0.0166,0.2666,0.336,True
Logistic Regression,logreg,0.25,0.75,0,0.6931,0.0414,0.0414,0.0269,0.2052,0.8021,0.0005,0.0995,0.6993,0.0254,0.1969,0.241,True
Logistic Regression,logreg,0.25,1.0,0,0.6853,0.0486,0.0486,0.045,0.2197,0.8415,0.0003,0.1066,0.6886,0.0242,0.1536,0.252,True
Logistic Regression,logreg,0.5,0.0,0,0.7032,0.314,0.314,0.2804,0.1798,0.7278,0.1579,0.094,0.712,0.3376,0.2726,0.483,True
