Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,9,0.245,0.0,0.0,0.0,0.03,0.0,0.0405,0.0315,0.365,0.0072,0.995,0.101,True
Logistic Regression,logreg,0.0,0.005,9,0.245,0.0,0.0,0.0,0.03,0.0,0.0325,0.0314,0.37,0.0,1.0,0.11,True
Logistic Regression,logreg,0.0,0.05,9,0.245,0.0,0.0,0.0,0.03,0.0,0.0029,0.0315,0.365,0.0072,0.995,0.112,True
Logistic Regression,logreg,0.0,0.25,9,0.245,0.0,0.0,0.0,0.03,0.0,0.0012,0.0318,0.37,0.0,1.0,0.106,True
Logistic Regression,logreg,0.0,0.5,9,0.245,0.0,0.0,0.0,0.03,0.0,0.001,0.0324,0.37,0.0,1.0,0.105,True
Logistic Regression,logreg,0.0,0.75,9,0.245,0.0,0.0,0.0,0.03,0.0,0.0021,0.0334,0.37,0.0,1.0,0.101,True
Logistic Regression,logreg,0.0,1.0,9,0.27,0.0451,0.0451,0.0516,0.0504,0.085,0.009,0.0527,0.395,0.0515,0.915,0.017,True
Logistic Regression,logreg,0.005,0.0,9,0.26,0.0011,0.0011,0.0027,0.0318,0.015,0.0042,0.0332,0.37,0.0144,0.99,0.113,True
Logistic Regression,logreg,0.005,0.005,9,0.255,0.0154,0.0154,0.019,0.0312,0.01,0.0123,0.033,0.37,0.0144,0.99,0.111,True
Logistic Regression,logreg,0.005,0.05,9,0.255,0.0154,0.0154,0.019,0.0312,0.01,0.0115,0.0331,0.37,0.0144,0.99,0.107,True
Logistic Regression,logreg,0.005,0.25,9,0.25,0.0077,0.0077,0.0095,0.0306,0.005,0.0074,0.0343,0.365,0.0072,0.995,0.077,True
Logistic Regression,logreg,0.005,0.5,9,0.245,0.0,0.0,0.0,0.03,0.0,0.0063,0.036,0.365,0.0072,0.995,0.071,True
Logistic Regression,logreg,0.005,0.75,9,0.28,0.0033,0.0033,0.08,0.0398,0.055,0.0014,0.0475,0.385,0.0032,0.965,0.022,True
Logistic Regression,logreg,0.005,1.0,9,0.355,0.0132,0.0132,0.05,0.0761,0.22,0.0004,0.0548,0.46,0.0375,0.81,0.014,True
Logistic Regression,logreg,0.05,0.0,9,0.45,0.0099,0.0099,0.12,0.0605,0.235,0.0108,0.0456,0.495,0.0067,0.815,0.016,True
Logistic Regression,logreg,0.05,0.005,9,0.44,0.0319,0.0319,0.16,0.0627,0.235,0.0196,0.045,0.515,0.0407,0.775,0.016,True
Logistic Regression,logreg,0.05,0.05,9,0.465,0.0615,0.0615,0.1681,0.0649,0.26,0.0054,0.0439,0.525,0.0263,0.785,0.019,True
Logistic Regression,logreg,0.05,0.25,9,0.59,0.0011,0.0011,0.1176,0.0728,0.385,0.0154,0.0461,0.57,0.0226,0.64,0.032,True
Logistic Regression,logreg,0.05,0.5,9,0.645,0.044,0.044,0.0733,0.0921,0.5,0.0026,0.053,0.605,0.0034,0.555,0.019,True
Logistic Regression,logreg,0.05,0.75,9,0.675,0.0615,0.0615,0.0859,0.1641,0.76,0.0039,0.0628,0.63,0.0151,0.24,0.019,True
Logistic Regression,logreg,0.05,1.0,9,0.675,0.0374,0.0374,0.1117,0.1738,0.79,0.0024,0.065,0.555,0.0655,0.275,0.014,True
Logistic Regression,logreg,0.25,0.0,9,0.745,0.0154,0.0154,0.065,0.1363,0.79,0.0122,0.0585,0.655,0.1454,0.265,0.013,True
Logistic Regression,logreg,0.25,0.005,9,0.745,0.0154,0.0154,0.065,0.1363,0.79,0.0119,0.0585,0.655,0.1454,0.265,0.013,True
Logistic Regression,logreg,0.25,0.05,9,0.745,0.0066,0.0066,0.0532,0.1363,0.79,0.006,0.0591,0.655,0.1115,0.225,0.014,True
Logistic Regression,logreg,0.25,0.25,9,0.765,0.0176,0.0176,0.0267,0.136,0.84,0.0079,0.0606,0.655,0.0025,0.195,0.014,True
Logistic Regression,logreg,0.25,0.5,9,0.81,0.0407,0.0407,0.0232,0.1111,0.855,0.0063,0.0606,0.625,0.0129,0.155,0.015,True
Logistic Regression,logreg,0.25,0.75,9,0.77,0.0055,0.0055,0.0571,0.146,0.925,0.0076,0.066,0.645,0.0331,0.105,0.02,True
Logistic Regression,logreg,0.25,1.0,9,0.75,0.0011,0.0011,0.0417,0.1662,0.985,0.0036,0.0688,0.645,0.0268,0.035,0.019,True
Logistic Regression,logreg,0.5,0.0,9,0.74,0.0209,0.0209,0.09,0.1606,0.885,0.0055,0.0644,0.64,0.0455,0.13,0.015,True
Logistic Regression,logreg,0.5,0.005,9,0.74,0.0209,0.0209,0.09,0.1606,0.885,0.0053,0.0644,0.64,0.0455,0.13,0.015,True
Logistic Regression,logreg,0.5,0.05,9,0.75,0.0143,0.0143,0.09,0.1558,0.895,0.0002,0.0648,0.635,0.0383,0.125,0.015,True
Logistic Regression,logreg,0.5,0.25,9,0.755,0.022,0.022,0.09,0.1532,0.9,0.0095,0.0641,0.64,0.0311,0.12,0.015,True
Logistic Regression,logreg,0.5,0.5,9,0.77,0.0121,0.0121,0.0533,0.1375,0.865,0.0086,0.0618,0.645,0.0199,0.145,0.014,True
Logistic Regression,logreg,0.5,0.75,9,0.765,0.0154,0.0154,0.09,0.1477,0.91,0.0137,0.0668,0.645,0.0239,0.115,0.019,True
Logistic Regression,logreg,0.5,1.0,9,0.755,0.0374,0.0374,0.13,0.1547,0.91,0.0106,0.0662,0.635,0.0096,0.105,0.018,True
Logistic Regression,logreg,0.75,0.0,9,0.75,0.0297,0.0297,0.13,0.1574,0.905,0.0014,0.0666,0.65,0.0167,0.11,0.016,True
Logistic Regression,logreg,0.75,0.005,9,0.75,0.0297,0.0297,0.13,0.1574,0.905,0.0013,0.0666,0.65,0.0167,0.11,0.016,True
Logistic Regression,logreg,0.75,0.05,9,0.75,0.0297,0.0297,0.13,0.1574,0.905,0.0008,0.0666,0.65,0.0167,0.11,0.016,True
