Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,2,0.5852,0.0083,0.0083,0.0129,0.0607,0.0096,0.0171,0.0585,0.5872,0.0105,0.9889,1.33,True
Logistic Regression,logreg,0.0,0.005,2,0.5849,0.0065,0.0065,0.0088,0.0607,0.0093,0.0133,0.0585,0.5865,0.0083,0.9896,1.513,True
Logistic Regression,logreg,0.0,0.05,2,0.585,0.0019,0.0019,0.0024,0.0607,0.0094,0.0028,0.0586,0.587,0.0029,0.9891,1.238,True
Logistic Regression,logreg,0.0,0.25,2,0.5819,0.0023,0.0023,0.0006,0.0605,0.0063,0.0028,0.0587,0.5836,0.0032,0.9927,1.169,True
Logistic Regression,logreg,0.0,0.5,2,0.5773,0.0017,0.0017,0.0025,0.0603,0.0017,0.002,0.0595,0.5783,0.0002,0.998,1.298,True
Logistic Regression,logreg,0.0,0.75,2,0.5761,0.0002,0.0002,0.0002,0.0602,0.0003,0.0011,0.0603,0.5765,0.0,0.9998,1.355,True
Logistic Regression,logreg,0.0,1.0,2,0.5734,0.0008,0.0008,0.0018,0.063,0.0074,0.0005,0.1254,0.5736,0.0007,0.9939,0.14,True
Logistic Regression,logreg,0.005,0.0,2,0.5985,0.0158,0.0158,0.0212,0.0613,0.0231,0.025,0.0588,0.5989,0.0144,0.977,1.246,True
Logistic Regression,logreg,0.005,0.005,2,0.5982,0.0129,0.0129,0.0151,0.0613,0.0228,0.0186,0.0589,0.5992,0.0118,0.9767,1.239,True
Logistic Regression,logreg,0.005,0.05,2,0.598,0.0057,0.0057,0.0018,0.0613,0.0228,0.0045,0.059,0.5997,0.0055,0.976,1.248,True
Logistic Regression,logreg,0.005,0.25,2,0.5959,0.0043,0.0043,0.004,0.0613,0.0209,0.0042,0.0594,0.5989,0.0052,0.977,1.161,True
Logistic Regression,logreg,0.005,0.5,2,0.5867,0.0044,0.0044,0.0029,0.0608,0.0113,0.0034,0.0608,0.5884,0.0039,0.9875,1.129,True
Logistic Regression,logreg,0.005,0.75,2,0.5837,0.0038,0.0038,0.0034,0.0607,0.0083,0.0033,0.0635,0.5853,0.0032,0.9904,1.189,True
Logistic Regression,logreg,0.005,1.0,2,0.5759,0.0002,0.0002,0.0004,0.0602,0.0001,0.0013,0.1011,0.5765,0.0,0.9998,0.218,True
Logistic Regression,logreg,0.05,0.0,2,0.6556,0.043,0.043,0.0334,0.0661,0.0924,0.051,0.0648,0.6571,0.0308,0.907,1.25,True
Logistic Regression,logreg,0.05,0.005,2,0.6565,0.0315,0.0315,0.0116,0.0659,0.0927,0.0395,0.0648,0.657,0.0226,0.9067,1.143,True
Logistic Regression,logreg,0.05,0.05,2,0.6557,0.0039,0.0039,0.0446,0.0662,0.0931,0.0058,0.0654,0.6583,0.0034,0.9052,1.148,True
Logistic Regression,logreg,0.05,0.25,2,0.6598,0.0069,0.0069,0.0398,0.0672,0.1006,0.0042,0.0672,0.6616,0.0,0.8999,1.223,True
Logistic Regression,logreg,0.05,0.5,2,0.6665,0.0145,0.0145,0.0251,0.0686,0.1123,0.0038,0.0708,0.6669,0.0052,0.8886,1.235,True
Logistic Regression,logreg,0.05,0.75,2,0.6792,0.0124,0.0124,0.0348,0.0738,0.1436,0.0042,0.0778,0.678,0.0064,0.8591,1.17,True
Logistic Regression,logreg,0.05,1.0,2,0.647,0.0119,0.0119,0.0263,0.0915,0.1696,0.002,0.1103,0.6451,0.0026,0.8308,0.282,True
Logistic Regression,logreg,0.25,0.0,2,0.7351,0.0866,0.0866,0.0448,0.082,0.2387,0.0776,0.0778,0.7313,0.0866,0.7686,1.17,True
Logistic Regression,logreg,0.25,0.005,2,0.7349,0.0795,0.0795,0.0415,0.0817,0.2375,0.0713,0.0778,0.7315,0.0809,0.7684,1.236,True
Logistic Regression,logreg,0.25,0.05,2,0.7329,0.0123,0.0123,0.0991,0.082,0.2357,0.0123,0.0789,0.7324,0.0143,0.7689,1.227,True
Logistic Regression,logreg,0.25,0.25,2,0.7379,0.0016,0.0016,0.117,0.0841,0.2503,0.0052,0.0808,0.7346,0.0084,0.7567,1.209,True
