Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0448,0.038,0.28,0.0,1.0,0.102,True
Logistic Regression,logreg,0.0,0.005,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0362,0.038,0.28,0.0,1.0,0.108,True
Logistic Regression,logreg,0.0,0.05,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0163,0.0382,0.28,0.0,1.0,0.108,True
Logistic Regression,logreg,0.0,0.25,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0163,0.039,0.28,0.0,1.0,0.106,True
Logistic Regression,logreg,0.0,0.5,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0185,0.0402,0.28,0.0,1.0,0.102,True
Logistic Regression,logreg,0.0,0.75,4,0.345,0.1296,0.1296,0.1936,0.1022,0.24,0.0261,0.0699,0.38,0.0375,0.81,0.015,True
Logistic Regression,logreg,0.0,1.0,4,0.655,0.0423,0.0423,0.0473,0.2476,0.94,0.0105,0.0944,0.695,0.0084,0.055,0.018,True
Logistic Regression,logreg,0.005,0.0,4,0.29,0.0156,0.0156,0.05,0.0381,0.005,0.0512,0.0404,0.285,0.0072,0.995,0.11,True
Logistic Regression,logreg,0.005,0.005,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0353,0.0405,0.285,0.0072,0.995,0.108,True
Logistic Regression,logreg,0.005,0.05,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0232,0.0406,0.285,0.0072,0.995,0.107,True
Logistic Regression,logreg,0.005,0.25,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0203,0.0417,0.285,0.0072,0.995,0.102,True
Logistic Regression,logreg,0.005,0.5,4,0.335,0.0662,0.0662,0.1244,0.052,0.08,0.0304,0.061,0.35,0.0403,0.89,0.021,True
Logistic Regression,logreg,0.005,0.75,4,0.38,0.1949,0.1949,0.2256,0.1173,0.305,0.0287,0.0706,0.42,0.0531,0.75,0.015,True
Logistic Regression,logreg,0.005,1.0,4,0.655,0.0423,0.0423,0.0473,0.2476,0.94,0.0121,0.0951,0.7,0.0248,0.05,0.018,True
Logistic Regression,logreg,0.05,0.0,4,0.555,0.0699,0.0699,0.1106,0.0901,0.36,0.0161,0.0552,0.535,0.119,0.655,0.112,True
Logistic Regression,logreg,0.05,0.005,4,0.535,0.0184,0.0184,0.1487,0.0762,0.3,0.0163,0.0559,0.505,0.0143,0.695,0.03,True
Logistic Regression,logreg,0.05,0.05,4,0.515,0.0,0.0,0.0744,0.0657,0.25,0.0182,0.0563,0.47,0.0531,0.75,0.023,True
Logistic Regression,logreg,0.05,0.25,4,0.515,0.0938,0.0938,0.2244,0.0749,0.28,0.0254,0.0623,0.53,0.0175,0.66,0.021,True
Logistic Regression,logreg,0.05,0.5,4,0.515,0.0818,0.0818,0.2167,0.1371,0.46,0.0268,0.0676,0.565,0.0018,0.575,0.021,True
Logistic Regression,logreg,0.05,0.75,4,0.635,0.0101,0.0101,0.041,0.1843,0.71,0.0275,0.0798,0.66,0.0111,0.27,0.021,True
Logistic Regression,logreg,0.05,1.0,4,0.68,0.0138,0.0138,0.0185,0.2318,0.975,0.0093,0.0968,0.715,0.0268,0.035,0.018,True
Logistic Regression,logreg,0.25,0.0,4,0.7,0.011,0.011,0.0128,0.147,0.695,0.058,0.0767,0.715,0.2176,0.275,0.058,True
Logistic Regression,logreg,0.25,0.005,4,0.7,0.0037,0.0037,0.0385,0.144,0.685,0.0487,0.0767,0.71,0.2012,0.27,0.07,True
Logistic Regression,logreg,0.25,0.05,4,0.685,0.0193,0.0193,0.0179,0.1897,0.81,0.0058,0.0783,0.685,0.0263,0.215,0.022,True
Logistic Regression,logreg,0.25,0.25,4,0.69,0.0055,0.0055,0.0167,0.1793,0.785,0.0089,0.0794,0.69,0.0283,0.2,0.034,True
Logistic Regression,logreg,0.25,0.5,4,0.7,0.0119,0.0119,0.0423,0.179,0.805,0.0124,0.0835,0.695,0.0487,0.165,0.038,True
Logistic Regression,logreg,0.25,0.75,4,0.675,0.0138,0.0138,0.0808,0.2079,0.85,0.0117,0.0876,0.7,0.0271,0.15,0.045,True
Logistic Regression,logreg,0.25,1.0,4,0.69,0.0028,0.0028,0.0042,0.22,0.955,0.0025,0.1014,0.725,0.0412,0.045,0.019,True
Logistic Regression,logreg,0.5,0.0,4,0.69,0.1039,0.1039,0.1436,0.1852,0.805,0.0566,0.0848,0.72,0.1368,0.2,0.057,True
Logistic Regression,logreg,0.5,0.005,4,0.685,0.0965,0.0965,0.1436,0.1868,0.8,0.0528,0.0847,0.715,0.1204,0.195,0.058,True
Logistic Regression,logreg,0.5,0.05,4,0.69,0.0515,0.0515,0.0923,0.1793,0.785,0.0187,0.0848,0.73,0.0476,0.18,0.06,True
Logistic Regression,logreg,0.5,0.25,4,0.69,0.0064,0.0064,0.0084,0.2087,0.895,0.0034,0.0879,0.72,0.0455,0.13,0.026,True
Logistic Regression,logreg,0.5,0.5,4,0.705,0.0009,0.0009,0.0551,0.1963,0.89,0.0026,0.0884,0.715,0.0527,0.135,0.031,True
Logistic Regression,logreg,0.5,0.75,4,0.69,0.0,0.0,0.0551,0.204,0.875,0.0082,0.0895,0.715,0.0199,0.145,0.046,True
Logistic Regression,logreg,0.5,1.0,4,0.695,0.0074,0.0074,0.0551,0.2016,0.88,0.0093,0.091,0.705,0.0291,0.135,0.062,True
Logistic Regression,logreg,0.75,0.0,4,0.7,0.1103,0.1103,0.1692,0.1844,0.825,0.0527,0.088,0.735,0.0784,0.175,0.061,True
Logistic Regression,logreg,0.75,0.005,4,0.7,0.1103,0.1103,0.1692,0.1844,0.825,0.0514,0.088,0.735,0.0784,0.175,0.06,True
Logistic Regression,logreg,0.75,0.05,4,0.7,0.1103,0.1103,0.1692,0.1844,0.825,0.0394,0.088,0.735,0.0456,0.165,0.058,True
Logistic Regression,logreg,0.75,0.25,4,0.69,0.0441,0.0441,0.0518,0.2109,0.905,0.0026,0.0903,0.71,0.0455,0.13,0.03,True
Logistic Regression,logreg,0.75,0.5,4,0.69,0.0358,0.0358,0.0474,0.213,0.915,0.0022,0.0919,0.725,0.0567,0.105,0.026,True
Logistic Regression,logreg,0.75,0.75,4,0.695,0.0285,0.0285,0.0291,0.208,0.91,0.0037,0.0918,0.715,0.0383,0.125,0.028,True
Logistic Regression,logreg,0.75,1.0,4,0.7,0.0064,0.0064,0.0295,0.2011,0.895,0.0031,0.0915,0.715,0.0147,0.125,0.035,True
Logistic Regression,logreg,1.0,0.0,4,0.71,0.0487,0.0487,0.0579,0.2022,0.955,0.0674,0.0982,0.725,0.0152,0.055,0.018,True
Logistic Regression,logreg,1.0,0.005,4,0.71,0.0487,0.0487,0.0579,0.2022,0.955,0.0674,0.0982,0.725,0.0152,0.055,0.018,True
Logistic Regression,logreg,1.0,0.05,4,0.71,0.0487,0.0487,0.0579,0.2022,0.955,0.0674,0.0982,0.725,0.0152,0.055,0.019,True
Logistic Regression,logreg,1.0,0.25,4,0.71,0.0487,0.0487,0.0579,0.2022,0.955,0.0674,0.0982,0.725,0.0152,0.055,0.019,True
Logistic Regression,logreg,1.0,0.5,4,0.71,0.0487,0.0487,0.0579,0.2022,0.955,0.0674,0.0982,0.725,0.0152,0.055,0.018,True
Logistic Regression,logreg,1.0,0.75,4,0.71,0.0487,0.0487,0.0579,0.2022,0.955,0.0674,0.0982,0.725,0.0152,0.055,0.018,True
Logistic Regression,logreg,1.0,1.0,4,0.71,0.0487,0.0487,0.0579,0.2022,0.955,0.0674,0.0982,0.725,0.0152,0.055,0.019,True
MLP (64-64),mlp,0.0,0.0,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0227,0.0358,0.28,0.0,1.0,0.045,True
MLP (64-64),mlp,0.0,0.005,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0194,0.0357,0.28,0.0,1.0,0.049,True
MLP (64-64),mlp,0.0,0.05,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0057,0.0358,0.28,0.0,1.0,0.056,True
MLP (64-64),mlp,0.0,0.25,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0,0.0358,0.28,0.0,1.0,0.039,True
MLP (64-64),mlp,0.0,0.5,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0006,0.0358,0.28,0.0,1.0,0.054,True
MLP (64-64),mlp,0.0,0.75,4,0.32,0.0368,0.0368,0.0515,0.0385,0.025,0.0014,0.0696,0.3,0.0288,0.98,0.022,True
MLP (64-64),mlp,0.0,1.0,4,0.705,0.0,0.0,0.0,0.2092,,0.0001,0.0786,0.72,0.0,0.0,0.033,True
MLP (64-64),mlp,0.005,0.0,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0118,0.038,0.28,0.0,1.0,0.039,True
MLP (64-64),mlp,0.005,0.005,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0222,0.038,0.28,0.0,1.0,0.033,True
MLP (64-64),mlp,0.005,0.05,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0234,0.0381,0.28,0.0,1.0,0.041,True
MLP (64-64),mlp,0.005,0.25,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0083,0.0392,0.28,0.0,1.0,0.021,True
MLP (64-64),mlp,0.005,0.5,4,0.295,0.0,0.0,0.0,0.0358,0.0,0.0141,0.0401,0.28,0.0,1.0,0.065,True
MLP (64-64),mlp,0.005,0.75,4,0.33,0.0055,0.0055,0.0061,0.0396,0.035,0.0009,0.0696,0.355,0.0843,0.925,0.022,True
MLP (64-64),mlp,0.005,1.0,4,0.705,0.0,0.0,0.0,0.2092,,0.0002,0.0815,0.72,0.0,0.0,0.034,True
