Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0069,0.0454,0.3689,0.0,1.0,0.712,True
Logistic Regression,logreg,0.0,0.005,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0061,0.0454,0.3689,0.0,1.0,0.93,True
Logistic Regression,logreg,0.0,0.05,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0009,0.0454,0.3689,0.0,1.0,0.591,True
Logistic Regression,logreg,0.0,0.25,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0008,0.0455,0.3689,0.0,1.0,1.011,True
Logistic Regression,logreg,0.0,0.5,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0006,0.0457,0.3689,0.0,1.0,0.823,True
Logistic Regression,logreg,0.0,0.75,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0021,0.0498,0.3689,0.0,1.0,0.258,True
Logistic Regression,logreg,0.0,1.0,5,0.6139,0.0058,0.0058,0.0247,0.3049,0.9316,0.0015,0.1156,0.6185,0.0218,0.0714,0.043,True
Logistic Regression,logreg,0.005,0.0,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0012,0.0475,0.3691,0.0022,0.9998,0.626,True
Logistic Regression,logreg,0.005,0.005,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0053,0.0474,0.3692,0.002,0.9997,0.751,True
Logistic Regression,logreg,0.005,0.05,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0051,0.0475,0.3692,0.002,0.9997,0.902,True
Logistic Regression,logreg,0.005,0.25,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0054,0.0484,0.3689,0.0,1.0,0.822,True
Logistic Regression,logreg,0.005,0.5,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.005,0.0506,0.3689,0.0,1.0,0.418,True
Logistic Regression,logreg,0.005,0.75,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0053,0.0542,0.3689,0.0,1.0,0.465,True
Logistic Regression,logreg,0.005,1.0,5,0.6139,0.0058,0.0058,0.0247,0.3049,0.9316,0.0015,0.1156,0.6185,0.0218,0.0714,0.052,True
Logistic Regression,logreg,0.05,0.0,5,0.4577,0.0778,0.0778,0.0928,0.0614,0.1084,0.0821,0.0607,0.4439,0.0617,0.887,0.862,True
Logistic Regression,logreg,0.05,0.005,5,0.4547,0.0464,0.0464,0.0404,0.0601,0.102,0.0511,0.0607,0.4385,0.0298,0.8944,0.802,True
Logistic Regression,logreg,0.05,0.05,5,0.4549,0.0211,0.0211,0.0577,0.0609,0.1048,0.0063,0.0612,0.441,0.0479,0.8917,0.767,True
Logistic Regression,logreg,0.05,0.25,5,0.471,0.0318,0.0318,0.0744,0.0638,0.1261,0.0107,0.0647,0.4592,0.0543,0.8695,0.56,True
Logistic Regression,logreg,0.05,0.5,5,0.4698,0.0276,0.0276,0.0179,0.0723,0.1525,0.0114,0.0732,0.4718,0.0035,0.8385,0.224,True
Logistic Regression,logreg,0.05,0.75,5,0.5698,0.0549,0.0549,0.0474,0.1223,0.3833,0.0078,0.0826,0.5664,0.0207,0.6185,0.208,True
Logistic Regression,logreg,0.05,1.0,5,0.6139,0.0058,0.0058,0.0247,0.3049,0.9316,0.0015,0.1156,0.6185,0.0218,0.0714,0.048,True
Logistic Regression,logreg,0.25,0.0,5,0.6883,0.3464,0.3464,0.3113,0.1574,0.6252,0.157,0.0836,0.6903,0.3017,0.3808,0.676,True
Logistic Regression,logreg,0.25,0.005,5,0.6891,0.3072,0.3072,0.2627,0.157,0.625,0.1355,0.0836,0.6891,0.2616,0.3806,0.557,True
Logistic Regression,logreg,0.25,0.05,5,0.6852,0.0082,0.0082,0.0433,0.1619,0.6343,0.0082,0.0847,0.6862,0.0284,0.3659,0.692,True
Logistic Regression,logreg,0.25,0.25,5,0.692,0.0039,0.0039,0.0654,0.1728,0.6819,0.0089,0.0874,0.6946,0.0238,0.3219,0.536,True
Logistic Regression,logreg,0.25,0.5,5,0.6903,0.0257,0.0257,0.0166,0.1921,0.7454,0.0106,0.0923,0.6968,0.0086,0.2559,0.413,True
Logistic Regression,logreg,0.25,0.75,5,0.6912,0.0451,0.0451,0.0156,0.2017,0.7841,0.0102,0.0971,0.6975,0.0356,0.2164,0.402,True
Logistic Regression,logreg,0.25,1.0,5,0.69,0.0413,0.0413,0.0126,0.2127,0.8283,0.0117,0.105,0.6931,0.0416,0.17,0.449,True
Logistic Regression,logreg,0.5,0.0,5,0.6983,0.3508,0.3508,0.3273,0.1822,0.7278,0.1697,0.0928,0.7106,0.3362,0.2677,0.711,True
Logistic Regression,logreg,0.5,0.005,5,0.6991,0.3312,0.3312,0.3153,0.1819,0.7288,0.1599,0.0928,0.71,0.3057,0.2663,0.644,True
Logistic Regression,logreg,0.5,0.05,5,0.699,0.1277,0.1277,0.1037,0.184,0.7363,0.0697,0.0932,0.7058,0.0979,0.2589,0.737,True
Logistic Regression,logreg,0.5,0.25,5,0.6971,0.0151,0.0151,0.0361,0.1907,0.7568,0.0066,0.0951,0.7057,0.0159,0.2418,0.487,True
Logistic Regression,logreg,0.5,0.5,5,0.697,0.0315,0.0315,0.0285,0.1985,0.7883,0.0091,0.0984,0.7061,0.0305,0.2102,0.394,True
Logistic Regression,logreg,0.5,0.75,5,0.6957,0.0405,0.0405,0.0179,0.2029,0.8032,0.0097,0.1002,0.7036,0.0439,0.1927,0.441,True
Logistic Regression,logreg,0.5,1.0,5,0.6955,0.0415,0.0415,0.0164,0.2049,0.8118,0.0096,0.1022,0.7041,0.0437,0.1832,0.372,True
Logistic Regression,logreg,0.75,0.0,5,0.6989,0.3436,0.3436,0.3428,0.1903,0.76,0.1716,0.097,0.711,0.3141,0.2307,0.821,True
Logistic Regression,logreg,0.75,0.005,5,0.6991,0.3392,0.3392,0.3407,0.1902,0.7604,0.1678,0.097,0.7112,0.3019,0.2299,0.743,True
Logistic Regression,logreg,0.75,0.05,5,0.6986,0.2614,0.2614,0.2648,0.1917,0.7649,0.1336,0.0971,0.712,0.2321,0.2265,0.657,True
Logistic Regression,logreg,0.75,0.25,5,0.696,0.0293,0.0293,0.0281,0.1982,0.7841,0.0092,0.0985,0.7068,0.0312,0.2139,0.399,True
Logistic Regression,logreg,0.75,0.5,5,0.696,0.0247,0.0247,0.0318,0.1986,0.7855,0.0069,0.0989,0.7071,0.0314,0.2126,0.453,True
Logistic Regression,logreg,0.75,0.75,5,0.6967,0.0315,0.0315,0.0279,0.2003,0.795,0.0076,0.1003,0.7048,0.0299,0.2011,0.438,True
Logistic Regression,logreg,0.75,1.0,5,0.6958,0.0315,0.0315,0.0282,0.2017,0.7983,0.0071,0.101,0.7049,0.0311,0.1978,0.492,True
Logistic Regression,logreg,1.0,0.0,5,0.6998,0.3352,0.3352,0.3362,0.1932,0.7745,0.1714,0.0994,0.7122,0.3013,0.2165,0.697,True
Logistic Regression,logreg,1.0,0.005,5,0.6998,0.3352,0.3352,0.3362,0.1932,0.7745,0.1714,0.0994,0.7122,0.3013,0.2165,0.794,True
Logistic Regression,logreg,1.0,0.05,5,0.6998,0.3352,0.3352,0.3362,0.1932,0.7745,0.1714,0.0994,0.7122,0.3013,0.2165,0.621,True
Logistic Regression,logreg,1.0,0.25,5,0.6998,0.3352,0.3352,0.3362,0.1932,0.7745,0.1714,0.0994,0.7122,0.3013,0.2165,0.59,True
Logistic Regression,logreg,1.0,0.5,5,0.6998,0.3352,0.3352,0.3362,0.1932,0.7745,0.1714,0.0994,0.7122,0.3013,0.2165,0.718,True
Logistic Regression,logreg,1.0,0.75,5,0.6998,0.3352,0.3352,0.3362,0.1932,0.7745,0.1714,0.0994,0.7122,0.3013,0.2165,0.609,True
Logistic Regression,logreg,1.0,1.0,5,0.6998,0.3352,0.3352,0.3362,0.1932,0.7745,0.1714,0.0994,0.7122,0.3013,0.2165,0.613,True
MLP (64-64),mlp,0.0,0.0,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0,0.0449,0.3689,0.0,1.0,0.45,True
MLP (64-64),mlp,0.0,0.005,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0,0.0449,0.3689,0.0,1.0,0.441,True
MLP (64-64),mlp,0.0,0.05,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0,0.0449,0.3689,0.0,1.0,0.457,True
MLP (64-64),mlp,0.0,0.25,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0,0.0449,0.3689,0.0,1.0,0.58,True
MLP (64-64),mlp,0.0,0.5,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0,0.0449,0.3689,0.0,1.0,0.84,True
MLP (64-64),mlp,0.0,0.75,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0,0.0449,0.3689,0.0,1.0,1.009,True
MLP (64-64),mlp,0.0,1.0,5,0.6201,0.0,0.0,0.0,0.3063,,0.0,0.1009,0.6311,0.0,0.0,0.704,True
MLP (64-64),mlp,0.005,0.0,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0718,0.0457,0.3689,0.0,1.0,3.841,True
MLP (64-64),mlp,0.005,0.005,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.025,0.0458,0.3689,0.0,1.0,4.041,True
MLP (64-64),mlp,0.005,0.05,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0111,0.0463,0.3689,0.0,1.0,1.799,True
MLP (64-64),mlp,0.005,0.25,5,0.3799,0.0,0.0,0.0,0.0449,0.0,0.0079,0.0475,0.3689,0.0,1.0,1.512,True
