Model,Family,Seed,Alpha,Beta,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient
Logistic Regression baseline (BCE only),Logistic Regression baseline,2,1.0,0.0,0.6777,0.5154,0.2801,0.7143,0.1899,0.6397
"Fair Logistic Regression (α=0.75, β=0.5)",Fair Logistic Regression,2,0.75,0.5,0.6607,0.4286,0.0279,0.6333,0.1967,0.6291
MLP (64-64) baseline (BCE only),MLP (64-64) baseline,2,1.0,0.0,0.6721,0.3855,0.2772,1.0,0.1859,0.6162
"Fair MLP (64-64) (α=0.5, β=0.5)",Fair MLP (64-64),2,0.5,0.5,0.6486,0.7143,0.006,1.0,0.1922,0.596
ExpGrad LogReg (Demographic Parity),ExpGrad LogReg (Demographic Parity),2,,,0.6591,0.4286,0.0453,1.0,0.2063,0.6551
ExpGrad LogReg (Equalized Odds),ExpGrad LogReg (Equalized Odds),2,,,0.6389,0.4571,0.0617,1.0,0.1999,0.6024
ThresholdOptimizer LogReg (Demographic Parity),ThresholdOptimizer LogReg (Demographic Parity),2,,,0.6591,0.7143,0.0465,1.0,0.1851,0.5919
Reweighing LogReg (Kamiran-Calders),Reweighing LogReg (Kamiran-Calders),2,,,0.6502,0.3597,0.0161,0.6,0.2104,0.651
Random Forest (no fairness),Random Forest (no fairness),2,,,0.5976,0.7143,0.1847,1.0,0.214,0.5806
