Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,2,0.4534,0.1429,0.0065,0.1667,0.0523,0.004,0.0685,0.0545,0.4599,0.0091,0.9943,0.188,True
Logistic Regression,logreg,0.0,0.005,2,0.4526,0.0065,0.0065,0.0102,0.0522,0.0032,0.0403,0.0544,0.4599,0.0091,0.9943,0.175,True
Logistic Regression,logreg,0.0,0.05,2,0.4543,0.0049,0.0026,0.0102,0.0519,0.0032,0.0367,0.0546,0.4599,0.0012,0.9943,0.183,True
Logistic Regression,logreg,0.0,0.25,2,0.451,0.0,0.0,0.0,0.0516,0.0,0.0359,0.055,0.4575,0.0,1.0,0.176,True
Logistic Regression,logreg,0.0,0.5,2,0.451,0.0,0.0,0.0,0.0516,0.0,0.0412,0.0554,0.4575,0.0,1.0,0.177,True
Logistic Regression,logreg,0.0,0.75,2,0.4486,0.0068,0.0003,0.0124,0.0538,0.0057,0.0138,0.0863,0.447,0.006,0.9862,0.033,True
Logistic Regression,logreg,0.0,1.0,2,0.5206,0.3857,0.1042,0.875,0.3676,0.7935,0.0211,0.1231,0.5166,0.0541,0.2413,0.036,True
Logistic Regression,logreg,0.005,0.0,2,0.4559,0.1429,0.0058,0.1667,0.0525,0.0065,0.0672,0.0557,0.4615,0.0057,0.9911,0.186,True
Logistic Regression,logreg,0.005,0.005,2,0.4543,0.0081,0.0058,0.0136,0.0524,0.0049,0.0232,0.0555,0.4607,0.0057,0.9919,0.185,True
Logistic Regression,logreg,0.005,0.05,2,0.4543,0.0081,0.0058,0.0136,0.0524,0.0049,0.0355,0.0556,0.4615,0.0042,0.9927,0.185,True
Logistic Regression,logreg,0.005,0.25,2,0.451,0.0,0.0,0.0,0.0516,0.0,0.039,0.0563,0.4575,0.0,1.0,0.203,True
Logistic Regression,logreg,0.005,0.5,2,0.451,0.0,0.0,0.0,0.0516,0.0,0.0434,0.0573,0.4575,0.0,1.0,0.185,True
Logistic Regression,logreg,0.005,0.75,2,0.4494,0.0113,0.0,0.0186,0.0548,0.0097,0.014,0.0877,0.4478,0.0036,0.9854,0.032,True
Logistic Regression,logreg,0.005,1.0,2,0.4753,0.155,0.1366,0.6282,0.2632,0.5506,0.025,0.1205,0.4761,0.1052,0.4583,0.026,True
Logistic Regression,logreg,0.05,0.0,2,0.4988,0.2,0.0649,0.3,0.0632,0.0737,0.1344,0.0661,0.5028,0.0811,0.9174,0.185,True
Logistic Regression,logreg,0.05,0.005,2,0.4955,0.1429,0.06,0.2,0.0625,0.0688,0.075,0.066,0.502,0.0781,0.9231,0.183,True
Logistic Regression,logreg,0.05,0.05,2,0.4761,0.1429,0.0008,0.1667,0.0581,0.0397,0.0616,0.0673,0.4874,0.0067,0.9506,0.087,True
Logistic Regression,logreg,0.05,0.25,2,0.4559,0.0113,0.0,0.0203,0.0535,0.0097,0.0587,0.0702,0.4615,0.0033,0.9911,0.106,True
Logistic Regression,logreg,0.05,0.5,2,0.4502,0.0016,0.0016,0.0031,0.052,0.0008,0.0133,0.0846,0.4551,0.0006,0.9976,0.033,True
Logistic Regression,logreg,0.05,0.75,2,0.4372,0.0412,0.0025,0.0528,0.0636,0.03,0.0164,0.096,0.4397,0.0097,0.9563,0.026,True
Logistic Regression,logreg,0.05,1.0,2,0.5101,0.1524,0.0234,0.1695,0.4171,0.8656,0.0127,0.129,0.5036,0.069,0.1506,0.049,True
Logistic Regression,logreg,0.25,0.0,2,0.6324,0.7143,0.2281,1.0,0.1281,0.3919,0.1789,0.0887,0.6356,0.2576,0.6243,0.128,True
Logistic Regression,logreg,0.25,0.005,2,0.6291,0.6186,0.2248,1.0,0.1282,0.3887,0.1418,0.0886,0.6372,0.261,0.6275,0.129,True
Logistic Regression,logreg,0.25,0.05,2,0.6283,0.4548,0.1371,0.5424,0.1238,0.3749,0.067,0.0889,0.6332,0.1735,0.6381,0.104,True
Logistic Regression,logreg,0.25,0.25,2,0.6186,0.3571,0.0586,1.0,0.1158,0.3409,0.084,0.0926,0.6308,0.0413,0.6502,0.086,True
Logistic Regression,logreg,0.25,0.5,2,0.5287,0.5,0.0739,1.0,0.0893,0.1798,0.0396,0.1019,0.5174,0.0609,0.8073,0.042,True
Logistic Regression,logreg,0.25,0.75,2,0.5255,0.3022,0.1441,1.0,0.1512,0.3498,0.0364,0.1105,0.5134,0.1554,0.6186,0.048,True
Logistic Regression,logreg,0.25,1.0,2,0.5109,0.1429,0.0038,0.1667,0.4202,0.8729,0.0105,0.1259,0.498,0.0687,0.1368,0.033,True
Logistic Regression,logreg,0.5,0.0,2,0.6575,0.8714,0.2536,1.0,0.1682,0.5401,0.1856,0.0992,0.668,0.2716,0.4802,0.169,True
Logistic Regression,logreg,0.5,0.005,2,0.6583,0.8429,0.2487,1.0,0.1681,0.5409,0.1707,0.0992,0.6696,0.264,0.4785,0.154,True
