Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,7,0.255,0.0,0.0,0.0,0.0312,0.0,0.0427,0.0319,0.325,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.005,7,0.255,0.0,0.0,0.0,0.0312,0.0,0.0355,0.0319,0.325,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.05,7,0.255,0.0,0.0,0.0,0.0312,0.0,0.0095,0.032,0.325,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.25,7,0.255,0.0,0.0,0.0,0.0312,0.0,0.0077,0.0325,0.325,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.5,7,0.255,0.0,0.0,0.0,0.0312,0.0,0.0066,0.0331,0.325,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,0.75,7,0.255,0.0,0.0,0.0,0.0312,0.0,0.0049,0.0339,0.325,0.0,1.0,0.0,False
Logistic Regression,logreg,0.0,1.0,7,0.66,0.0291,0.0291,0.0444,0.187,0.795,0.0013,0.0663,0.635,0.0456,0.2,0.0,False
Logistic Regression,logreg,0.005,0.0,7,0.26,0.0068,0.0068,0.0088,0.0318,0.005,0.0261,0.0329,0.335,0.008,0.99,0.0,False
Logistic Regression,logreg,0.005,0.005,7,0.265,0.0136,0.0136,0.0175,0.0324,0.01,0.0084,0.0329,0.335,0.008,0.99,0.0,False
Logistic Regression,logreg,0.005,0.05,7,0.265,0.0136,0.0136,0.0175,0.0324,0.01,0.0017,0.033,0.325,0.0148,0.99,0.0,False
Logistic Regression,logreg,0.005,0.25,7,0.255,0.0,0.0,0.0,0.0312,0.0,0.0051,0.0345,0.33,0.0074,0.995,0.0,False
Logistic Regression,logreg,0.005,0.5,7,0.255,0.0,0.0,0.0,0.0312,0.0,0.0046,0.0372,0.325,0.0,1.0,0.0,False
Logistic Regression,logreg,0.005,0.75,7,0.37,0.0071,0.0071,0.0101,0.0619,0.175,0.0024,0.0536,0.385,0.0011,0.77,0.0,False
Logistic Regression,logreg,0.005,1.0,7,0.695,0.0013,0.0013,0.1313,0.1835,0.85,0.0007,0.0674,0.63,0.0165,0.165,0.0,False
Logistic Regression,logreg,0.05,0.0,7,0.555,0.1273,0.1273,0.1331,0.0651,0.32,0.0605,0.0413,0.6,0.0678,0.585,0.0,False
