Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,5,0.5901,0.0062,0.0062,0.0089,0.0609,0.01,0.0128,0.0586,0.5789,0.0053,0.987,1.435,True
Logistic Regression,logreg,0.0,0.005,5,0.5895,0.0034,0.0034,0.0024,0.0609,0.0094,0.0087,0.0586,0.5787,0.0037,0.9872,1.575,True
Logistic Regression,logreg,0.0,0.05,5,0.5893,0.0002,0.0002,0.0046,0.0608,0.009,0.0006,0.0587,0.5781,0.0007,0.9878,1.428,True
Logistic Regression,logreg,0.0,0.25,5,0.5846,0.0005,0.0005,0.0012,0.0606,0.0043,0.0004,0.0591,0.5722,0.0001,0.9943,1.436,True
Logistic Regression,logreg,0.0,0.5,5,0.5807,0.0,0.0,0.0002,0.0604,0.0004,0.0002,0.0601,0.5671,0.0004,0.9994,1.102,True
Logistic Regression,logreg,0.0,0.75,5,0.5804,0.0002,0.0002,0.0005,0.0604,0.0001,0.0004,0.0615,0.5669,0.0,0.9996,0.696,True
Logistic Regression,logreg,0.0,1.0,5,0.5802,0.0002,0.0002,0.0005,0.0605,0.0003,0.0001,0.0851,0.5668,0.0002,0.9997,0.238,True
Logistic Regression,logreg,0.005,0.0,5,0.6029,0.0147,0.0147,0.0215,0.0616,0.0234,0.0217,0.0589,0.5929,0.0109,0.9724,1.336,True
Logistic Regression,logreg,0.005,0.005,5,0.6026,0.0105,0.0105,0.012,0.0616,0.0233,0.0145,0.059,0.5922,0.0079,0.9729,1.309,True
Logistic Regression,logreg,0.005,0.05,5,0.6028,0.0001,0.0001,0.0114,0.0616,0.0235,0.0001,0.0591,0.5932,0.001,0.9717,1.437,True
Logistic Regression,logreg,0.005,0.25,5,0.6001,0.0003,0.0003,0.0102,0.0615,0.0208,0.0003,0.0595,0.5914,0.0009,0.9737,1.554,True
Logistic Regression,logreg,0.005,0.5,5,0.5836,0.0003,0.0003,0.0025,0.0606,0.0033,0.0009,0.062,0.5698,0.0004,0.9967,0.777,True
Logistic Regression,logreg,0.005,0.75,5,0.5803,0.0,0.0,0.0,0.0604,0.0,0.0019,0.0674,0.5668,0.0002,0.9997,0.235,True
Logistic Regression,logreg,0.005,1.0,5,0.5823,0.0013,0.0013,0.0043,0.0606,0.0024,0.0004,0.0984,0.5677,0.0017,0.9984,0.132,True
Logistic Regression,logreg,0.05,0.0,5,0.6549,0.0399,0.0399,0.045,0.0666,0.089,0.0556,0.0648,0.6514,0.0293,0.9037,1.409,True
Logistic Regression,logreg,0.05,0.005,5,0.6547,0.0295,0.0295,0.0241,0.0667,0.0894,0.0434,0.0648,0.6514,0.0201,0.9045,1.412,True
Logistic Regression,logreg,0.05,0.05,5,0.6562,0.0043,0.0043,0.05,0.0667,0.0909,0.0031,0.0653,0.6528,0.0085,0.9013,1.432,True
Logistic Regression,logreg,0.05,0.25,5,0.6602,0.0001,0.0001,0.0398,0.0676,0.0977,0.0042,0.0672,0.6559,0.0074,0.8966,1.388,True
Logistic Regression,logreg,0.05,0.5,5,0.6534,0.0068,0.0068,0.0197,0.0681,0.0929,0.0044,0.0716,0.6484,0.0082,0.8999,0.952,True
Logistic Regression,logreg,0.05,0.75,5,0.6163,0.0144,0.0144,0.0139,0.0668,0.0532,0.0037,0.0825,0.6063,0.0071,0.94,0.474,True
Logistic Regression,logreg,0.05,1.0,5,0.6671,0.01,0.01,0.019,0.0873,0.1722,0.0027,0.1093,0.6534,0.0008,0.8245,0.405,True
Logistic Regression,logreg,0.25,0.0,5,0.7413,0.0921,0.0921,0.0554,0.081,0.2388,0.0851,0.0778,0.7349,0.0681,0.7554,1.334,True
Logistic Regression,logreg,0.25,0.005,5,0.7411,0.0849,0.0849,0.0468,0.0808,0.2378,0.0787,0.0778,0.735,0.0611,0.7557,1.365,True
Logistic Regression,logreg,0.25,0.05,5,0.7416,0.0267,0.0267,0.0523,0.0809,0.2389,0.0194,0.0784,0.7373,0.0025,0.7564,1.402,True
Logistic Regression,logreg,0.25,0.25,5,0.745,0.0128,0.0128,0.076,0.0829,0.2509,0.0052,0.0805,0.7408,0.0134,0.7407,1.371,True
Logistic Regression,logreg,0.25,0.5,5,0.7475,0.009,0.009,0.0827,0.0862,0.2668,0.0045,0.0832,0.7422,0.0082,0.7265,1.315,True
Logistic Regression,logreg,0.25,0.75,5,0.7488,0.0088,0.0088,0.0829,0.0901,0.2833,0.0054,0.0865,0.7428,0.0054,0.7125,1.365,True
Logistic Regression,logreg,0.25,1.0,5,0.7442,0.0051,0.0051,0.0841,0.0978,0.3057,0.005,0.0927,0.743,0.0067,0.6881,1.297,True
Logistic Regression,logreg,0.5,0.0,5,0.7535,0.1093,0.1093,0.0766,0.0903,0.2912,0.0944,0.084,0.7461,0.0876,0.7038,1.466,True
Logistic Regression,logreg,0.5,0.005,5,0.7536,0.1063,0.1063,0.0744,0.0901,0.2905,0.0914,0.084,0.7456,0.0838,0.7035,1.419,True
Logistic Regression,logreg,0.5,0.05,5,0.7536,0.074,0.074,0.049,0.0891,0.2869,0.0643,0.0842,0.7491,0.0537,0.7054,1.488,True
Logistic Regression,logreg,0.5,0.25,5,0.7536,0.0078,0.0078,0.0885,0.0904,0.2919,0.0042,0.086,0.748,0.0065,0.7061,1.47,True
Logistic Regression,logreg,0.5,0.5,5,0.7547,0.0086,0.0086,0.0871,0.0922,0.3002,0.0042,0.0874,0.7487,0.006,0.6976,1.381,True
Logistic Regression,logreg,0.5,0.75,5,0.754,0.0066,0.0066,0.0881,0.0947,0.3087,0.0042,0.0889,0.7493,0.0046,0.6878,1.392,True
Logistic Regression,logreg,0.5,1.0,5,0.7531,0.0082,0.0082,0.0882,0.0974,0.3178,0.0052,0.0905,0.7493,0.0034,0.6798,1.507,True
Logistic Regression,logreg,0.75,0.0,5,0.753,0.1273,0.1273,0.102,0.0972,0.3167,0.0981,0.0871,0.7465,0.1033,0.6772,1.448,True
Logistic Regression,logreg,0.75,0.005,5,0.7531,0.1263,0.1263,0.1013,0.097,0.3164,0.097,0.0871,0.7463,0.1025,0.6774,1.422,True
Logistic Regression,logreg,0.75,0.05,5,0.7544,0.1113,0.1113,0.0861,0.0962,0.3151,0.0866,0.0871,0.7482,0.0913,0.6797,1.667,True
Logistic Regression,logreg,0.75,0.25,5,0.7571,0.0535,0.0535,0.0381,0.0947,0.3136,0.0393,0.0878,0.7512,0.0375,0.6849,1.555,True
Logistic Regression,logreg,0.75,0.5,5,0.7548,0.0089,0.0089,0.0878,0.0959,0.3149,0.0045,0.089,0.7503,0.0023,0.6844,1.556,True
Logistic Regression,logreg,0.75,0.75,5,0.7542,0.0104,0.0104,0.088,0.0969,0.3177,0.0056,0.0896,0.7491,0.0017,0.6808,1.437,True
Logistic Regression,logreg,0.75,1.0,5,0.7546,0.0103,0.0103,0.0859,0.0977,0.3215,0.005,0.0902,0.7497,0.0032,0.6772,1.338,True
Logistic Regression,logreg,1.0,0.0,5,0.7499,0.1391,0.1391,0.1217,0.1031,0.3346,0.0999,0.0889,0.7471,0.1197,0.662,1.251,True
Logistic Regression,logreg,1.0,0.005,5,0.7499,0.1391,0.1391,0.1217,0.1031,0.3346,0.0999,0.0889,0.7471,0.1197,0.662,1.243,True
Logistic Regression,logreg,1.0,0.05,5,0.7499,0.1391,0.1391,0.1217,0.1031,0.3346,0.0999,0.0889,0.7471,0.1197,0.662,1.332,True
Logistic Regression,logreg,1.0,0.25,5,0.7499,0.1391,0.1391,0.1217,0.1031,0.3346,0.0999,0.0889,0.7471,0.1197,0.662,1.175,True
Logistic Regression,logreg,1.0,0.5,5,0.7499,0.1391,0.1391,0.1217,0.1031,0.3346,0.0999,0.0889,0.7471,0.1197,0.662,1.201,True
Logistic Regression,logreg,1.0,0.75,5,0.7499,0.1391,0.1391,0.1217,0.1031,0.3346,0.0999,0.0889,0.7471,0.1197,0.662,1.23,True
Logistic Regression,logreg,1.0,1.0,5,0.7499,0.1391,0.1391,0.1217,0.1031,0.3346,0.0999,0.0889,0.7471,0.1197,0.662,1.255,True
MLP (64-64),mlp,0.0,0.0,5,0.6393,0.0062,0.0062,0.024,0.0631,0.0618,0.0178,0.0529,0.6295,0.0019,0.9334,6.415,True
MLP (64-64),mlp,0.0,0.005,5,0.6356,0.0219,0.0219,0.0829,0.0627,0.0569,0.0044,0.0528,0.6244,0.022,0.9393,6.286,True
MLP (64-64),mlp,0.0,0.05,5,0.59,0.0024,0.0024,0.0114,0.0608,0.0097,0.003,0.0542,0.5793,0.0079,0.9872,3.26,True
