Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0403,0.0351,0.3,0.0,1.0,0.102,True
Logistic Regression,logreg,0.0,0.005,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0331,0.035,0.3,0.0,1.0,0.109,True
Logistic Regression,logreg,0.0,0.05,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0129,0.0354,0.3,0.0,1.0,0.11,True
Logistic Regression,logreg,0.0,0.25,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.012,0.0357,0.3,0.0,1.0,0.104,True
Logistic Regression,logreg,0.0,0.5,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.007,0.0369,0.3,0.0,1.0,0.104,True
Logistic Regression,logreg,0.0,0.75,5,0.33,0.0353,0.0353,0.0525,0.0455,0.07,0.0176,0.0554,0.395,0.0283,0.875,0.022,True
Logistic Regression,logreg,0.0,1.0,5,0.655,0.0313,0.0313,0.1283,0.1915,0.775,0.0025,0.0762,0.695,0.0124,0.175,0.011,True
Logistic Regression,logreg,0.005,0.0,5,0.285,0.0154,0.0154,0.0233,0.0346,0.005,0.0254,0.0386,0.305,0.0152,0.995,0.113,True
Logistic Regression,logreg,0.005,0.005,5,0.285,0.0154,0.0154,0.0233,0.0346,0.005,0.0014,0.0386,0.3,0.0,1.0,0.111,True
Logistic Regression,logreg,0.005,0.05,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0149,0.0387,0.3,0.0,1.0,0.106,True
Logistic Regression,logreg,0.005,0.25,5,0.285,0.0074,0.0074,0.0099,0.0346,0.005,0.0185,0.0394,0.3,0.0,1.0,0.083,True
Logistic Regression,logreg,0.005,0.5,5,0.37,0.0707,0.0707,0.0951,0.0588,0.14,0.0161,0.0566,0.45,0.0421,0.79,0.018,True
Logistic Regression,logreg,0.005,0.75,5,0.37,0.0934,0.0934,0.1283,0.0588,0.14,0.0181,0.0577,0.44,0.0109,0.78,0.02,True
Logistic Regression,logreg,0.005,1.0,5,0.655,0.0313,0.0313,0.1283,0.1915,0.775,0.0025,0.0762,0.695,0.0124,0.175,0.011,True
Logistic Regression,logreg,0.05,0.0,5,0.545,0.151,0.151,0.1858,0.1097,0.425,0.0605,0.0569,0.615,0.0997,0.615,0.111,True
Logistic Regression,logreg,0.05,0.005,5,0.55,0.1208,0.1208,0.1527,0.1065,0.42,0.0363,0.057,0.615,0.0771,0.615,0.111,True
Logistic Regression,logreg,0.05,0.05,5,0.55,0.0821,0.0821,0.1061,0.1134,0.44,0.0054,0.0576,0.615,0.0319,0.615,0.101,True
Logistic Regression,logreg,0.05,0.25,5,0.56,0.0752,0.0752,0.0962,0.1036,0.42,0.0043,0.0589,0.655,0.0142,0.555,0.044,True
Logistic Regression,logreg,0.05,0.5,5,0.615,0.0142,0.0142,0.0428,0.1388,0.575,0.0067,0.0654,0.665,0.0011,0.425,0.014,True
Logistic Regression,logreg,0.05,0.75,5,0.705,0.0131,0.0131,0.107,0.1548,0.745,0.0117,0.0693,0.715,0.0341,0.265,0.021,True
Logistic Regression,logreg,0.05,1.0,5,0.655,0.0313,0.0313,0.1283,0.1915,0.775,0.0024,0.0762,0.695,0.0124,0.175,0.011,True
Logistic Regression,logreg,0.25,0.0,5,0.715,0.1464,0.1464,0.1405,0.1496,0.745,0.0834,0.0819,0.74,0.1027,0.31,0.114,True
Logistic Regression,logreg,0.25,0.005,5,0.715,0.1316,0.1316,0.1306,0.1468,0.735,0.0745,0.0819,0.74,0.0801,0.31,0.112,True
Logistic Regression,logreg,0.25,0.05,5,0.74,0.0137,0.0137,0.0909,0.1402,0.76,0.0014,0.0827,0.71,0.0782,0.31,0.111,True
Logistic Regression,logreg,0.25,0.25,5,0.74,0.0068,0.0068,0.0322,0.1451,0.78,0.0005,0.0844,0.72,0.0484,0.29,0.106,True
Logistic Regression,logreg,0.25,0.5,5,0.74,0.016,0.016,0.0642,0.1543,0.82,0.0003,0.0864,0.73,0.0416,0.24,0.097,True
Logistic Regression,logreg,0.25,0.75,5,0.73,0.0091,0.0091,0.0775,0.1839,0.96,0.0142,0.0907,0.73,0.0371,0.04,0.019,True
Logistic Regression,logreg,0.25,1.0,5,0.73,0.0239,0.0239,0.107,0.1844,0.97,0.0104,0.0951,0.735,0.0296,0.035,0.025,True
Logistic Regression,logreg,0.5,0.0,5,0.755,0.0678,0.0678,0.1016,0.1441,0.815,0.073,0.0883,0.71,0.0936,0.21,0.115,True
Logistic Regression,logreg,0.5,0.005,5,0.755,0.0678,0.0678,0.1016,0.1441,0.815,0.0694,0.0883,0.715,0.0785,0.205,0.114,True
Logistic Regression,logreg,0.5,0.05,5,0.74,0.0296,0.0296,0.0107,0.1543,0.82,0.0373,0.0887,0.72,0.0484,0.21,0.114,True
Logistic Regression,logreg,0.5,0.25,5,0.74,0.0239,0.0239,0.1096,0.1565,0.83,0.0006,0.0899,0.72,0.0045,0.2,0.114,True
Logistic Regression,logreg,0.5,0.5,5,0.72,0.0353,0.0353,0.0693,0.189,0.93,0.0152,0.0925,0.74,0.0086,0.07,0.024,True
Logistic Regression,logreg,0.5,0.75,5,0.725,0.0279,0.0279,0.0594,0.1856,0.935,0.0112,0.0925,0.735,0.0142,0.055,0.027,True
Logistic Regression,logreg,0.5,1.0,5,0.72,0.0205,0.0205,0.0594,0.1903,0.94,0.0121,0.0949,0.735,0.0142,0.055,0.027,True
Logistic Regression,logreg,0.75,0.0,5,0.735,0.0519,0.0519,0.0695,0.1607,0.835,0.0668,0.0909,0.72,0.1009,0.19,0.114,True
Logistic Regression,logreg,0.75,0.005,5,0.735,0.0519,0.0519,0.0695,0.1607,0.835,0.0655,0.091,0.72,0.1009,0.19,0.114,True
Logistic Regression,logreg,0.75,0.05,5,0.735,0.0291,0.0291,0.0173,0.1607,0.835,0.0541,0.0911,0.72,0.0556,0.19,0.114,True
Logistic Regression,logreg,0.75,0.25,5,0.74,0.0091,0.0091,0.0802,0.1586,0.84,0.0056,0.0919,0.715,0.0102,0.175,0.114,True
Logistic Regression,logreg,0.75,0.5,5,0.74,0.0091,0.0091,0.0802,0.1586,0.84,0.0007,0.0923,0.715,0.0102,0.175,0.114,True
Logistic Regression,logreg,0.75,0.75,5,0.74,0.0091,0.0091,0.0802,0.1586,0.84,0.0007,0.0927,0.715,0.0102,0.175,0.116,True
Logistic Regression,logreg,0.75,1.0,5,0.74,0.0171,0.0171,0.0508,0.1606,0.85,0.0011,0.0931,0.72,0.005,0.17,0.113,True
Logistic Regression,logreg,1.0,0.0,5,0.725,0.0439,0.0439,0.0535,0.1694,0.845,0.0633,0.0924,0.73,0.1153,0.15,0.113,True
Logistic Regression,logreg,1.0,0.005,5,0.725,0.0439,0.0439,0.0535,0.1694,0.845,0.0633,0.0924,0.73,0.1153,0.15,0.115,True
Logistic Regression,logreg,1.0,0.05,5,0.725,0.0439,0.0439,0.0535,0.1694,0.845,0.0633,0.0924,0.73,0.1153,0.15,0.116,True
Logistic Regression,logreg,1.0,0.25,5,0.725,0.0439,0.0439,0.0535,0.1694,0.845,0.0633,0.0924,0.73,0.1153,0.15,0.117,True
Logistic Regression,logreg,1.0,0.5,5,0.725,0.0439,0.0439,0.0535,0.1694,0.845,0.0633,0.0924,0.73,0.1153,0.15,0.115,True
Logistic Regression,logreg,1.0,0.75,5,0.725,0.0439,0.0439,0.0535,0.1694,0.845,0.0633,0.0924,0.73,0.1153,0.15,0.116,True
Logistic Regression,logreg,1.0,1.0,5,0.725,0.0439,0.0439,0.0535,0.1694,0.845,0.0633,0.0924,0.73,0.1153,0.15,0.115,True
MLP (64-64),mlp,0.0,0.0,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0003,0.0341,0.3,0.0,1.0,0.027,True
MLP (64-64),mlp,0.0,0.005,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0002,0.0341,0.3,0.0,1.0,0.028,True
MLP (64-64),mlp,0.0,0.05,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0001,0.0341,0.3,0.0,1.0,0.034,True
MLP (64-64),mlp,0.0,0.25,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0004,0.034,0.3,0.0,1.0,0.039,True
MLP (64-64),mlp,0.0,0.5,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0008,0.034,0.3,0.0,1.0,0.056,True
MLP (64-64),mlp,0.0,0.75,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0005,0.0341,0.3,0.0,1.0,0.103,True
MLP (64-64),mlp,0.0,1.0,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0005,0.0623,0.3,0.0,1.0,0.029,True
MLP (64-64),mlp,0.005,0.0,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0503,0.0392,0.3,0.0,1.0,0.045,True
MLP (64-64),mlp,0.005,0.005,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0209,0.0391,0.3,0.0,1.0,0.042,True
MLP (64-64),mlp,0.005,0.05,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0138,0.0374,0.3,0.0,1.0,0.043,True
MLP (64-64),mlp,0.005,0.25,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0145,0.0382,0.3,0.0,1.0,0.06,True
MLP (64-64),mlp,0.005,0.5,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.008,0.0383,0.3,0.0,1.0,0.069,True
MLP (64-64),mlp,0.005,0.75,5,0.28,0.0,0.0,0.0,0.0341,0.0,0.0027,0.0454,0.3,0.0,1.0,0.061,True
MLP (64-64),mlp,0.005,1.0,5,0.72,0.0,0.0,0.0,0.1944,,0.0,0.0883,0.7,0.0,0.0,0.088,True
MLP (64-64),mlp,0.05,0.0,5,0.65,0.1698,0.1698,0.1948,0.1108,0.53,0.1007,0.0643,0.705,0.0373,0.475,0.025,True
MLP (64-64),mlp,0.05,0.005,5,0.605,0.1658,0.1658,0.1557,0.095,0.435,0.0853,0.0555,0.605,0.1074,0.625,0.022,True
