Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,3,0.4648,0.0016,0.0016,1.0,0.0533,0.0008,0.1107,0.0564,0.4526,0.0077,0.9951,0.179,True
Logistic Regression,logreg,0.0,0.005,3,0.4648,0.0016,0.0016,1.0,0.0533,0.0008,0.0916,0.0564,0.4526,0.0077,0.9951,0.217,True
Logistic Regression,logreg,0.0,0.05,3,0.4632,0.0133,0.0008,1.0,0.0541,0.0024,0.0711,0.0565,0.4534,0.0052,0.9943,0.178,True
Logistic Regression,logreg,0.0,0.25,3,0.4648,0.0016,0.0016,1.0,0.0533,0.0008,0.0856,0.0575,0.4486,0.0015,0.9976,0.178,True
Logistic Regression,logreg,0.0,0.5,3,0.5377,0.6,0.0327,0.75,0.2212,0.5126,0.0552,0.1251,0.5247,0.0379,0.4648,0.016,True
Logistic Regression,logreg,0.0,0.75,3,0.5328,0.6,0.0058,0.75,0.3135,0.6955,0.0727,0.1362,0.519,0.0211,0.2874,0.016,True
Logistic Regression,logreg,0.0,1.0,3,0.5085,0.6,0.025,0.75,0.361,0.749,0.0908,0.1413,0.5134,0.0354,0.2364,0.013,True
Logistic Regression,logreg,0.005,0.0,3,0.464,0.0133,0.0016,1.0,0.0537,0.0016,0.1249,0.0572,0.4526,0.0077,0.9951,0.183,True
Logistic Regression,logreg,0.005,0.005,3,0.464,0.0133,0.0016,1.0,0.0537,0.0016,0.0799,0.0572,0.4526,0.0077,0.9951,0.178,True
Logistic Regression,logreg,0.005,0.05,3,0.4632,0.0133,0.0008,1.0,0.0541,0.0024,0.0658,0.0573,0.4534,0.0052,0.9943,0.192,True
Logistic Regression,logreg,0.005,0.25,3,0.4648,0.0016,0.0016,1.0,0.0533,0.0008,0.0857,0.0585,0.4486,0.0015,0.9976,0.181,True
Logistic Regression,logreg,0.005,0.5,3,0.5377,0.6,0.0327,0.75,0.2212,0.5126,0.0507,0.125,0.5239,0.0363,0.464,0.017,True
Logistic Regression,logreg,0.005,0.75,3,0.5093,0.6,0.007,0.75,0.348,0.7271,0.0831,0.1392,0.5117,0.0025,0.2575,0.013,True
Logistic Regression,logreg,0.005,1.0,3,0.5085,0.6,0.025,0.75,0.361,0.749,0.0908,0.1413,0.5134,0.0354,0.2364,0.012,True
Logistic Regression,logreg,0.05,0.0,3,0.4988,0.1333,0.0808,1.0,0.0613,0.0526,0.1487,0.0658,0.4939,0.0849,0.9279,0.19,True
Logistic Regression,logreg,0.05,0.005,3,0.4955,0.0913,0.0736,1.0,0.0605,0.0478,0.086,0.0657,0.4874,0.0834,0.936,0.197,True
Logistic Regression,logreg,0.05,0.05,3,0.4939,0.0601,0.0262,1.0,0.0595,0.0429,0.0571,0.0677,0.4761,0.0196,0.9474,0.119,True
Logistic Regression,logreg,0.05,0.25,3,0.4688,0.0267,0.0055,1.0,0.0565,0.0146,0.1021,0.0721,0.4599,0.0053,0.9781,0.101,True
Logistic Regression,logreg,0.05,0.5,3,0.4704,0.0267,0.003,1.0,0.0586,0.0227,0.1112,0.0775,0.4607,0.0223,0.9725,0.094,True
Logistic Regression,logreg,0.05,0.75,3,0.5045,0.6,0.0081,0.75,0.361,0.7433,0.0908,0.1409,0.5101,0.0208,0.2413,0.013,True
Logistic Regression,logreg,0.05,1.0,3,0.5085,0.6,0.025,0.75,0.361,0.749,0.0908,0.1413,0.5134,0.0354,0.2364,0.013,True
Logistic Regression,logreg,0.25,0.0,3,0.6599,0.79,0.29,0.9172,0.1183,0.3789,0.2107,0.0863,0.6502,0.3233,0.6259,0.19,True
Logistic Regression,logreg,0.25,0.005,3,0.6615,0.64,0.2972,1.0,0.1151,0.3709,0.1753,0.0863,0.6543,0.3306,0.6283,0.189,True
Logistic Regression,logreg,0.25,0.05,3,0.6632,0.4533,0.1435,1.0,0.1114,0.3611,0.0849,0.0868,0.6583,0.1867,0.6405,0.125,True
Logistic Regression,logreg,0.25,0.25,3,0.651,0.3651,0.0045,1.0,0.1156,0.3603,0.0513,0.0914,0.6364,0.0096,0.6283,0.09,True
Logistic Regression,logreg,0.25,0.5,3,0.6591,0.4071,0.0033,1.0,0.1257,0.4008,0.0764,0.0991,0.6421,0.0013,0.5887,0.067,True
Logistic Regression,logreg,0.25,0.75,3,0.6664,0.6133,0.0286,1.0,0.1749,0.5587,0.0845,0.1057,0.6632,0.0259,0.4332,0.097,True
Logistic Regression,logreg,0.25,1.0,3,0.536,0.3782,0.0181,0.5,0.3747,0.8202,0.0629,0.1395,0.532,0.0608,0.1757,0.015,True
Logistic Regression,logreg,0.5,0.0,3,0.6907,0.6333,0.34,0.8077,0.1611,0.5555,0.2231,0.0966,0.6866,0.3678,0.4615,0.192,True
