Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,3,0.581,0.0139,0.0139,0.0246,0.0605,0.0164,0.0223,0.0578,0.5862,0.016,0.9853,1.519,True
Logistic Regression,logreg,0.0,0.005,3,0.5808,0.0115,0.0115,0.0191,0.0605,0.0162,0.0179,0.0578,0.5854,0.014,0.9861,1.298,True
Logistic Regression,logreg,0.0,0.05,3,0.5809,0.0025,0.0025,0.0019,0.0605,0.0163,0.0003,0.0579,0.5858,0.0044,0.9857,1.386,True
Logistic Regression,logreg,0.0,0.25,3,0.5796,0.0016,0.0016,0.0035,0.0604,0.015,0.0002,0.058,0.5841,0.0058,0.9872,1.472,True
Logistic Regression,logreg,0.0,0.5,3,0.5704,0.0014,0.0014,0.0005,0.0599,0.0056,0.0,0.0586,0.5751,0.0031,0.9968,1.496,True
Logistic Regression,logreg,0.0,0.75,3,0.565,0.0004,0.0004,0.0008,0.0597,0.0002,0.0004,0.0605,0.5723,0.0004,0.9998,0.793,True
Logistic Regression,logreg,0.0,1.0,3,0.435,0.0004,0.0004,0.0008,0.6494,0.9998,0.0012,0.2422,0.4277,0.0004,0.0002,0.201,True
Logistic Regression,logreg,0.005,0.0,3,0.5939,0.0174,0.0174,0.0234,0.0613,0.0303,0.0283,0.0585,0.5971,0.0161,0.9738,1.231,True
Logistic Regression,logreg,0.005,0.005,3,0.5931,0.0138,0.0138,0.0163,0.0614,0.0299,0.0219,0.0585,0.5965,0.0133,0.9742,1.186,True
Logistic Regression,logreg,0.005,0.05,3,0.5929,0.003,0.003,0.0084,0.0615,0.0299,0.0,0.0587,0.5977,0.002,0.9726,1.432,True
Logistic Regression,logreg,0.005,0.25,3,0.5851,0.0036,0.0036,0.0013,0.0609,0.0211,0.0004,0.0594,0.59,0.0042,0.9809,0.987,True
Logistic Regression,logreg,0.005,0.5,3,0.5745,0.0019,0.0019,0.0003,0.0602,0.0099,0.0003,0.0608,0.5786,0.0043,0.9929,0.693,True
Logistic Regression,logreg,0.005,0.75,3,0.5649,0.0002,0.0002,0.0004,0.0597,0.0001,0.0021,0.0696,0.5721,0.0,1.0,0.238,True
Logistic Regression,logreg,0.005,1.0,3,0.5793,0.0068,0.0068,0.0949,0.1693,0.3341,0.0006,0.1324,0.5927,0.0027,0.6724,0.244,True
Logistic Regression,logreg,0.05,0.0,3,0.6486,0.0345,0.0345,0.0261,0.0662,0.097,0.0507,0.0651,0.6581,0.0449,0.9016,1.272,True
Logistic Regression,logreg,0.05,0.005,3,0.6471,0.0247,0.0247,0.0065,0.0665,0.0967,0.0394,0.0651,0.6583,0.0342,0.9026,1.119,True
Logistic Regression,logreg,0.05,0.05,3,0.6496,0.0076,0.0076,0.0609,0.0666,0.0996,0.0005,0.0656,0.6582,0.0003,0.9013,1.372,True
Logistic Regression,logreg,0.05,0.25,3,0.6535,0.0048,0.0048,0.0569,0.0675,0.1063,0.0012,0.0674,0.6628,0.0076,0.8949,1.21,True
Logistic Regression,logreg,0.05,0.5,3,0.6542,0.0011,0.0011,0.047,0.0683,0.11,0.0011,0.0712,0.6645,0.0111,0.8882,0.967,True
Logistic Regression,logreg,0.05,0.75,3,0.6434,0.0022,0.0022,0.0322,0.0704,0.1066,0.0011,0.0794,0.6524,0.0107,0.8929,0.454,True
Logistic Regression,logreg,0.05,1.0,3,0.6694,0.0065,0.0065,0.0594,0.0914,0.2038,0.002,0.1041,0.6748,0.0052,0.7939,0.297,True
Logistic Regression,logreg,0.25,0.0,3,0.7239,0.0847,0.0847,0.0505,0.0836,0.2409,0.0781,0.0785,0.7339,0.0961,0.7636,0.694,True
Logistic Regression,logreg,0.25,0.005,3,0.7249,0.0783,0.0783,0.0476,0.0833,0.2411,0.0718,0.0785,0.7338,0.0908,0.7643,0.761,True
Logistic Regression,logreg,0.25,0.05,3,0.7272,0.0088,0.0088,0.0763,0.0829,0.2428,0.013,0.0792,0.7354,0.0232,0.7661,0.863,True
Logistic Regression,logreg,0.25,0.25,3,0.7288,0.0043,0.0043,0.099,0.0858,0.2552,0.0011,0.0813,0.7382,0.0046,0.7519,0.815,True
Logistic Regression,logreg,0.25,0.5,3,0.7324,0.0024,0.0024,0.0963,0.0893,0.273,0.0008,0.084,0.745,0.0109,0.7319,0.844,True
Logistic Regression,logreg,0.25,0.75,3,0.724,0.0007,0.0007,0.0827,0.0947,0.2812,0.0013,0.09,0.7338,0.0135,0.7259,0.486,True
Logistic Regression,logreg,0.25,1.0,3,0.7322,0.0003,0.0003,0.0987,0.1037,0.325,0.0012,0.0936,0.7415,0.0194,0.6842,0.794,True
Logistic Regression,logreg,0.5,0.0,3,0.7358,0.1021,0.1021,0.0854,0.0949,0.298,0.0869,0.0848,0.7476,0.1179,0.7077,0.937,True
Logistic Regression,logreg,0.5,0.005,3,0.736,0.1001,0.1001,0.0829,0.0948,0.298,0.084,0.0848,0.7483,0.1153,0.7076,0.853,True
Logistic Regression,logreg,0.5,0.05,3,0.7373,0.0659,0.0659,0.0524,0.094,0.2971,0.057,0.085,0.7502,0.0811,0.7079,1.052,True
Logistic Regression,logreg,0.5,0.25,3,0.7382,0.0,0.0,0.099,0.0943,0.2992,0.0019,0.0866,0.75,0.0202,0.7063,1.048,True
Logistic Regression,logreg,0.5,0.5,3,0.7397,0.0028,0.0028,0.1077,0.0961,0.3081,0.0001,0.0881,0.7486,0.0191,0.6983,0.749,True
Logistic Regression,logreg,0.5,0.75,3,0.7412,0.0035,0.0035,0.1015,0.0985,0.3192,0.0006,0.0896,0.7498,0.0194,0.6889,0.78,True
Logistic Regression,logreg,0.5,1.0,3,0.7403,0.0026,0.0026,0.0994,0.1015,0.3289,0.0003,0.0913,0.7511,0.0244,0.6784,0.871,True
Logistic Regression,logreg,0.75,0.0,3,0.7404,0.1141,0.1141,0.0985,0.1002,0.3244,0.0907,0.0879,0.7514,0.1233,0.6835,0.904,True
Logistic Regression,logreg,0.75,0.005,3,0.7404,0.1129,0.1129,0.0974,0.1002,0.3242,0.0895,0.0879,0.7516,0.1216,0.6831,0.828,True
Logistic Regression,logreg,0.75,0.05,3,0.7399,0.0975,0.0975,0.0839,0.1003,0.3241,0.0792,0.0879,0.7518,0.1108,0.6821,0.815,True
Logistic Regression,logreg,0.75,0.25,3,0.7408,0.0422,0.0422,0.0549,0.0993,0.3214,0.032,0.0886,0.7538,0.0574,0.6869,0.815,True
Logistic Regression,logreg,0.75,0.5,3,0.7412,0.0037,0.0037,0.0977,0.0997,0.3238,0.0002,0.0898,0.7519,0.0215,0.6846,0.902,True
Logistic Regression,logreg,0.75,0.75,3,0.7419,0.0047,0.0047,0.0987,0.1002,0.3267,0.0001,0.0904,0.7509,0.0225,0.682,0.959,True
Logistic Regression,logreg,0.75,1.0,3,0.7415,0.0054,0.0054,0.0969,0.1014,0.3303,0.0001,0.0909,0.7513,0.0224,0.6784,0.942,True
Logistic Regression,logreg,1.0,0.0,3,0.7394,0.1189,0.1189,0.1068,0.1045,0.3386,0.0927,0.0898,0.7521,0.1335,0.6662,1.044,True
Logistic Regression,logreg,1.0,0.005,3,0.7394,0.1189,0.1189,0.1068,0.1045,0.3386,0.0927,0.0898,0.7521,0.1335,0.6662,0.98,True
Logistic Regression,logreg,1.0,0.05,3,0.7394,0.1189,0.1189,0.1068,0.1045,0.3386,0.0927,0.0898,0.7521,0.1335,0.6662,0.889,True
Logistic Regression,logreg,1.0,0.25,3,0.7394,0.1189,0.1189,0.1068,0.1045,0.3386,0.0927,0.0898,0.7521,0.1335,0.6662,0.801,True
Logistic Regression,logreg,1.0,0.5,3,0.7394,0.1189,0.1189,0.1068,0.1045,0.3386,0.0927,0.0898,0.7521,0.1335,0.6662,0.782,True
Logistic Regression,logreg,1.0,0.75,3,0.7394,0.1189,0.1189,0.1068,0.1045,0.3386,0.0927,0.0898,0.7521,0.1335,0.6662,0.839,True
Logistic Regression,logreg,1.0,1.0,3,0.7394,0.1189,0.1189,0.1068,0.1045,0.3386,0.0927,0.0898,0.7521,0.1335,0.6662,0.955,True
MLP (64-64),mlp,0.0,0.0,3,0.6275,0.002,0.002,0.0273,0.0628,0.0655,0.0112,0.0527,0.6279,0.0127,0.9424,4.343,True
MLP (64-64),mlp,0.0,0.005,3,0.5927,0.0178,0.0178,0.0554,0.061,0.0281,0.0049,0.054,0.5993,0.0104,0.9726,4.353,True
MLP (64-64),mlp,0.0,0.05,3,0.6167,0.0189,0.0189,0.0711,0.0626,0.0549,0.0035,0.0527,0.6219,0.007,0.9488,4.377,True
MLP (64-64),mlp,0.0,0.25,3,0.5648,0.0,0.0,0.0,0.0597,0.0,0.0002,0.0593,0.5721,0.0,1.0,0.469,True
MLP (64-64),mlp,0.0,0.5,3,0.5648,0.0,0.0,0.0,0.0597,0.0,0.0003,0.0594,0.5721,0.0,1.0,0.424,True
MLP (64-64),mlp,0.0,0.75,3,0.5648,0.0,0.0,0.0,0.0597,0.0,0.0001,0.0596,0.5721,0.0,1.0,0.783,True
MLP (64-64),mlp,0.0,1.0,3,0.4352,0.0,0.0,0.0,0.6489,,0.0,0.148,0.4279,0.0,0.0,0.649,True
MLP (64-64),mlp,0.005,0.0,3,0.6639,0.0012,0.0012,0.0561,0.0649,0.1077,0.0215,0.0529,0.6679,0.0143,0.8972,3.957,True
MLP (64-64),mlp,0.005,0.005,3,0.6608,0.0193,0.0193,0.0907,0.0649,0.1044,0.0099,0.053,0.6657,0.008,0.9,4.593,True
MLP (64-64),mlp,0.005,0.05,3,0.6595,0.0367,0.0367,0.1278,0.0649,0.1031,0.0056,0.0535,0.6628,0.0305,0.9017,5.185,True
MLP (64-64),mlp,0.005,0.25,3,0.618,0.0024,0.0024,0.0221,0.0629,0.057,0.0028,0.0549,0.6216,0.0099,0.9479,1.98,True
MLP (64-64),mlp,0.005,0.5,3,0.5905,0.0039,0.0039,0.0039,0.061,0.0263,0.0017,0.0587,0.5958,0.0027,0.9755,1.477,True
MLP (64-64),mlp,0.005,0.75,3,0.5648,0.0,0.0,0.0,0.0597,0.0,0.0015,0.0622,0.5721,0.0,1.0,1.114,True
MLP (64-64),mlp,0.005,1.0,3,0.5648,0.0,0.0,0.0,0.0597,0.0,0.0,0.1207,0.5721,0.0,1.0,1.037,True
MLP (64-64),mlp,0.05,0.0,3,0.7401,0.021,0.021,0.0578,0.0743,0.2275,0.0539,0.0594,0.7452,0.0281,0.7777,2.541,True
MLP (64-64),mlp,0.05,0.005,3,0.7398,0.0105,0.0105,0.0795,0.0742,0.2268,0.0421,0.0595,0.7438,0.0159,0.7825,2.505,True
MLP (64-64),mlp,0.05,0.05,3,0.7381,0.0399,0.0399,0.1582,0.076,0.2311,0.0055,0.0601,0.7459,0.0289,0.777,3.614,True
MLP (64-64),mlp,0.05,0.25,3,0.7379,0.0132,0.0132,0.1161,0.0773,0.2359,0.0051,0.064,0.7468,0.0017,0.7727,2.184,True
MLP (64-64),mlp,0.05,0.5,3,0.7214,0.0072,0.0072,0.0932,0.0773,0.2152,0.0044,0.0696,0.7311,0.0014,0.794,1.37,True
MLP (64-64),mlp,0.05,0.75,3,0.7087,0.0032,0.0032,0.0743,0.079,0.2061,0.0031,0.0754,0.7178,0.0035,0.8007,1.381,True
MLP (64-64),mlp,0.05,1.0,3,0.7189,0.0035,0.0035,0.074,0.1074,0.3189,0.0017,0.0949,0.7287,0.0103,0.6852,1.911,True
MLP (64-64),mlp,0.25,0.0,3,0.7648,0.0601,0.0601,0.0464,0.0869,0.311,0.0808,0.0723,0.7692,0.0697,0.7025,2.271,True
MLP (64-64),mlp,0.25,0.005,3,0.7644,0.0553,0.0553,0.0426,0.0873,0.3116,0.0745,0.0727,0.7677,0.0618,0.7008,2.244,True
MLP (64-64),mlp,0.25,0.05,3,0.7624,0.0007,0.0007,0.102,0.0863,0.3046,0.0238,0.0733,0.7653,0.0116,0.7068,2.126,True
MLP (64-64),mlp,0.25,0.25,3,0.7616,0.0227,0.0227,0.1391,0.0915,0.3238,0.0066,0.0772,0.7655,0.0046,0.6934,2.225,True
MLP (64-64),mlp,0.25,0.5,3,0.7571,0.0041,0.0041,0.1162,0.0899,0.3107,0.0081,0.0806,0.7634,0.0101,0.7031,1.818,True
MLP (64-64),mlp,0.25,0.75,3,0.7531,0.0011,0.0011,0.106,0.0913,0.3101,0.0019,0.0833,0.7584,0.0121,0.7035,1.294,True
MLP (64-64),mlp,0.25,1.0,3,0.7447,0.0005,0.0005,0.1097,0.1041,0.3455,0.0043,0.0913,0.7497,0.0102,0.666,1.055,True
MLP (64-64),mlp,0.5,0.0,3,0.7669,0.0821,0.0821,0.0708,0.0948,0.3457,0.09,0.0775,0.7692,0.0878,0.6685,1.891,True
