Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,1.0,0.0,6,0.7439,0.1232,0.1232,0.1249,0.1039,0.3388,0.0962,0.0899,0.748,0.118,0.668,0.822,True
Logistic Regression,logreg,1.0,0.005,6,0.7439,0.1232,0.1232,0.1249,0.1039,0.3388,0.0962,0.0899,0.748,0.118,0.668,0.831,True
Logistic Regression,logreg,1.0,0.05,6,0.7439,0.1232,0.1232,0.1249,0.1039,0.3388,0.0962,0.0899,0.748,0.118,0.668,0.856,True
Logistic Regression,logreg,1.0,0.25,6,0.7439,0.1232,0.1232,0.1249,0.1039,0.3388,0.0962,0.0899,0.748,0.118,0.668,0.87,True
Logistic Regression,logreg,1.0,0.5,6,0.7439,0.1232,0.1232,0.1249,0.1039,0.3388,0.0962,0.0899,0.748,0.118,0.668,0.835,True
Logistic Regression,logreg,1.0,0.75,6,0.7439,0.1232,0.1232,0.1249,0.1039,0.3388,0.0962,0.0899,0.748,0.118,0.668,0.866,True
Logistic Regression,logreg,1.0,1.0,6,0.7439,0.1232,0.1232,0.1249,0.1039,0.3388,0.0962,0.0899,0.748,0.118,0.668,0.847,True
MLP (64-64),mlp,0.0,0.0,6,0.6283,0.0024,0.0024,0.0304,0.0628,0.0614,0.0125,0.0528,0.64,0.0029,0.9376,5.524,True
MLP (64-64),mlp,0.0,0.005,6,0.6288,0.0238,0.0238,0.0902,0.0628,0.0619,0.0004,0.0528,0.6404,0.0192,0.9366,5.381,True
MLP (64-64),mlp,0.0,0.05,6,0.6204,0.01,0.01,0.0535,0.0626,0.0535,0.0011,0.0529,0.6337,0.01,0.9441,5.429,True
MLP (64-64),mlp,0.0,0.25,6,0.5693,0.0,0.0,0.0,0.0599,0.0,0.0,0.0597,0.5808,0.0,1.0,0.511,True
MLP (64-64),mlp,0.0,0.5,6,0.5693,0.0,0.0,0.0,0.0599,0.0,0.0002,0.0598,0.5808,0.0,1.0,0.696,True
MLP (64-64),mlp,0.0,0.75,6,0.5693,0.0,0.0,0.0,0.0599,0.0,0.0001,0.0599,0.5808,0.0,1.0,0.777,True
MLP (64-64),mlp,0.0,1.0,6,0.4307,0.0,0.0,0.0,0.6609,,0.0,0.1449,0.4192,0.0,0.0,1.998,True
MLP (64-64),mlp,0.005,0.0,6,0.6731,0.0034,0.0034,0.0571,0.0658,0.1156,0.0266,0.0531,0.6789,0.0015,0.8897,4.07,True
MLP (64-64),mlp,0.005,0.005,6,0.6682,0.0268,0.0268,0.1176,0.0654,0.1093,0.0122,0.0531,0.6738,0.0284,0.8946,3.937,True
MLP (64-64),mlp,0.005,0.05,6,0.6601,0.0088,0.0088,0.0737,0.0652,0.1004,0.0015,0.0541,0.6666,0.0137,0.9034,2.644,True
MLP (64-64),mlp,0.005,0.25,6,0.6498,0.0005,0.0005,0.0505,0.0649,0.0891,0.0016,0.0545,0.659,0.0057,0.9132,2.657,True
MLP (64-64),mlp,0.005,0.5,6,0.5693,0.0,0.0,0.0,0.0599,0.0,0.0017,0.0591,0.5808,0.0,1.0,1.46,True
MLP (64-64),mlp,0.005,0.75,6,0.5693,0.0,0.0,0.0,0.0599,0.0,0.0016,0.0665,0.5808,0.0,1.0,1.148,True
MLP (64-64),mlp,0.005,1.0,6,0.5693,0.0,0.0,0.0,0.0599,0.0,0.0,0.1228,0.5808,0.0,1.0,1.229,True
MLP (64-64),mlp,0.05,0.0,6,0.74,0.0262,0.0262,0.0614,0.0734,0.2195,0.058,0.0589,0.7394,0.0259,0.7858,3.833,True
MLP (64-64),mlp,0.05,0.005,6,0.7403,0.0112,0.0112,0.0883,0.0734,0.22,0.0463,0.0589,0.738,0.0133,0.7882,4.202,True
MLP (64-64),mlp,0.05,0.05,6,0.7433,0.0313,0.0313,0.1693,0.0737,0.225,0.0033,0.0598,0.7391,0.0297,0.7833,4.929,True
MLP (64-64),mlp,0.05,0.25,6,0.7313,0.0118,0.0118,0.1202,0.0738,0.2098,0.004,0.0613,0.7321,0.0111,0.7967,3.657,True
MLP (64-64),mlp,0.05,0.5,6,0.7455,0.0065,0.0065,0.1277,0.0776,0.2426,0.0027,0.0665,0.7439,0.0101,0.7677,3.131,True
MLP (64-64),mlp,0.05,0.75,6,0.7298,0.0089,0.0089,0.0803,0.0803,0.2321,0.0044,0.0724,0.733,0.0016,0.7764,2.307,True
MLP (64-64),mlp,0.05,1.0,6,0.6804,0.0222,0.0222,0.0201,0.0823,0.1807,0.0047,0.1003,0.6876,0.0058,0.8212,1.951,True
MLP (64-64),mlp,0.25,0.0,6,0.7656,0.062,0.062,0.0594,0.0868,0.3071,0.0857,0.072,0.7635,0.0574,0.7013,2.448,True
MLP (64-64),mlp,0.25,0.005,6,0.7656,0.0558,0.0558,0.0583,0.0862,0.3049,0.0809,0.0716,0.7633,0.0531,0.7025,3.527,True
MLP (64-64),mlp,0.25,0.05,6,0.7668,0.0084,0.0084,0.1256,0.0846,0.3005,0.0279,0.0719,0.7637,0.0023,0.7067,2.87,True
MLP (64-64),mlp,0.25,0.25,6,0.7665,0.0084,0.0084,0.1546,0.0855,0.3034,0.0053,0.0735,0.7655,0.0213,0.7043,4.135,True
MLP (64-64),mlp,0.25,0.5,6,0.7602,0.008,0.008,0.1238,0.086,0.2957,0.0052,0.0772,0.7648,0.0001,0.7066,1.949,True
MLP (64-64),mlp,0.25,0.75,6,0.7516,0.0136,0.0136,0.1182,0.0921,0.3061,0.0028,0.0844,0.7571,0.0037,0.7013,1.015,True
MLP (64-64),mlp,0.25,1.0,6,0.7548,0.003,0.003,0.1328,0.0958,0.3255,0.0034,0.0864,0.7623,0.0041,0.6773,1.64,True
MLP (64-64),mlp,0.5,0.0,6,0.7662,0.0798,0.0798,0.0832,0.0916,0.3273,0.0938,0.0756,0.7665,0.0747,0.6759,2.605,True
MLP (64-64),mlp,0.5,0.005,6,0.7662,0.0777,0.0777,0.0802,0.0921,0.3291,0.0914,0.0756,0.7674,0.0717,0.675,2.722,True
MLP (64-64),mlp,0.5,0.05,6,0.769,0.049,0.049,0.0857,0.0916,0.3319,0.0654,0.0763,0.7675,0.0425,0.6731,2.989,True
MLP (64-64),mlp,0.5,0.25,6,0.7659,0.0064,0.0064,0.1556,0.0914,0.3258,0.007,0.0774,0.7705,0.0222,0.6765,2.888,True
MLP (64-64),mlp,0.5,0.5,6,0.7683,0.0053,0.0053,0.1483,0.0922,0.3332,0.0064,0.0797,0.7686,0.0179,0.6718,2.542,True
MLP (64-64),mlp,0.5,0.75,6,0.7616,0.0056,0.0056,0.1318,0.0923,0.3225,0.0053,0.0812,0.7652,0.0004,0.6814,1.693,True
MLP (64-64),mlp,0.5,1.0,6,0.7623,0.0115,0.0115,0.1232,0.0905,0.3166,0.0077,0.0808,0.7663,0.001,0.6857,2.454,True
MLP (64-64),mlp,0.75,0.0,6,0.7658,0.0864,0.0864,0.0912,0.0941,0.3365,0.0975,0.0769,0.7651,0.0848,0.6653,2.297,True
MLP (64-64),mlp,0.75,0.005,6,0.7658,0.0867,0.0867,0.09,0.0956,0.3423,0.0957,0.0787,0.7622,0.0819,0.6626,1.714,True
MLP (64-64),mlp,0.75,0.05,6,0.766,0.0783,0.0783,0.0872,0.0956,0.3429,0.0878,0.078,0.7663,0.0737,0.6565,2.358,True
MLP (64-64),mlp,0.75,0.25,6,0.769,0.036,0.036,0.1112,0.0966,0.3519,0.0485,0.0802,0.7698,0.0276,0.6488,1.973,True
MLP (64-64),mlp,0.75,0.5,6,0.767,0.0106,0.0106,0.1593,0.0922,0.3309,0.0062,0.0779,0.77,0.0242,0.6732,3.084,True
MLP (64-64),mlp,0.75,0.75,6,0.7667,0.0109,0.0109,0.1546,0.0927,0.3326,0.0067,0.0786,0.7707,0.0213,0.6717,2.502,True
MLP (64-64),mlp,0.75,1.0,6,0.7685,0.0039,0.0039,0.1495,0.0929,0.3362,0.0047,0.0801,0.7704,0.0165,0.669,2.445,True
MLP (64-64),mlp,1.0,0.0,6,0.7679,0.0897,0.0897,0.096,0.0961,0.348,0.1012,0.079,0.766,0.0912,0.6532,1.959,True
MLP (64-64),mlp,1.0,0.005,6,0.7679,0.0897,0.0897,0.096,0.0961,0.348,0.1012,0.079,0.766,0.0912,0.6532,2.067,True
MLP (64-64),mlp,1.0,0.05,6,0.7679,0.0897,0.0897,0.096,0.0961,0.348,0.1012,0.079,0.766,0.0912,0.6532,2.113,True
MLP (64-64),mlp,1.0,0.25,6,0.7679,0.0897,0.0897,0.096,0.0961,0.348,0.1012,0.079,0.766,0.0912,0.6532,2.216,True
MLP (64-64),mlp,1.0,0.5,6,0.7679,0.0897,0.0897,0.096,0.0961,0.348,0.1012,0.079,0.766,0.0912,0.6532,2.071,True
MLP (64-64),mlp,1.0,0.75,6,0.7679,0.0897,0.0897,0.096,0.0961,0.348,0.1012,0.079,0.766,0.0912,0.6532,2.059,True
MLP (64-64),mlp,1.0,1.0,6,0.7679,0.0897,0.0897,0.096,0.0961,0.348,0.1012,0.079,0.766,0.0912,0.6532,2.079,True
