Alpha,Beta,Group Fairness,Individual Fairness,Accuracy,Demographic Parity Difference,Equalized Odds Difference,Theil Index,Gini Coefficient,Train Time (s),Trained This Run
0.05,0.05,demographic_parity_difference,gini_coefficient,0.79,0.26,1.0,0.12,0.67,0.585,True
0.05,0.05,equalized_odds_difference,theil_index,0.71,0.3,0.51,0.2,0.8,1.245,True
0.05,0.05,equalized_odds_difference,generalized_entropy_index,0.75,0.38,1.0,0.16,0.75,1.237,True
0.05,0.05,equalized_odds_difference,atkinson_index,0.79,0.25,1.0,0.13,0.69,1.221,True
0.05,0.05,equalized_odds_difference,gini_coefficient,0.7,0.31,0.52,0.2,0.79,1.234,True
0.05,0.05,equal_opportunity_difference,theil_index,0.69,0.29,0.48,0.22,0.82,0.854,True
0.05,0.05,equal_opportunity_difference,generalized_entropy_index,0.75,0.4,0.68,0.15,0.72,0.883,True
0.05,0.05,equal_opportunity_difference,atkinson_index,0.68,0.33,1.0,0.24,0.84,0.843,True
0.05,0.05,equal_opportunity_difference,gini_coefficient,0.79,0.25,1.0,0.12,0.67,0.848,True
0.05,0.05,disparate_impact_difference,theil_index,0.79,0.27,1.0,0.13,0.68,0.579,True
0.05,0.05,disparate_impact_difference,generalized_entropy_index,0.68,0.27,0.45,0.23,0.84,0.586,True
0.05,0.05,disparate_impact_difference,atkinson_index,0.77,0.42,0.7,0.14,0.71,0.578,True
0.05,0.05,disparate_impact_difference,gini_coefficient,0.7,0.28,0.48,0.21,0.81,0.579,True
0.05,0.25,demographic_parity_difference,theil_index,0.77,0.27,1.0,0.14,0.7,0.578,True
0.05,0.25,demographic_parity_difference,generalized_entropy_index,0.72,0.33,1.0,0.19,0.78,0.58,True
0.05,0.25,demographic_parity_difference,atkinson_index,0.71,0.32,0.54,0.2,0.79,0.573,True
0.05,0.25,demographic_parity_difference,gini_coefficient,0.73,0.37,0.62,0.18,0.76,0.584,True
0.05,0.25,equalized_odds_difference,theil_index,0.75,0.28,1.0,0.16,0.74,1.259,True
0.05,0.25,equalized_odds_difference,generalized_entropy_index,0.68,0.25,0.43,0.23,0.84,1.228,True
0.05,0.25,equalized_odds_difference,atkinson_index,0.77,0.4,0.69,0.14,0.7,1.225,True
0.05,0.25,equalized_odds_difference,gini_coefficient,0.73,0.33,0.56,0.18,0.77,1.225,True
0.05,0.25,equal_opportunity_difference,theil_index,0.78,0.26,1.0,0.14,0.7,0.85,True
0.05,0.25,equal_opportunity_difference,generalized_entropy_index,0.78,0.29,1.0,0.14,0.7,0.858,True
0.05,0.25,equal_opportunity_difference,atkinson_index,0.77,0.41,0.71,0.14,0.71,0.855,True
0.05,0.25,equal_opportunity_difference,gini_coefficient,0.71,0.31,0.53,0.2,0.79,0.856,True
0.05,0.25,disparate_impact_difference,theil_index,0.71,0.32,0.52,0.2,0.79,0.574,True
0.05,0.25,disparate_impact_difference,generalized_entropy_index,0.77,0.42,0.71,0.14,0.71,0.579,True
0.05,0.25,disparate_impact_difference,atkinson_index,0.8,0.46,0.78,0.12,0.66,0.579,True
0.05,0.25,disparate_impact_difference,gini_coefficient,0.72,0.32,0.55,0.19,0.79,0.602,True
0.05,0.5,demographic_parity_difference,theil_index,0.75,0.37,0.63,0.16,0.75,0.579,True
0.05,0.5,demographic_parity_difference,generalized_entropy_index,0.7,0.31,0.51,0.21,0.8,0.583,True
0.05,0.5,demographic_parity_difference,atkinson_index,0.79,0.24,1.0,0.12,0.67,0.576,True
0.05,0.5,demographic_parity_difference,gini_coefficient,0.7,0.28,0.48,0.21,0.82,0.581,True
0.05,0.5,equalized_odds_difference,theil_index,0.73,0.35,0.6,0.18,0.77,1.231,True
0.05,0.5,equalized_odds_difference,generalized_entropy_index,0.79,0.25,1.0,0.12,0.67,1.244,True
0.05,0.5,equalized_odds_difference,atkinson_index,0.76,0.39,0.66,0.16,0.73,1.232,True
0.05,0.5,equalized_odds_difference,gini_coefficient,0.78,0.42,0.71,0.13,0.7,1.238,True
0.05,0.5,equal_opportunity_difference,theil_index,0.77,0.41,0.7,0.14,0.72,0.85,True
0.05,0.5,equal_opportunity_difference,generalized_entropy_index,0.79,0.25,1.0,0.13,0.68,0.856,True
0.05,0.5,equal_opportunity_difference,atkinson_index,0.72,0.33,0.57,0.19,0.78,0.848,True
0.05,0.5,equal_opportunity_difference,gini_coefficient,0.69,0.26,0.43,0.23,0.83,0.876,True
0.05,0.5,disparate_impact_difference,theil_index,0.75,0.39,0.66,0.16,0.75,0.584,True
0.05,0.5,disparate_impact_difference,generalized_entropy_index,0.7,0.31,0.51,0.21,0.8,0.587,True
0.05,0.5,disparate_impact_difference,atkinson_index,0.76,0.4,0.69,0.15,0.72,0.581,True
0.05,0.5,disparate_impact_difference,gini_coefficient,0.78,0.42,0.71,0.13,0.69,0.585,True
0.05,0.75,demographic_parity_difference,theil_index,0.78,0.27,1.0,0.13,0.7,0.581,True
0.05,0.75,demographic_parity_difference,generalized_entropy_index,0.77,0.28,1.0,0.14,0.71,0.59,True
0.05,0.75,demographic_parity_difference,atkinson_index,0.71,0.31,0.52,0.2,0.79,0.578,True
0.05,0.75,demographic_parity_difference,gini_coefficient,0.74,0.38,0.63,0.16,0.74,0.584,True
0.05,0.75,equalized_odds_difference,theil_index,0.69,0.28,0.47,0.22,0.83,1.244,True
0.05,0.75,equalized_odds_difference,generalized_entropy_index,0.8,0.26,1.0,0.12,0.66,1.25,True
0.05,0.75,equalized_odds_difference,atkinson_index,0.71,0.32,0.52,0.2,0.79,1.24,True
0.05,0.75,equalized_odds_difference,gini_coefficient,0.78,0.31,1.0,0.13,0.7,1.259,True
0.05,0.75,equal_opportunity_difference,theil_index,0.73,0.35,0.6,0.18,0.76,0.858,True
0.05,0.75,equal_opportunity_difference,generalized_entropy_index,0.77,0.28,1.0,0.14,0.7,0.859,True
0.05,0.75,equal_opportunity_difference,atkinson_index,0.75,0.29,1.0,0.16,0.75,0.853,True
0.05,0.75,equal_opportunity_difference,gini_coefficient,0.78,0.25,1.0,0.13,0.68,0.856,True
0.05,0.75,disparate_impact_difference,theil_index,0.78,0.43,0.73,0.13,0.69,0.581,True
0.05,0.75,disparate_impact_difference,generalized_entropy_index,0.74,0.34,1.0,0.17,0.76,0.586,True
0.05,0.75,disparate_impact_difference,atkinson_index,0.69,0.28,0.48,0.23,0.83,0.58,True
0.05,0.75,disparate_impact_difference,gini_coefficient,0.79,0.25,1.0,0.12,0.67,0.588,True
0.05,1.0,demographic_parity_difference,theil_index,0.73,0.37,0.62,0.17,0.76,0.589,True
0.05,1.0,demographic_parity_difference,generalized_entropy_index,0.7,0.28,0.48,0.21,0.82,0.597,True
0.05,1.0,demographic_parity_difference,atkinson_index,0.72,0.33,0.56,0.19,0.79,0.618,True
0.05,1.0,demographic_parity_difference,gini_coefficient,0.74,0.37,0.62,0.17,0.76,0.597,True
0.05,1.0,equalized_odds_difference,theil_index,0.69,0.26,0.45,0.22,0.82,1.265,True
0.05,1.0,equalized_odds_difference,generalized_entropy_index,0.7,0.29,0.49,0.22,0.82,1.272,True
0.05,1.0,equalized_odds_difference,atkinson_index,0.78,0.28,1.0,0.13,0.69,1.259,True
0.05,1.0,equalized_odds_difference,gini_coefficient,0.77,0.43,0.72,0.15,0.71,1.258,True
0.05,1.0,equal_opportunity_difference,theil_index,0.7,0.28,0.48,0.21,0.81,0.862,True
0.05,1.0,equal_opportunity_difference,generalized_entropy_index,0.79,0.24,1.0,0.12,0.67,0.906,True
0.05,1.0,equal_opportunity_difference,atkinson_index,0.68,0.25,0.42,0.23,0.84,0.905,True
0.05,1.0,equal_opportunity_difference,gini_coefficient,0.7,0.3,0.5,0.21,0.8,0.885,True
0.05,1.0,disparate_impact_difference,theil_index,0.72,0.32,0.54,0.19,0.79,0.594,True
0.05,1.0,disparate_impact_difference,generalized_entropy_index,0.73,0.35,0.59,0.18,0.77,0.624,True
0.05,1.0,disparate_impact_difference,atkinson_index,0.74,0.29,1.0,0.17,0.76,0.6,True
0.05,1.0,disparate_impact_difference,gini_coefficient,0.77,0.42,0.72,0.14,0.71,0.597,True
0.25,0.0,demographic_parity_difference,theil_index,0.76,0.67,1.0,0.15,0.73,0.624,True
0.25,0.0,demographic_parity_difference,generalized_entropy_index,0.75,0.67,1.0,0.16,0.73,0.61,True
0.25,0.0,demographic_parity_difference,atkinson_index,0.75,0.36,0.62,0.16,0.75,0.596,True
0.25,0.0,demographic_parity_difference,gini_coefficient,0.7,0.28,0.47,0.21,0.81,0.596,True
0.25,0.0,equalized_odds_difference,theil_index,0.76,0.34,1.0,0.16,0.73,1.321,True
0.25,0.0,equalized_odds_difference,generalized_entropy_index,0.71,0.31,0.52,0.2,0.8,1.294,True
0.25,0.0,equalized_odds_difference,atkinson_index,0.69,0.26,0.45,0.23,0.84,1.265,True
0.25,0.0,equalized_odds_difference,gini_coefficient,0.69,0.29,0.48,0.22,0.82,1.32,True
0.25,0.0,equal_opportunity_difference,theil_index,0.67,0.33,1.0,0.24,0.85,0.9,True
0.25,0.0,equal_opportunity_difference,generalized_entropy_index,0.73,0.37,0.62,0.17,0.76,0.892,True
0.25,0.0,equal_opportunity_difference,atkinson_index,0.76,0.38,0.65,0.15,0.73,0.896,True
0.25,0.0,equal_opportunity_difference,gini_coefficient,0.73,0.36,1.0,0.18,0.75,0.887,True
0.25,0.0,disparate_impact_difference,theil_index,0.68,0.25,0.42,0.23,0.84,0.593,True
0.25,0.0,disparate_impact_difference,generalized_entropy_index,0.72,0.33,0.55,0.19,0.79,0.593,True
0.25,0.0,disparate_impact_difference,atkinson_index,0.75,0.39,0.65,0.16,0.74,0.603,True
0.25,0.0,disparate_impact_difference,gini_coefficient,0.78,0.31,1.0,0.14,0.7,0.599,True
0.25,0.005,demographic_parity_difference,theil_index,0.69,0.27,0.46,0.22,0.83,0.604,True
0.25,0.005,demographic_parity_difference,generalized_entropy_index,0.73,0.34,0.57,0.18,0.77,0.621,True
0.25,0.005,demographic_parity_difference,atkinson_index,0.72,0.34,0.57,0.18,0.78,0.6,True
0.25,0.005,demographic_parity_difference,gini_coefficient,0.67,0.25,0.42,0.24,0.85,0.597,True
0.25,0.005,equalized_odds_difference,theil_index,0.77,0.26,1.0,0.14,0.69,1.286,True
0.25,0.005,equalized_odds_difference,generalized_entropy_index,0.75,0.4,0.67,0.16,0.73,1.261,True
0.25,0.005,equalized_odds_difference,atkinson_index,0.75,0.39,0.66,0.16,0.72,1.254,True
0.25,0.005,equalized_odds_difference,gini_coefficient,0.67,0.24,0.4,0.25,0.86,1.253,True
0.25,0.005,equal_opportunity_difference,theil_index,0.69,0.33,1.0,0.22,0.81,0.897,True
0.25,0.005,equal_opportunity_difference,generalized_entropy_index,0.76,0.4,0.68,0.15,0.73,0.886,True
0.25,0.005,equal_opportunity_difference,atkinson_index,0.7,0.28,0.48,0.21,0.81,0.914,True
0.25,0.005,equal_opportunity_difference,gini_coefficient,0.72,0.34,0.57,0.19,0.79,0.893,True
0.25,0.005,disparate_impact_difference,theil_index,0.73,0.35,0.58,0.18,0.76,0.608,True
0.25,0.005,disparate_impact_difference,generalized_entropy_index,0.74,0.37,0.62,0.17,0.76,0.617,True
0.25,0.005,disparate_impact_difference,atkinson_index,0.71,0.33,1.0,0.2,0.79,0.597,True
0.25,0.005,disparate_impact_difference,gini_coefficient,0.71,0.31,0.51,0.2,0.79,0.613,True
0.25,0.05,demographic_parity_difference,theil_index,0.74,0.39,1.0,0.17,0.74,0.626,True
0.25,0.05,demographic_parity_difference,generalized_entropy_index,0.69,0.28,0.46,0.22,0.81,0.611,True
0.25,0.05,demographic_parity_difference,atkinson_index,0.77,0.31,1.0,0.14,0.7,0.612,True
0.25,0.05,demographic_parity_difference,gini_coefficient,0.68,0.26,0.45,0.23,0.82,0.61,True
0.25,0.05,equalized_odds_difference,theil_index,0.79,0.44,0.74,0.13,0.68,1.269,True
0.25,0.05,equalized_odds_difference,generalized_entropy_index,0.78,0.36,1.0,0.14,0.72,1.263,True
0.25,0.05,equalized_odds_difference,atkinson_index,0.77,0.34,1.0,0.15,0.72,1.257,True
0.25,0.05,equalized_odds_difference,gini_coefficient,0.69,0.29,0.47,0.22,0.82,1.264,True
0.25,0.05,equal_opportunity_difference,theil_index,0.79,0.45,0.76,0.13,0.68,0.871,True
0.25,0.05,equal_opportunity_difference,generalized_entropy_index,0.7,0.3,0.5,0.21,0.8,0.869,True
0.25,0.05,equal_opportunity_difference,atkinson_index,0.7,0.3,0.5,0.21,0.81,0.867,True
0.25,0.05,equal_opportunity_difference,gini_coefficient,0.76,0.4,0.67,0.15,0.72,0.906,True
0.25,0.05,disparate_impact_difference,theil_index,0.69,0.27,0.46,0.22,0.83,0.602,True
0.25,0.05,disparate_impact_difference,generalized_entropy_index,0.74,0.38,0.65,0.17,0.76,0.603,True
0.25,0.05,disparate_impact_difference,atkinson_index,0.69,0.29,0.49,0.22,0.82,0.596,True
0.25,0.05,disparate_impact_difference,gini_coefficient,0.77,0.38,0.65,0.15,0.72,0.604,True
0.25,0.25,demographic_parity_difference,theil_index,0.7,0.31,0.51,0.21,0.8,0.598,True
0.25,0.25,demographic_parity_difference,generalized_entropy_index,0.74,0.37,0.62,0.17,0.75,0.605,True
0.25,0.25,demographic_parity_difference,atkinson_index,0.68,0.25,0.42,0.24,0.84,0.597,True
0.25,0.25,demographic_parity_difference,gini_coefficient,0.78,0.45,0.76,0.13,0.69,0.599,True
0.25,0.25,equalized_odds_difference,theil_index,0.69,0.3,0.5,0.22,0.81,1.529,True
0.25,0.25,equalized_odds_difference,generalized_entropy_index,0.77,0.67,1.0,0.14,0.71,1.296,True
0.25,0.25,equalized_odds_difference,atkinson_index,0.79,0.28,1.0,0.12,0.68,1.265,True
0.25,0.25,equalized_odds_difference,gini_coefficient,0.68,0.26,0.44,0.23,0.83,1.263,True
0.25,0.25,equal_opportunity_difference,theil_index,0.71,0.33,1.0,0.2,0.79,0.863,True
0.25,0.25,equal_opportunity_difference,generalized_entropy_index,0.73,0.37,0.62,0.18,0.76,0.87,True
0.25,0.25,equal_opportunity_difference,atkinson_index,0.77,0.42,0.71,0.14,0.7,0.867,True
0.25,0.25,equal_opportunity_difference,gini_coefficient,0.72,0.33,0.55,0.19,0.77,0.876,True
0.25,0.25,disparate_impact_difference,theil_index,0.78,0.33,1.0,0.13,0.69,0.593,True
0.25,0.25,disparate_impact_difference,generalized_entropy_index,0.78,0.33,1.0,0.13,0.68,0.595,True
0.25,0.25,disparate_impact_difference,atkinson_index,0.71,0.31,0.52,0.2,0.79,0.592,True
0.25,0.25,disparate_impact_difference,gini_coefficient,0.78,0.44,0.74,0.13,0.68,0.594,True
0.25,0.5,demographic_parity_difference,theil_index,0.7,0.3,0.5,0.21,0.8,0.617,True
0.25,0.5,demographic_parity_difference,generalized_entropy_index,0.76,0.4,0.68,0.15,0.71,0.602,True
0.25,0.5,demographic_parity_difference,atkinson_index,0.76,0.4,0.67,0.15,0.73,0.592,True
0.25,0.5,demographic_parity_difference,gini_coefficient,0.7,0.32,0.53,0.2,0.8,0.597,True
0.25,0.5,equalized_odds_difference,theil_index,0.78,0.44,0.74,0.13,0.69,1.26,True
0.25,0.5,equalized_odds_difference,generalized_entropy_index,0.77,0.42,0.72,0.14,0.71,1.263,True
0.25,0.5,equalized_odds_difference,atkinson_index,0.74,0.38,0.64,0.17,0.74,1.261,True
0.25,0.5,equalized_odds_difference,gini_coefficient,0.69,0.29,0.49,0.22,0.82,1.27,True
0.25,0.5,equal_opportunity_difference,theil_index,0.68,0.26,0.44,0.23,0.83,0.869,True
0.25,0.5,equal_opportunity_difference,generalized_entropy_index,0.74,0.37,0.63,0.17,0.75,0.878,True
0.25,0.5,equal_opportunity_difference,atkinson_index,0.71,0.3,0.5,0.2,0.8,0.877,True
0.25,0.5,equal_opportunity_difference,gini_coefficient,0.71,0.3,0.51,0.2,0.79,0.896,True
0.25,0.5,disparate_impact_difference,theil_index,0.7,0.28,0.46,0.21,0.81,0.591,True
0.25,0.5,disparate_impact_difference,generalized_entropy_index,0.78,0.43,0.74,0.13,0.69,0.596,True
0.25,0.5,disparate_impact_difference,atkinson_index,0.69,0.3,0.49,0.22,0.82,0.586,True
0.25,0.5,disparate_impact_difference,gini_coefficient,0.78,0.27,1.0,0.13,0.7,0.591,True
0.25,0.75,demographic_parity_difference,theil_index,0.75,0.38,0.64,0.16,0.74,0.593,True
0.25,0.75,demographic_parity_difference,generalized_entropy_index,0.73,0.37,0.62,0.18,0.77,0.599,True
0.25,0.75,demographic_parity_difference,atkinson_index,0.78,0.67,1.0,0.13,0.69,0.59,True
0.25,0.75,demographic_parity_difference,gini_coefficient,0.69,0.3,0.49,0.21,0.81,0.594,True
0.25,0.75,equalized_odds_difference,theil_index,0.69,0.28,0.47,0.22,0.81,1.262,True
0.25,0.75,equalized_odds_difference,generalized_entropy_index,0.7,0.33,1.0,0.21,0.8,1.266,True
0.25,0.75,equalized_odds_difference,atkinson_index,0.71,0.32,0.54,0.2,0.79,1.267,True
0.25,0.75,equalized_odds_difference,gini_coefficient,0.76,0.41,0.69,0.15,0.71,1.289,True
0.25,0.75,equal_opportunity_difference,theil_index,0.74,0.37,1.0,0.17,0.76,0.872,True
0.25,0.75,equal_opportunity_difference,generalized_entropy_index,0.79,0.43,0.74,0.13,0.68,0.877,True
0.25,0.75,equal_opportunity_difference,atkinson_index,0.71,0.33,0.54,0.2,0.79,0.87,True
0.25,0.75,equal_opportunity_difference,gini_coefficient,0.68,0.26,0.44,0.23,0.83,0.876,True
0.25,0.75,disparate_impact_difference,theil_index,0.8,0.46,0.78,0.12,0.67,0.594,True
0.25,0.75,disparate_impact_difference,generalized_entropy_index,0.75,0.67,1.0,0.16,0.75,0.599,True
0.25,0.75,disparate_impact_difference,atkinson_index,0.79,0.34,1.0,0.12,0.67,0.591,True
0.25,0.75,disparate_impact_difference,gini_coefficient,0.79,0.3,1.0,0.13,0.68,0.595,True
0.25,1.0,demographic_parity_difference,theil_index,0.76,0.41,0.69,0.15,0.71,0.594,True
0.25,1.0,demographic_parity_difference,generalized_entropy_index,0.76,0.67,1.0,0.15,0.72,0.618,True
0.25,1.0,demographic_parity_difference,atkinson_index,0.76,0.42,0.71,0.15,0.72,0.603,True
0.25,1.0,demographic_parity_difference,gini_coefficient,0.79,0.44,0.75,0.12,0.68,0.647,True
0.25,1.0,equalized_odds_difference,theil_index,0.73,0.35,1.0,0.18,0.78,1.368,True
0.25,1.0,equalized_odds_difference,generalized_entropy_index,0.78,0.42,0.72,0.13,0.69,1.375,True
0.25,1.0,equalized_odds_difference,atkinson_index,0.77,0.31,1.0,0.15,0.73,1.321,True
0.25,1.0,equalized_odds_difference,gini_coefficient,0.74,0.39,0.65,0.17,0.75,1.298,True
0.25,1.0,equal_opportunity_difference,theil_index,0.71,0.32,0.53,0.2,0.79,0.904,True
0.25,1.0,equal_opportunity_difference,generalized_entropy_index,0.7,0.3,0.5,0.21,0.81,0.954,True
0.25,1.0,equal_opportunity_difference,atkinson_index,0.77,0.67,1.0,0.14,0.71,0.893,True
0.25,1.0,equal_opportunity_difference,gini_coefficient,0.74,0.37,0.63,0.17,0.76,0.881,True
0.25,1.0,disparate_impact_difference,theil_index,0.7,0.27,0.47,0.21,0.82,0.598,True
0.25,1.0,disparate_impact_difference,generalized_entropy_index,0.73,0.34,0.58,0.18,0.77,0.601,True
0.25,1.0,disparate_impact_difference,atkinson_index,0.79,0.44,0.75,0.13,0.68,0.59,True
0.25,1.0,disparate_impact_difference,gini_coefficient,0.76,0.42,0.71,0.15,0.73,0.593,True
0.5,0.0,demographic_parity_difference,theil_index,0.73,0.37,0.61,0.18,0.77,0.594,True
0.5,0.0,demographic_parity_difference,generalized_entropy_index,0.76,0.38,0.65,0.16,0.73,0.606,True
0.5,0.0,demographic_parity_difference,atkinson_index,0.75,0.4,0.67,0.16,0.73,0.616,True
0.5,0.0,demographic_parity_difference,gini_coefficient,0.69,0.28,0.47,0.22,0.82,0.595,True
0.5,0.0,equalized_odds_difference,theil_index,0.71,0.32,0.54,0.2,0.79,1.267,True
0.5,0.0,equalized_odds_difference,generalized_entropy_index,0.77,0.41,0.7,0.14,0.71,1.274,True
0.5,0.0,equalized_odds_difference,atkinson_index,0.76,0.41,0.69,0.15,0.72,1.276,True
0.5,0.0,equalized_odds_difference,gini_coefficient,0.74,0.37,0.63,0.17,0.76,1.272,True
0.5,0.0,equal_opportunity_difference,theil_index,0.71,0.29,0.49,0.2,0.8,0.877,True
0.5,0.0,equal_opportunity_difference,generalized_entropy_index,0.75,0.4,0.67,0.16,0.73,0.89,True
0.5,0.0,equal_opportunity_difference,atkinson_index,0.75,0.4,0.69,0.16,0.74,0.886,True
0.5,0.0,equal_opportunity_difference,gini_coefficient,0.66,0.23,0.39,0.25,0.86,0.892,True
0.5,0.0,disparate_impact_difference,theil_index,0.74,0.37,0.63,0.17,0.75,0.621,True
0.5,0.0,disparate_impact_difference,generalized_entropy_index,0.76,0.41,0.69,0.15,0.72,0.602,True
0.5,0.0,disparate_impact_difference,atkinson_index,0.69,0.33,1.0,0.21,0.79,0.601,True
0.5,0.0,disparate_impact_difference,gini_coefficient,0.75,0.67,1.0,0.16,0.74,0.603,True
0.5,0.005,demographic_parity_difference,theil_index,0.67,0.24,0.41,0.24,0.85,0.599,True
0.5,0.005,demographic_parity_difference,generalized_entropy_index,0.77,0.42,0.7,0.15,0.71,0.596,True
0.5,0.005,demographic_parity_difference,atkinson_index,0.75,0.41,0.68,0.16,0.73,0.589,True
0.5,0.005,demographic_parity_difference,gini_coefficient,0.77,0.43,0.73,0.14,0.7,0.595,True
0.5,0.005,equalized_odds_difference,theil_index,0.79,0.44,0.75,0.13,0.69,1.272,True
0.5,0.005,equalized_odds_difference,generalized_entropy_index,0.67,0.23,0.39,0.24,0.85,1.286,True
0.5,0.005,equalized_odds_difference,atkinson_index,0.74,0.37,0.62,0.17,0.75,1.292,True
0.5,0.005,equalized_odds_difference,gini_coefficient,0.77,0.4,0.7,0.15,0.73,1.297,True
0.5,0.005,equal_opportunity_difference,theil_index,0.69,0.28,0.47,0.22,0.81,0.876,True
0.5,0.005,equal_opportunity_difference,generalized_entropy_index,0.78,0.67,1.0,0.13,0.68,0.884,True
0.5,0.005,equal_opportunity_difference,atkinson_index,0.74,0.38,0.64,0.17,0.76,0.872,True
0.5,0.005,equal_opportunity_difference,gini_coefficient,0.78,0.31,1.0,0.13,0.7,0.883,True
0.5,0.005,disparate_impact_difference,theil_index,0.78,0.67,1.0,0.13,0.67,0.606,True
0.5,0.005,disparate_impact_difference,generalized_entropy_index,0.71,0.34,0.58,0.2,0.8,0.602,True
0.5,0.005,disparate_impact_difference,atkinson_index,0.73,0.38,0.64,0.17,0.75,0.59,True
0.5,0.005,disparate_impact_difference,gini_coefficient,0.7,0.31,0.5,0.21,0.79,0.607,True
0.5,0.05,demographic_parity_difference,theil_index,0.73,0.34,0.58,0.18,0.78,0.601,True
0.5,0.05,demographic_parity_difference,generalized_entropy_index,0.76,0.35,1.0,0.15,0.73,0.606,True
0.5,0.05,demographic_parity_difference,atkinson_index,0.71,0.32,0.53,0.2,0.79,0.605,True
0.5,0.05,demographic_parity_difference,gini_coefficient,0.72,0.35,0.59,0.19,0.78,0.632,True
0.5,0.05,equalized_odds_difference,theil_index,0.7,0.3,0.49,0.21,0.81,1.3,True
0.5,0.05,equalized_odds_difference,generalized_entropy_index,0.74,0.37,0.62,0.17,0.75,1.305,True
0.5,0.05,equalized_odds_difference,atkinson_index,0.78,0.42,0.72,0.13,0.7,1.301,True
0.5,0.05,equalized_odds_difference,gini_coefficient,0.79,0.45,0.76,0.13,0.68,1.311,True
0.5,0.05,equal_opportunity_difference,theil_index,0.8,0.45,0.76,0.12,0.67,0.897,True
0.5,0.05,equal_opportunity_difference,generalized_entropy_index,0.75,0.29,1.0,0.16,0.74,0.894,True
0.5,0.05,equal_opportunity_difference,atkinson_index,0.72,0.36,0.59,0.19,0.77,0.89,True
0.5,0.05,equal_opportunity_difference,gini_coefficient,0.78,0.45,0.76,0.14,0.7,0.899,True
0.5,0.05,disparate_impact_difference,theil_index,0.79,0.43,0.74,0.12,0.68,0.612,True
0.5,0.05,disparate_impact_difference,generalized_entropy_index,0.77,0.41,0.7,0.14,0.7,0.628,True
0.5,0.05,disparate_impact_difference,atkinson_index,0.79,0.67,1.0,0.12,0.67,0.608,True
0.5,0.05,disparate_impact_difference,gini_coefficient,0.69,0.28,0.46,0.22,0.82,0.615,True
0.5,0.25,demographic_parity_difference,theil_index,0.75,0.37,0.63,0.16,0.73,0.609,True
0.5,0.25,demographic_parity_difference,generalized_entropy_index,0.74,0.35,0.6,0.17,0.76,0.609,True
0.5,0.25,demographic_parity_difference,atkinson_index,0.79,0.43,0.73,0.13,0.69,0.604,True
0.5,0.25,demographic_parity_difference,gini_coefficient,0.75,0.67,1.0,0.16,0.72,0.612,True
0.5,0.25,equalized_odds_difference,theil_index,0.76,0.39,0.66,0.15,0.73,1.293,True
0.5,0.25,equalized_odds_difference,generalized_entropy_index,0.71,0.32,0.53,0.2,0.79,1.3,True
0.5,0.25,equalized_odds_difference,atkinson_index,0.77,0.43,0.73,0.14,0.71,1.286,True
0.5,0.25,equalized_odds_difference,gini_coefficient,0.78,0.43,0.73,0.13,0.69,1.298,True
0.5,0.25,equal_opportunity_difference,theil_index,0.69,0.27,0.46,0.23,0.83,0.91,True
0.5,0.25,equal_opportunity_difference,generalized_entropy_index,0.74,0.39,0.64,0.17,0.74,0.892,True
0.5,0.25,equal_opportunity_difference,atkinson_index,0.72,0.36,0.61,0.19,0.77,0.89,True
0.5,0.25,equal_opportunity_difference,gini_coefficient,0.74,0.67,1.0,0.17,0.75,0.891,True
0.5,0.25,disparate_impact_difference,theil_index,0.79,0.45,0.76,0.13,0.68,0.611,True
0.5,0.25,disparate_impact_difference,generalized_entropy_index,0.7,0.29,0.49,0.21,0.81,0.608,True
0.5,0.25,disparate_impact_difference,atkinson_index,0.79,0.45,0.76,0.13,0.67,0.61,True
0.5,0.25,disparate_impact_difference,gini_coefficient,0.76,0.67,1.0,0.15,0.71,0.612,True
0.5,0.5,demographic_parity_difference,theil_index,0.74,0.67,1.0,0.17,0.76,0.607,True
0.5,0.5,demographic_parity_difference,generalized_entropy_index,0.75,0.4,0.68,0.16,0.74,0.609,True
0.5,0.5,demographic_parity_difference,atkinson_index,0.72,0.36,0.6,0.19,0.78,0.601,True
0.5,0.5,demographic_parity_difference,gini_coefficient,0.72,0.35,0.59,0.19,0.78,0.629,True
0.5,0.5,equalized_odds_difference,theil_index,0.68,0.26,0.43,0.24,0.84,1.293,True
0.5,0.5,equalized_odds_difference,generalized_entropy_index,0.71,0.29,0.5,0.2,0.8,1.297,True
0.5,0.5,equalized_odds_difference,atkinson_index,0.72,0.35,0.57,0.19,0.77,1.301,True
0.5,0.5,equalized_odds_difference,gini_coefficient,0.71,0.3,0.52,0.2,0.81,1.304,True
0.5,0.5,equal_opportunity_difference,theil_index,0.72,0.33,0.55,0.19,0.78,0.898,True
0.5,0.5,equal_opportunity_difference,generalized_entropy_index,0.76,0.41,0.7,0.15,0.72,0.903,True
0.5,0.5,equal_opportunity_difference,atkinson_index,0.72,0.33,0.56,0.19,0.79,0.9,True
0.5,0.5,equal_opportunity_difference,gini_coefficient,0.76,0.36,1.0,0.15,0.71,0.888,True
0.5,0.5,disparate_impact_difference,theil_index,0.78,0.45,0.75,0.13,0.68,0.597,True
0.5,0.5,disparate_impact_difference,generalized_entropy_index,0.75,0.38,0.65,0.16,0.75,0.602,True
0.5,0.5,disparate_impact_difference,atkinson_index,0.75,0.4,0.67,0.16,0.73,0.611,True
