Alpha,Beta,Group Fairness,Individual Fairness,Accuracy,Demographic Parity Difference,Equalized Odds Difference,Theil Index,Gini Coefficient,Train Time (s),Trained This Run
0.5,0.5,disparate_impact_difference,gini_coefficient,0.73,0.37,0.63,0.18,0.76,0.603,True
0.5,0.75,demographic_parity_difference,theil_index,0.78,0.45,0.75,0.13,0.68,0.598,True
0.5,0.75,demographic_parity_difference,generalized_entropy_index,0.73,0.37,0.62,0.18,0.77,0.601,True
0.5,0.75,demographic_parity_difference,atkinson_index,0.7,0.28,0.48,0.21,0.81,0.598,True
0.5,0.75,demographic_parity_difference,gini_coefficient,0.71,0.31,0.52,0.2,0.79,0.602,True
0.5,0.75,equalized_odds_difference,theil_index,0.77,0.42,0.71,0.14,0.7,1.278,True
0.5,0.75,equalized_odds_difference,generalized_entropy_index,0.73,0.36,0.6,0.18,0.76,1.287,True
0.5,0.75,equalized_odds_difference,atkinson_index,0.75,0.38,0.65,0.16,0.74,1.279,True
0.5,0.75,equalized_odds_difference,gini_coefficient,0.73,0.36,0.61,0.18,0.77,1.289,True
0.5,0.75,equal_opportunity_difference,theil_index,0.72,0.34,0.56,0.19,0.78,0.877,True
0.5,0.75,equal_opportunity_difference,generalized_entropy_index,0.75,0.37,0.64,0.16,0.75,0.889,True
0.5,0.75,equal_opportunity_difference,atkinson_index,0.75,0.35,1.0,0.16,0.75,0.893,True
0.5,0.75,equal_opportunity_difference,gini_coefficient,0.78,0.44,0.75,0.13,0.69,0.896,True
0.5,0.75,disparate_impact_difference,theil_index,0.77,0.44,0.74,0.14,0.7,0.599,True
0.5,0.75,disparate_impact_difference,generalized_entropy_index,0.68,0.24,0.42,0.24,0.85,0.604,True
0.5,0.75,disparate_impact_difference,atkinson_index,0.78,0.45,0.76,0.13,0.69,0.595,True
0.5,0.75,disparate_impact_difference,gini_coefficient,0.79,0.46,0.78,0.13,0.68,0.601,True
0.5,1.0,demographic_parity_difference,theil_index,0.78,0.42,0.71,0.13,0.69,0.599,True
0.5,1.0,demographic_parity_difference,generalized_entropy_index,0.7,0.31,0.52,0.21,0.8,0.606,True
0.5,1.0,demographic_parity_difference,atkinson_index,0.69,0.28,0.48,0.22,0.82,0.597,True
0.5,1.0,demographic_parity_difference,gini_coefficient,0.71,0.33,0.54,0.19,0.78,0.603,True
0.5,1.0,equalized_odds_difference,theil_index,0.72,0.67,1.0,0.19,0.77,1.281,True
0.5,1.0,equalized_odds_difference,generalized_entropy_index,0.73,0.34,0.57,0.18,0.78,1.284,True
0.5,1.0,equalized_odds_difference,atkinson_index,0.79,0.29,1.0,0.12,0.68,1.302,True
0.5,1.0,equalized_odds_difference,gini_coefficient,0.67,0.24,0.41,0.24,0.85,1.282,True
0.5,1.0,equal_opportunity_difference,theil_index,0.79,0.3,1.0,0.13,0.67,0.887,True
0.5,1.0,equal_opportunity_difference,generalized_entropy_index,0.78,0.3,1.0,0.14,0.71,0.884,True
0.5,1.0,equal_opportunity_difference,atkinson_index,0.69,0.31,0.51,0.22,0.81,0.875,True
0.5,1.0,equal_opportunity_difference,gini_coefficient,0.79,0.46,0.77,0.12,0.66,0.889,True
0.5,1.0,disparate_impact_difference,theil_index,0.72,0.34,0.56,0.19,0.78,0.603,True
0.5,1.0,disparate_impact_difference,generalized_entropy_index,0.72,0.35,0.59,0.19,0.79,0.604,True
0.5,1.0,disparate_impact_difference,atkinson_index,0.79,0.45,0.76,0.13,0.69,0.599,True
0.5,1.0,disparate_impact_difference,gini_coefficient,0.69,0.29,0.49,0.22,0.82,0.602,True
0.75,0.0,demographic_parity_difference,theil_index,0.73,0.37,0.62,0.17,0.76,0.615,True
0.75,0.0,demographic_parity_difference,generalized_entropy_index,0.68,0.25,0.42,0.23,0.84,0.617,True
0.75,0.0,demographic_parity_difference,atkinson_index,0.7,0.3,0.5,0.21,0.79,0.624,True
0.75,0.0,demographic_parity_difference,gini_coefficient,0.77,0.3,1.0,0.14,0.71,0.605,True
0.75,0.0,equalized_odds_difference,theil_index,0.72,0.34,0.58,0.19,0.78,1.285,True
0.75,0.0,equalized_odds_difference,generalized_entropy_index,0.77,0.42,0.73,0.14,0.72,1.299,True
0.75,0.0,equalized_odds_difference,atkinson_index,0.79,0.43,0.74,0.13,0.69,1.279,True
0.75,0.0,equalized_odds_difference,gini_coefficient,0.69,0.28,0.47,0.22,0.82,1.281,True
0.75,0.0,equal_opportunity_difference,theil_index,0.69,0.28,0.46,0.22,0.82,0.899,True
0.75,0.0,equal_opportunity_difference,generalized_entropy_index,0.78,0.45,0.75,0.13,0.69,0.889,True
0.75,0.0,equal_opportunity_difference,atkinson_index,0.73,0.35,0.59,0.18,0.78,0.887,True
0.75,0.0,equal_opportunity_difference,gini_coefficient,0.76,0.41,0.68,0.15,0.72,0.887,True
0.75,0.0,disparate_impact_difference,theil_index,0.76,0.42,0.7,0.15,0.72,0.605,True
0.75,0.0,disparate_impact_difference,generalized_entropy_index,0.79,0.31,1.0,0.13,0.68,0.606,True
0.75,0.0,disparate_impact_difference,atkinson_index,0.69,0.3,0.49,0.22,0.82,0.605,True
0.75,0.0,disparate_impact_difference,gini_coefficient,0.79,0.67,1.0,0.13,0.68,0.607,True
0.75,0.005,demographic_parity_difference,theil_index,0.77,0.38,1.0,0.14,0.7,0.608,True
0.75,0.005,demographic_parity_difference,generalized_entropy_index,0.76,0.41,0.69,0.15,0.73,0.612,True
0.75,0.005,demographic_parity_difference,atkinson_index,0.78,0.44,0.74,0.13,0.69,0.605,True
0.75,0.005,demographic_parity_difference,gini_coefficient,0.79,0.47,0.79,0.13,0.67,0.605,True
0.75,0.005,equalized_odds_difference,theil_index,0.71,0.33,0.54,0.19,0.77,1.317,True
0.75,0.005,equalized_odds_difference,generalized_entropy_index,0.72,0.35,0.58,0.19,0.77,1.29,True
0.75,0.005,equalized_odds_difference,atkinson_index,0.7,0.29,0.48,0.21,0.81,1.279,True
0.75,0.005,equalized_odds_difference,gini_coefficient,0.66,0.23,0.39,0.25,0.86,1.283,True
0.75,0.005,equal_opportunity_difference,theil_index,0.77,0.43,0.73,0.14,0.71,0.89,True
0.75,0.005,equal_opportunity_difference,generalized_entropy_index,0.75,0.39,0.65,0.16,0.74,0.896,True
0.75,0.005,equal_opportunity_difference,atkinson_index,0.77,0.45,0.75,0.14,0.7,0.883,True
0.75,0.005,equal_opportunity_difference,gini_coefficient,0.68,0.27,0.46,0.23,0.84,0.885,True
0.75,0.005,disparate_impact_difference,theil_index,0.78,0.29,1.0,0.13,0.69,0.601,True
0.75,0.005,disparate_impact_difference,generalized_entropy_index,0.74,0.67,1.0,0.17,0.75,0.609,True
0.75,0.005,disparate_impact_difference,atkinson_index,0.74,0.37,0.62,0.17,0.75,0.601,True
0.75,0.005,disparate_impact_difference,gini_coefficient,0.74,0.38,0.65,0.17,0.76,0.625,True
0.75,0.05,demographic_parity_difference,theil_index,0.68,0.26,0.43,0.23,0.84,0.603,True
0.75,0.05,demographic_parity_difference,generalized_entropy_index,0.71,0.34,0.58,0.2,0.79,0.611,True
0.75,0.05,demographic_parity_difference,atkinson_index,0.73,0.35,0.59,0.18,0.77,0.597,True
0.75,0.05,demographic_parity_difference,gini_coefficient,0.67,0.25,0.42,0.24,0.84,0.604,True
0.75,0.05,equalized_odds_difference,theil_index,0.7,0.32,0.52,0.2,0.8,1.283,True
0.75,0.05,equalized_odds_difference,generalized_entropy_index,0.79,0.43,0.74,0.13,0.69,1.294,True
0.75,0.05,equalized_odds_difference,atkinson_index,0.73,0.36,0.6,0.18,0.76,1.286,True
0.75,0.05,equalized_odds_difference,gini_coefficient,0.74,0.38,0.64,0.17,0.74,1.294,True
0.75,0.05,equal_opportunity_difference,theil_index,0.78,0.67,1.0,0.13,0.69,0.887,True
0.75,0.05,equal_opportunity_difference,generalized_entropy_index,0.78,0.42,0.72,0.13,0.69,0.891,True
0.75,0.05,equal_opportunity_difference,atkinson_index,0.68,0.28,0.46,0.23,0.82,0.883,True
0.75,0.05,equal_opportunity_difference,gini_coefficient,0.75,0.36,0.62,0.16,0.74,0.908,True
0.75,0.05,disparate_impact_difference,theil_index,0.77,0.41,0.7,0.14,0.71,0.604,True
0.75,0.05,disparate_impact_difference,generalized_entropy_index,0.75,0.38,0.64,0.16,0.74,0.607,True
0.75,0.05,disparate_impact_difference,atkinson_index,0.72,0.32,0.55,0.19,0.8,0.6,True
0.75,0.05,disparate_impact_difference,gini_coefficient,0.74,0.39,1.0,0.16,0.74,0.603,True
0.75,0.25,demographic_parity_difference,theil_index,0.69,0.27,0.44,0.22,0.83,0.608,True
0.75,0.25,demographic_parity_difference,generalized_entropy_index,0.78,0.67,1.0,0.13,0.69,0.608,True
0.75,0.25,demographic_parity_difference,atkinson_index,0.78,0.44,0.74,0.14,0.7,0.6,True
0.75,0.25,demographic_parity_difference,gini_coefficient,0.68,0.25,0.42,0.23,0.84,0.609,True
0.75,0.25,equalized_odds_difference,theil_index,0.77,0.42,0.71,0.14,0.71,1.297,True
0.75,0.25,equalized_odds_difference,generalized_entropy_index,0.68,0.28,0.46,0.22,0.81,1.296,True
0.75,0.25,equalized_odds_difference,atkinson_index,0.79,0.33,1.0,0.12,0.68,1.287,True
0.75,0.25,equalized_odds_difference,gini_coefficient,0.75,0.39,0.66,0.16,0.74,1.317,True
0.75,0.25,equal_opportunity_difference,theil_index,0.75,0.37,0.64,0.16,0.74,0.893,True
0.75,0.25,equal_opportunity_difference,generalized_entropy_index,0.73,0.36,0.6,0.18,0.77,0.897,True
0.75,0.25,equal_opportunity_difference,atkinson_index,0.75,0.38,0.65,0.16,0.74,0.891,True
0.75,0.25,equal_opportunity_difference,gini_coefficient,0.73,0.36,0.6,0.18,0.77,0.894,True
0.75,0.25,disparate_impact_difference,theil_index,0.68,0.27,0.45,0.23,0.84,0.605,True
0.75,0.25,disparate_impact_difference,generalized_entropy_index,0.75,0.38,0.65,0.16,0.75,0.609,True
0.75,0.25,disparate_impact_difference,atkinson_index,0.72,0.33,0.55,0.19,0.79,0.602,True
0.75,0.25,disparate_impact_difference,gini_coefficient,0.76,0.4,0.67,0.15,0.72,0.603,True
0.75,0.5,demographic_parity_difference,theil_index,0.75,0.41,0.69,0.16,0.74,0.605,True
0.75,0.5,demographic_parity_difference,generalized_entropy_index,0.71,0.31,0.52,0.2,0.79,0.606,True
0.75,0.5,demographic_parity_difference,atkinson_index,0.71,0.28,0.48,0.2,0.8,0.608,True
0.75,0.5,demographic_parity_difference,gini_coefficient,0.76,0.39,0.66,0.15,0.73,0.638,True
0.75,0.5,equalized_odds_difference,theil_index,0.68,0.28,0.46,0.23,0.82,1.297,True
0.75,0.5,equalized_odds_difference,generalized_entropy_index,0.72,0.33,1.0,0.19,0.79,1.294,True
0.75,0.5,equalized_odds_difference,atkinson_index,0.78,0.43,0.73,0.13,0.7,1.286,True
0.75,0.5,equalized_odds_difference,gini_coefficient,0.79,0.43,0.72,0.13,0.68,1.298,True
0.75,0.5,equal_opportunity_difference,theil_index,0.75,0.37,0.63,0.16,0.75,0.881,True
0.75,0.5,equal_opportunity_difference,generalized_entropy_index,0.78,0.67,1.0,0.13,0.68,0.903,True
0.75,0.5,equal_opportunity_difference,atkinson_index,0.78,0.67,1.0,0.13,0.7,0.894,True
0.75,0.5,equal_opportunity_difference,gini_coefficient,0.69,0.27,0.46,0.22,0.83,0.891,True
0.75,0.5,disparate_impact_difference,theil_index,0.76,0.4,0.68,0.15,0.72,0.607,True
0.75,0.5,disparate_impact_difference,generalized_entropy_index,0.72,0.34,0.58,0.19,0.78,0.613,True
0.75,0.5,disparate_impact_difference,atkinson_index,0.75,0.39,0.66,0.16,0.74,0.606,True
0.75,0.5,disparate_impact_difference,gini_coefficient,0.74,0.37,0.63,0.17,0.75,0.632,True
0.75,0.75,demographic_parity_difference,theil_index,0.71,0.31,0.51,0.2,0.79,0.605,True
0.75,0.75,demographic_parity_difference,generalized_entropy_index,0.78,0.43,0.73,0.13,0.69,0.611,True
0.75,0.75,demographic_parity_difference,atkinson_index,0.71,0.32,0.53,0.19,0.78,0.598,True
0.75,0.75,demographic_parity_difference,gini_coefficient,0.75,0.41,0.69,0.16,0.73,0.605,True
0.75,0.75,equalized_odds_difference,theil_index,0.69,0.29,0.48,0.22,0.81,1.293,True
0.75,0.75,equalized_odds_difference,generalized_entropy_index,0.76,0.67,1.0,0.15,0.72,1.299,True
0.75,0.75,equalized_odds_difference,atkinson_index,0.69,0.29,0.47,0.22,0.81,1.288,True
0.75,0.75,equalized_odds_difference,gini_coefficient,0.76,0.41,0.69,0.15,0.72,1.289,True
0.75,0.75,equal_opportunity_difference,theil_index,0.75,0.39,0.66,0.16,0.73,0.89,True
0.75,0.75,equal_opportunity_difference,generalized_entropy_index,0.69,0.29,0.48,0.22,0.82,0.891,True
0.75,0.75,equal_opportunity_difference,atkinson_index,0.73,0.35,0.59,0.18,0.78,0.906,True
0.75,0.75,equal_opportunity_difference,gini_coefficient,0.75,0.39,0.66,0.16,0.75,0.89,True
0.75,0.75,disparate_impact_difference,theil_index,0.78,0.43,0.73,0.13,0.69,0.609,True
0.75,0.75,disparate_impact_difference,generalized_entropy_index,0.76,0.41,0.7,0.15,0.74,0.611,True
0.75,0.75,disparate_impact_difference,atkinson_index,0.69,0.27,0.46,0.22,0.83,0.607,True
0.75,0.75,disparate_impact_difference,gini_coefficient,0.73,0.37,1.0,0.18,0.75,0.613,True
0.75,1.0,demographic_parity_difference,theil_index,0.7,0.31,0.5,0.21,0.8,0.608,True
0.75,1.0,demographic_parity_difference,generalized_entropy_index,0.69,0.28,0.47,0.22,0.81,0.612,True
0.75,1.0,demographic_parity_difference,atkinson_index,0.77,0.4,0.68,0.15,0.72,0.605,True
0.75,1.0,demographic_parity_difference,gini_coefficient,0.71,0.34,0.57,0.2,0.79,0.61,True
0.75,1.0,equalized_odds_difference,theil_index,0.75,0.4,0.66,0.16,0.73,1.29,True
0.75,1.0,equalized_odds_difference,generalized_entropy_index,0.76,0.39,0.67,0.15,0.73,1.298,True
0.75,1.0,equalized_odds_difference,atkinson_index,0.71,0.31,0.52,0.2,0.81,1.286,True
0.75,1.0,equalized_odds_difference,gini_coefficient,0.74,0.38,0.63,0.17,0.73,1.311,True
0.75,1.0,equal_opportunity_difference,theil_index,0.79,0.3,1.0,0.12,0.69,0.894,True
0.75,1.0,equal_opportunity_difference,generalized_entropy_index,0.71,0.31,0.53,0.2,0.8,0.898,True
0.75,1.0,equal_opportunity_difference,atkinson_index,0.71,0.31,0.52,0.2,0.79,0.887,True
0.75,1.0,equal_opportunity_difference,gini_coefficient,0.69,0.29,0.47,0.22,0.82,0.893,True
0.75,1.0,disparate_impact_difference,theil_index,0.7,0.3,0.51,0.2,0.8,0.61,True
0.75,1.0,disparate_impact_difference,generalized_entropy_index,0.78,0.43,0.72,0.13,0.69,0.625,True
0.75,1.0,disparate_impact_difference,atkinson_index,0.68,0.25,0.42,0.24,0.85,0.608,True
0.75,1.0,disparate_impact_difference,gini_coefficient,0.72,0.32,0.54,0.19,0.78,0.612,True
1.0,0.0,demographic_parity_difference,theil_index,0.77,0.4,0.68,0.14,0.71,0.604,True
1.0,0.0,demographic_parity_difference,generalized_entropy_index,0.76,0.42,0.71,0.15,0.72,0.614,True
1.0,0.0,demographic_parity_difference,atkinson_index,0.75,0.39,0.67,0.16,0.74,0.603,True
1.0,0.0,demographic_parity_difference,gini_coefficient,0.78,0.42,0.72,0.13,0.69,0.636,True
1.0,0.0,equalized_odds_difference,theil_index,0.72,0.36,0.6,0.19,0.77,1.298,True
1.0,0.0,equalized_odds_difference,generalized_entropy_index,0.7,0.31,0.52,0.21,0.8,1.31,True
1.0,0.0,equalized_odds_difference,atkinson_index,0.7,0.33,1.0,0.2,0.79,1.397,True
1.0,0.0,equalized_odds_difference,gini_coefficient,0.69,0.29,0.48,0.22,0.81,1.366,True
1.0,0.0,equal_opportunity_difference,theil_index,0.73,0.36,1.0,0.18,0.76,0.915,True
1.0,0.0,equal_opportunity_difference,generalized_entropy_index,0.69,0.28,0.47,0.22,0.82,0.883,True
1.0,0.0,equal_opportunity_difference,atkinson_index,0.67,0.25,0.42,0.24,0.84,0.892,True
1.0,0.0,equal_opportunity_difference,gini_coefficient,0.75,0.4,0.68,0.16,0.74,0.91,True
1.0,0.0,disparate_impact_difference,theil_index,0.79,0.44,0.75,0.13,0.68,0.617,True
1.0,0.0,disparate_impact_difference,generalized_entropy_index,0.76,0.38,0.65,0.16,0.73,0.618,True
1.0,0.0,disparate_impact_difference,atkinson_index,0.75,0.37,0.64,0.16,0.74,0.612,True
1.0,0.0,disparate_impact_difference,gini_coefficient,0.73,0.37,0.62,0.18,0.77,0.615,True
1.0,0.005,demographic_parity_difference,theil_index,0.77,0.41,0.69,0.14,0.7,0.611,True
1.0,0.005,demographic_parity_difference,generalized_entropy_index,0.73,0.34,0.57,0.18,0.77,0.627,True
1.0,0.005,demographic_parity_difference,atkinson_index,0.68,0.27,0.46,0.23,0.84,0.617,True
1.0,0.005,demographic_parity_difference,gini_coefficient,0.68,0.26,0.45,0.23,0.84,0.632,True
1.0,0.005,equalized_odds_difference,theil_index,0.7,0.3,0.51,0.21,0.8,1.269,True
1.0,0.005,equalized_odds_difference,generalized_entropy_index,0.73,0.36,0.6,0.18,0.77,1.297,True
1.0,0.005,equalized_odds_difference,atkinson_index,0.75,0.39,0.66,0.16,0.74,1.272,True
1.0,0.005,equalized_odds_difference,gini_coefficient,0.78,0.67,1.0,0.14,0.71,1.335,True
1.0,0.005,equal_opportunity_difference,theil_index,0.74,0.37,0.62,0.17,0.74,0.882,True
1.0,0.005,equal_opportunity_difference,generalized_entropy_index,0.71,0.32,0.56,0.2,0.8,0.896,True
1.0,0.005,equal_opportunity_difference,atkinson_index,0.73,0.33,0.57,0.18,0.77,0.975,True
1.0,0.005,equal_opportunity_difference,gini_coefficient,0.72,0.32,0.54,0.19,0.79,0.937,True
1.0,0.005,disparate_impact_difference,theil_index,0.68,0.28,0.46,0.23,0.83,0.62,True
1.0,0.005,disparate_impact_difference,generalized_entropy_index,0.71,0.32,0.52,0.2,0.78,0.616,True
1.0,0.005,disparate_impact_difference,atkinson_index,0.74,0.38,0.64,0.17,0.75,0.607,True
1.0,0.005,disparate_impact_difference,gini_coefficient,0.67,0.23,0.39,0.24,0.85,0.604,True
1.0,0.05,demographic_parity_difference,theil_index,0.79,0.45,0.76,0.13,0.68,0.605,True
1.0,0.05,demographic_parity_difference,generalized_entropy_index,0.72,0.34,0.56,0.18,0.77,0.608,True
1.0,0.05,demographic_parity_difference,atkinson_index,0.73,0.35,0.59,0.18,0.77,0.62,True
1.0,0.05,demographic_parity_difference,gini_coefficient,0.78,0.45,0.75,0.13,0.69,0.612,True
1.0,0.05,equalized_odds_difference,theil_index,0.74,0.37,1.0,0.16,0.74,1.394,True
1.0,0.05,equalized_odds_difference,generalized_entropy_index,0.77,0.44,0.73,0.14,0.7,1.344,True
1.0,0.05,equalized_odds_difference,atkinson_index,0.77,0.43,0.72,0.14,0.69,1.305,True
1.0,0.05,equalized_odds_difference,gini_coefficient,0.71,0.34,0.58,0.2,0.8,1.307,True
1.0,0.05,equal_opportunity_difference,theil_index,0.75,0.4,0.67,0.16,0.74,0.9,True
1.0,0.05,equal_opportunity_difference,generalized_entropy_index,0.78,0.67,1.0,0.13,0.69,0.892,True
1.0,0.05,equal_opportunity_difference,atkinson_index,0.78,0.27,1.0,0.13,0.69,0.894,True
1.0,0.05,equal_opportunity_difference,gini_coefficient,0.78,0.45,0.75,0.14,0.69,0.897,True
1.0,0.05,disparate_impact_difference,theil_index,0.77,0.67,1.0,0.15,0.72,0.606,True
1.0,0.05,disparate_impact_difference,generalized_entropy_index,0.74,0.39,0.66,0.17,0.74,0.605,True
1.0,0.05,disparate_impact_difference,atkinson_index,0.7,0.3,0.49,0.21,0.81,0.6,True
1.0,0.05,disparate_impact_difference,gini_coefficient,0.78,0.42,0.71,0.14,0.7,0.6,True
1.0,0.25,demographic_parity_difference,theil_index,0.78,0.44,0.74,0.13,0.68,0.608,True
1.0,0.25,demographic_parity_difference,generalized_entropy_index,0.76,0.42,0.7,0.15,0.72,0.687,True
1.0,0.25,demographic_parity_difference,atkinson_index,0.68,0.27,0.44,0.23,0.84,0.615,True
1.0,0.25,demographic_parity_difference,gini_coefficient,0.74,0.37,0.62,0.17,0.75,0.658,True
1.0,0.25,equalized_odds_difference,theil_index,0.73,0.36,0.6,0.18,0.77,1.307,True
1.0,0.25,equalized_odds_difference,generalized_entropy_index,0.78,0.42,0.72,0.13,0.7,1.433,True
1.0,0.25,equalized_odds_difference,atkinson_index,0.76,0.39,0.67,0.15,0.73,1.355,True
1.0,0.25,equalized_odds_difference,gini_coefficient,0.69,0.29,0.49,0.22,0.81,1.325,True
1.0,0.25,equal_opportunity_difference,theil_index,0.72,0.33,0.56,0.18,0.77,0.894,True
1.0,0.25,equal_opportunity_difference,generalized_entropy_index,0.73,0.38,0.63,0.18,0.76,0.906,True
1.0,0.25,equal_opportunity_difference,atkinson_index,0.7,0.31,0.51,0.21,0.81,0.887,True
1.0,0.25,equal_opportunity_difference,gini_coefficient,0.74,0.67,1.0,0.17,0.75,0.895,True
1.0,0.25,disparate_impact_difference,theil_index,0.75,0.37,0.64,0.16,0.74,0.637,True
1.0,0.25,disparate_impact_difference,generalized_entropy_index,0.76,0.67,1.0,0.16,0.74,0.65,True
1.0,0.25,disparate_impact_difference,atkinson_index,0.71,0.3,0.51,0.2,0.79,0.608,True
1.0,0.25,disparate_impact_difference,gini_coefficient,0.78,0.44,0.74,0.13,0.69,0.611,True
1.0,0.5,demographic_parity_difference,theil_index,0.76,0.4,0.69,0.15,0.73,0.64,True
1.0,0.5,demographic_parity_difference,generalized_entropy_index,0.69,0.27,0.45,0.22,0.82,0.616,True
1.0,0.5,demographic_parity_difference,atkinson_index,0.73,0.32,0.55,0.18,0.78,0.602,True
1.0,0.5,demographic_parity_difference,gini_coefficient,0.77,0.67,1.0,0.15,0.73,0.606,True
1.0,0.5,equalized_odds_difference,theil_index,0.79,0.67,1.0,0.13,0.68,1.313,True
1.0,0.5,equalized_odds_difference,generalized_entropy_index,0.71,0.31,0.53,0.2,0.8,1.303,True
1.0,0.5,equalized_odds_difference,atkinson_index,0.75,0.39,0.67,0.17,0.76,1.299,True
1.0,0.5,equalized_odds_difference,gini_coefficient,0.71,0.33,0.54,0.2,0.79,1.374,True
1.0,0.5,equal_opportunity_difference,theil_index,0.69,0.27,0.46,0.23,0.83,0.888,True
1.0,0.5,equal_opportunity_difference,generalized_entropy_index,0.71,0.31,0.52,0.2,0.8,0.883,True
1.0,0.5,equal_opportunity_difference,atkinson_index,0.77,0.43,0.72,0.14,0.7,0.898,True
1.0,0.5,equal_opportunity_difference,gini_coefficient,0.7,0.31,0.52,0.21,0.81,0.88,True
1.0,0.5,disparate_impact_difference,theil_index,0.79,0.44,0.75,0.12,0.68,0.623,True
1.0,0.5,disparate_impact_difference,generalized_entropy_index,0.75,0.4,0.67,0.16,0.74,0.651,True
1.0,0.5,disparate_impact_difference,atkinson_index,0.75,0.37,0.63,0.16,0.75,0.609,True
1.0,0.5,disparate_impact_difference,gini_coefficient,0.71,0.32,0.53,0.2,0.79,0.628,True
1.0,0.75,demographic_parity_difference,theil_index,0.71,0.31,0.52,0.2,0.79,0.67,True
1.0,0.75,demographic_parity_difference,generalized_entropy_index,0.79,0.44,0.75,0.13,0.69,0.659,True
1.0,0.75,demographic_parity_difference,atkinson_index,0.69,0.28,0.47,0.22,0.81,0.612,True
1.0,0.75,demographic_parity_difference,gini_coefficient,0.73,0.35,0.58,0.18,0.77,0.615,True
1.0,0.75,equalized_odds_difference,theil_index,0.68,0.26,0.44,0.24,0.84,1.291,True
1.0,0.75,equalized_odds_difference,generalized_entropy_index,0.71,0.3,0.51,0.2,0.8,1.383,True
1.0,0.75,equalized_odds_difference,atkinson_index,0.72,0.32,0.55,0.19,0.79,1.305,True
1.0,0.75,equalized_odds_difference,gini_coefficient,0.79,0.43,0.74,0.12,0.68,1.294,True
1.0,0.75,equal_opportunity_difference,theil_index,0.74,0.38,0.63,0.17,0.75,0.888,True
1.0,0.75,equal_opportunity_difference,generalized_entropy_index,0.75,0.41,0.69,0.16,0.73,0.896,True
1.0,0.75,equal_opportunity_difference,atkinson_index,0.78,0.41,0.7,0.14,0.7,0.89,True
1.0,0.75,equal_opportunity_difference,gini_coefficient,0.77,0.67,1.0,0.14,0.7,0.904,True
1.0,0.75,disparate_impact_difference,theil_index,0.74,0.38,0.64,0.17,0.74,0.607,True
1.0,0.75,disparate_impact_difference,generalized_entropy_index,0.78,0.43,0.72,0.13,0.69,0.613,True
1.0,0.75,disparate_impact_difference,atkinson_index,0.78,0.43,0.73,0.13,0.69,0.602,True
1.0,0.75,disparate_impact_difference,gini_coefficient,0.75,0.39,0.66,0.16,0.74,0.605,True
1.0,1.0,demographic_parity_difference,theil_index,0.73,0.36,0.61,0.18,0.77,0.607,True
1.0,1.0,demographic_parity_difference,generalized_entropy_index,0.77,0.41,0.7,0.14,0.71,0.611,True
1.0,1.0,demographic_parity_difference,atkinson_index,0.77,0.39,0.68,0.14,0.71,0.603,True
1.0,1.0,demographic_parity_difference,gini_coefficient,0.7,0.31,0.5,0.21,0.79,0.605,True
1.0,1.0,equalized_odds_difference,theil_index,0.72,0.34,0.58,0.19,0.78,1.295,True
1.0,1.0,equalized_odds_difference,generalized_entropy_index,0.77,0.67,1.0,0.14,0.71,1.306,True
1.0,1.0,equalized_odds_difference,atkinson_index,0.72,0.34,0.58,0.19,0.79,1.299,True
1.0,1.0,equalized_odds_difference,gini_coefficient,0.72,0.36,0.6,0.18,0.77,1.314,True
1.0,1.0,equal_opportunity_difference,theil_index,0.74,0.39,0.65,0.17,0.75,0.9,True
1.0,1.0,equal_opportunity_difference,generalized_entropy_index,0.78,0.46,0.77,0.13,0.68,0.907,True
1.0,1.0,equal_opportunity_difference,atkinson_index,0.72,0.37,0.61,0.18,0.77,0.9,True
1.0,1.0,equal_opportunity_difference,gini_coefficient,0.77,0.42,0.71,0.14,0.72,0.903,True
1.0,1.0,disparate_impact_difference,theil_index,0.74,0.37,0.63,0.17,0.76,0.609,True
1.0,1.0,disparate_impact_difference,generalized_entropy_index,0.67,0.24,0.4,0.25,0.86,0.612,True
1.0,1.0,disparate_impact_difference,atkinson_index,0.79,0.46,0.77,0.13,0.68,0.597,True
1.0,1.0,disparate_impact_difference,gini_coefficient,0.68,0.28,0.46,0.23,0.82,0.603,True
