Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,5,0.2233,0.0003,0.0003,0.0004,0.0275,0.0002,0.048,0.0287,0.2218,0.0011,0.9993,0.294,True
Logistic Regression,logreg,0.0,0.005,5,0.2232,0.0,0.0,0.0,0.0275,0.0,0.0398,0.0286,0.2218,0.0011,0.9993,0.347,True
Logistic Regression,logreg,0.0,0.05,5,0.2232,0.0,0.0,0.0,0.0275,0.0,0.0009,0.029,0.2217,0.0007,0.9992,0.36,True
Logistic Regression,logreg,0.0,0.25,5,0.2233,0.0003,0.0003,0.0004,0.0275,0.0002,0.0008,0.029,0.2217,0.0008,0.9995,0.364,True
Logistic Regression,logreg,0.0,0.5,5,0.2233,0.0003,0.0003,0.0004,0.0275,0.0002,0.0008,0.0293,0.2217,0.0008,0.9995,0.396,True
Logistic Regression,logreg,0.0,0.75,5,0.2298,0.0012,0.0012,0.0017,0.0286,0.008,0.0024,0.0343,0.229,0.0047,0.9905,0.147,True
Logistic Regression,logreg,0.0,1.0,5,0.5532,0.0119,0.0119,0.0299,0.1288,0.543,0.0005,0.0551,0.5472,0.0053,0.4517,0.042,True
Logistic Regression,logreg,0.005,0.0,5,0.2242,0.0017,0.0017,0.0021,0.0276,0.001,0.049,0.0309,0.222,0.0014,0.9992,0.421,True
Logistic Regression,logreg,0.005,0.005,5,0.2242,0.001,0.001,0.0012,0.0276,0.001,0.0174,0.0309,0.2218,0.0011,0.9993,0.408,True
Logistic Regression,logreg,0.005,0.05,5,0.224,0.0007,0.0007,0.0009,0.0276,0.0008,0.0017,0.0311,0.2222,0.0002,0.999,0.454,True
Logistic Regression,logreg,0.005,0.25,5,0.2268,0.0004,0.0004,0.0013,0.028,0.004,0.0032,0.0332,0.2257,0.002,0.9948,0.21,True
Logistic Regression,logreg,0.005,0.5,5,0.2615,0.0003,0.0003,0.0063,0.0341,0.046,0.0039,0.0368,0.2535,0.0026,0.9547,0.099,True
Logistic Regression,logreg,0.005,0.75,5,0.353,0.0079,0.0079,0.016,0.0533,0.1678,0.0019,0.0438,0.3443,0.0062,0.8262,0.069,True
Logistic Regression,logreg,0.005,1.0,5,0.6283,0.0073,0.0073,0.0462,0.1466,0.6688,0.0,0.057,0.6238,0.0005,0.3277,0.032,True
Logistic Regression,logreg,0.05,0.0,5,0.5713,0.1422,0.1422,0.1439,0.0941,0.4582,0.0424,0.0455,0.5633,0.1251,0.5432,0.15,True
Logistic Regression,logreg,0.05,0.005,5,0.5692,0.047,0.047,0.0506,0.094,0.456,0.0181,0.0455,0.5548,0.0334,0.5517,0.123,True
Logistic Regression,logreg,0.05,0.05,5,0.6088,0.0383,0.0383,0.0643,0.0996,0.5097,0.0051,0.0463,0.5942,0.0409,0.5023,0.098,True
Logistic Regression,logreg,0.05,0.25,5,0.7278,0.0275,0.0275,0.0487,0.1115,0.6883,0.0053,0.0488,0.7198,0.0464,0.3253,0.107,True
Logistic Regression,logreg,0.05,0.5,5,0.8087,0.0212,0.0212,0.0171,0.1035,0.8202,0.0062,0.0538,0.8032,0.0089,0.183,0.137,True
Logistic Regression,logreg,0.05,0.75,5,0.8135,0.0206,0.0206,0.0277,0.1082,0.871,0.0057,0.0612,0.805,0.0087,0.1268,0.151,True
Logistic Regression,logreg,0.05,1.0,5,0.7953,0.0091,0.0091,0.0149,0.1281,0.9568,0.0036,0.073,0.7953,0.0011,0.0415,0.195,True
Logistic Regression,logreg,0.25,0.0,5,0.8207,0.0411,0.0411,0.0483,0.1039,0.8712,0.0409,0.0637,0.8202,0.036,0.1277,0.368,True
Logistic Regression,logreg,0.25,0.005,5,0.8197,0.0368,0.0368,0.0384,0.1045,0.8715,0.0332,0.0637,0.8197,0.0317,0.1282,0.469,True
Logistic Regression,logreg,0.25,0.05,5,0.8173,0.0191,0.0191,0.0116,0.106,0.8722,0.0057,0.064,0.8198,0.0077,0.127,0.255,True
Logistic Regression,logreg,0.25,0.25,5,0.8168,0.0182,0.0182,0.0089,0.1071,0.8787,0.0058,0.0647,0.8175,0.0023,0.1213,0.144,True
Logistic Regression,logreg,0.25,0.5,5,0.817,0.0175,0.0175,0.0088,0.108,0.8878,0.0061,0.0665,0.8142,0.0005,0.1137,0.156,True
Logistic Regression,logreg,0.25,0.75,5,0.817,0.0133,0.0133,0.0042,0.1094,0.9032,0.0053,0.0687,0.814,0.0012,0.1012,0.213,True
Logistic Regression,logreg,0.25,1.0,5,0.8128,0.0139,0.0139,0.0199,0.1135,0.9193,0.0055,0.0711,0.8063,0.006,0.0825,0.18,True
Logistic Regression,logreg,0.5,0.0,5,0.8183,0.0338,0.0338,0.0436,0.1082,0.8988,0.0313,0.0681,0.814,0.0237,0.0998,0.383,True
Logistic Regression,logreg,0.5,0.005,5,0.8178,0.0295,0.0295,0.032,0.1086,0.9,0.0287,0.0682,0.814,0.0216,0.0998,0.43,True
