Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,8,0.2457,0.0055,0.0055,0.0057,0.0301,0.0035,0.1111,0.0283,0.252,0.0067,0.997,0.001,False
Logistic Regression,logreg,0.0,0.005,8,0.2449,0.0016,0.0016,0.0011,0.03,0.0028,0.0761,0.0284,0.2509,0.0014,0.9979,0.001,False
Logistic Regression,logreg,0.0,0.05,8,0.2451,0.0034,0.0034,0.005,0.03,0.003,0.0025,0.0291,0.251,0.0023,0.9978,0.001,False
Logistic Regression,logreg,0.0,0.25,8,0.2447,0.0027,0.0027,0.0041,0.03,0.0025,0.0014,0.0301,0.2505,0.0016,0.9982,0.0,False
Logistic Regression,logreg,0.0,0.5,8,0.2627,0.0107,0.0107,0.0195,0.0323,0.0212,0.0019,0.0349,0.266,0.0088,0.9808,0.0,False
Logistic Regression,logreg,0.0,0.75,8,0.3276,0.0265,0.0265,0.0534,0.0417,0.0936,0.001,0.044,0.3345,0.0245,0.9065,0.0,False
Logistic Regression,logreg,0.0,1.0,8,0.7659,0.0091,0.0091,0.0057,0.1527,0.9851,0.0011,0.0655,0.7582,0.0046,0.0191,0.0,False
Logistic Regression,logreg,0.005,0.0,8,0.3182,0.1123,0.1123,0.114,0.0384,0.0763,0.1422,0.0293,0.3296,0.1354,0.9187,0.001,False
Logistic Regression,logreg,0.005,0.005,8,0.3013,0.043,0.043,0.0347,0.0365,0.0591,0.1059,0.0293,0.3068,0.0572,0.9415,0.001,False
Logistic Regression,logreg,0.005,0.05,8,0.2902,0.0509,0.0509,0.0767,0.0353,0.0483,0.0019,0.0303,0.2938,0.0498,0.9541,0.0,False
Logistic Regression,logreg,0.005,0.25,8,0.2659,0.0205,0.0205,0.0318,0.0326,0.0244,0.002,0.0326,0.2703,0.0151,0.9776,0.0,False
Logistic Regression,logreg,0.005,0.5,8,0.2724,0.0162,0.0162,0.0287,0.0336,0.0316,0.0014,0.0346,0.2746,0.0118,0.9719,0.002,False
Logistic Regression,logreg,0.005,0.75,8,0.3535,0.0321,0.0321,0.0654,0.0456,0.1233,0.001,0.0449,0.3608,0.0262,0.8774,0.0,False
Logistic Regression,logreg,0.005,1.0,8,0.7665,0.0095,0.0095,0.0015,0.1523,0.9852,0.0002,0.0687,0.7589,0.0048,0.0182,0.0,False
Logistic Regression,logreg,0.05,0.0,8,0.8044,0.3071,0.3071,0.2146,0.071,0.6326,0.2033,0.04,0.8082,0.3184,0.368,0.0,False
Logistic Regression,logreg,0.05,0.005,8,0.8045,0.2849,0.2849,0.1938,0.0718,0.6363,0.1831,0.0399,0.8081,0.298,0.3648,0.0,False
Logistic Regression,logreg,0.05,0.05,8,0.7744,0.054,0.054,0.1514,0.0801,0.6211,0.0031,0.0412,0.7752,0.0703,0.3787,0.001,False
Logistic Regression,logreg,0.05,0.25,8,0.7787,0.0307,0.0307,0.1809,0.0846,0.6464,0.0022,0.0431,0.7777,0.0318,0.353,0.0,False
Logistic Regression,logreg,0.05,0.5,8,0.7559,0.0056,0.0056,0.1613,0.103,0.682,0.0008,0.0493,0.762,0.0321,0.3212,0.0,False
Logistic Regression,logreg,0.05,0.75,8,0.7815,0.0186,0.0186,0.0062,0.1393,0.9542,0.0008,0.0625,0.7732,0.0174,0.0479,0.0,False
Logistic Regression,logreg,0.05,1.0,8,0.7675,0.0096,0.0096,0.0058,0.1514,0.9851,0.0007,0.0715,0.7609,0.0084,0.0169,0.0,False
Logistic Regression,logreg,0.25,0.0,8,0.8436,0.2065,0.2065,0.1089,0.0798,0.7682,0.2038,0.0484,0.8464,0.2209,0.2371,0.0,False
Logistic Regression,logreg,0.25,0.005,8,0.8434,0.2011,0.2011,0.104,0.08,0.7694,0.1992,0.0485,0.8472,0.2159,0.2362,0.0,False
Logistic Regression,logreg,0.25,0.05,8,0.8449,0.1579,0.1579,0.0724,0.081,0.7808,0.1529,0.0491,0.8471,0.1732,0.225,0.0,False
Logistic Regression,logreg,0.25,0.25,8,0.8291,0.01,0.01,0.3137,0.092,0.7988,0.003,0.054,0.8321,0.0264,0.2049,0.0,False
Logistic Regression,logreg,0.25,0.5,8,0.8307,0.009,0.009,0.3133,0.0928,0.8106,0.0024,0.0556,0.8304,0.0224,0.1913,0.0,False
Logistic Regression,logreg,0.25,0.75,8,0.8314,0.0152,0.0152,0.2849,0.0946,0.8276,0.0018,0.0577,0.8268,0.0255,0.1713,0.001,False
Logistic Regression,logreg,0.25,1.0,8,0.8303,0.0258,0.0258,0.2249,0.0982,0.8535,0.0001,0.0604,0.8235,0.025,0.1508,0.001,False
Logistic Regression,logreg,0.5,0.0,8,0.8456,0.191,0.191,0.0948,0.0815,0.7874,0.1946,0.0503,0.8489,0.2033,0.2195,0.001,False
