Model,Arch,Alpha,Beta,Seed,Accuracy,Demographic Parity Difference,DPD (Largest 2 Groups),Equalized Odds Difference,Theil Index,Gini Coefficient,Soft DP,Soft GE,Val Accuracy,Val DPD (Largest 2 Groups),Val Positive Rate,Train Time (s),Trained This Run
Logistic Regression,logreg,0.0,0.0,1,0.4478,0.0016,0.0016,0.0033,0.0513,0.0008,0.0429,0.0539,0.4543,0.0047,0.9976,0.177,True
Logistic Regression,logreg,0.0,0.005,1,0.4478,0.0016,0.0016,0.0033,0.0513,0.0008,0.0186,0.054,0.4543,0.0047,0.9976,0.168,True
Logistic Regression,logreg,0.0,0.05,1,0.4478,0.0016,0.0016,0.0033,0.0513,0.0008,0.0126,0.0541,0.4543,0.0047,0.9976,0.166,True
Logistic Regression,logreg,0.0,0.25,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0185,0.0548,0.4502,0.0016,0.9984,0.163,True
Logistic Regression,logreg,0.0,0.5,1,0.4453,0.0173,0.0102,0.0213,0.055,0.0113,0.0299,0.0859,0.4453,0.006,0.9919,0.023,True
Logistic Regression,logreg,0.0,0.75,1,0.4437,0.0299,0.018,0.0365,0.0577,0.0194,0.0278,0.0898,0.4453,0.0148,0.9789,0.023,True
Logistic Regression,logreg,0.0,1.0,1,0.4502,0.3333,0.0108,1.0,0.134,0.2478,0.0275,0.1061,0.4502,0.0182,0.7506,0.02,True
Logistic Regression,logreg,0.005,0.0,1,0.451,0.0143,0.0047,0.0227,0.0516,0.004,0.0863,0.0551,0.4543,0.0078,0.9943,0.169,True
Logistic Regression,logreg,0.005,0.005,1,0.4502,0.0099,0.0047,0.0154,0.0515,0.0032,0.0313,0.055,0.4543,0.0078,0.996,0.169,True
Logistic Regression,logreg,0.005,0.05,1,0.4486,0.0099,0.0016,0.0154,0.0514,0.0016,0.0218,0.055,0.4534,0.0062,0.9968,0.171,True
Logistic Regression,logreg,0.005,0.25,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0115,0.056,0.4502,0.0016,0.9984,0.167,True
Logistic Regression,logreg,0.005,0.5,1,0.4453,0.0173,0.0102,0.0213,0.055,0.0113,0.0296,0.086,0.4453,0.006,0.9919,0.023,True
Logistic Regression,logreg,0.005,0.75,1,0.4437,0.0315,0.0172,0.0395,0.0582,0.0211,0.0272,0.09,0.4462,0.0164,0.9781,0.024,True
Logistic Regression,logreg,0.005,1.0,1,0.4502,0.3333,0.0289,1.0,0.1384,0.2591,0.0265,0.1081,0.4308,0.0428,0.7441,0.034,True
Logistic Regression,logreg,0.05,0.0,1,0.4883,0.1714,0.0941,0.2045,0.0629,0.0688,0.2314,0.0645,0.4915,0.064,0.9377,0.171,True
Logistic Regression,logreg,0.05,0.005,1,0.4866,0.1146,0.0941,0.1418,0.0613,0.0623,0.1652,0.0644,0.485,0.0553,0.9425,0.17,True
Logistic Regression,logreg,0.05,0.05,1,0.4721,0.0525,0.0163,0.069,0.0582,0.0413,0.1032,0.0654,0.4737,0.0139,0.9587,0.15,True
Logistic Regression,logreg,0.05,0.25,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0145,0.0697,0.451,0.0031,0.9976,0.062,True
Logistic Regression,logreg,0.05,0.5,1,0.4429,0.022,0.0077,0.0304,0.0572,0.017,0.0375,0.0874,0.4413,0.0008,0.9862,0.024,True
Logistic Regression,logreg,0.05,0.75,1,0.4356,0.0425,0.0187,0.0608,0.0634,0.0324,0.0236,0.0939,0.4421,0.0135,0.966,0.027,True
Logistic Regression,logreg,0.05,1.0,1,0.5053,0.4013,0.0197,1.0,0.2343,0.5263,0.0214,0.1155,0.4874,0.0071,0.4575,0.033,True
Logistic Regression,logreg,0.25,0.0,1,0.6453,0.7143,0.3134,0.8636,0.1227,0.3943,0.3296,0.086,0.6389,0.2591,0.6364,0.15,True
Logistic Regression,logreg,0.25,0.005,1,0.6453,0.6429,0.3087,0.8409,0.1222,0.3927,0.2622,0.0859,0.6356,0.2584,0.6429,0.147,True
Logistic Regression,logreg,0.25,0.05,1,0.6518,0.5714,0.2002,0.6591,0.1156,0.3798,0.1827,0.0862,0.6194,0.1348,0.6381,0.136,True
Logistic Regression,logreg,0.25,0.25,1,0.5773,0.3294,0.1215,0.41,0.1007,0.2599,0.0455,0.0923,0.5563,0.0092,0.7385,0.051,True
Logistic Regression,logreg,0.25,0.5,1,0.4947,0.3333,0.0691,1.0,0.0918,0.1644,0.0282,0.0992,0.4955,0.0091,0.8429,0.033,True
Logistic Regression,logreg,0.25,0.75,1,0.5984,0.418,0.0632,1.0,0.1892,0.5239,0.0257,0.1073,0.5765,0.0003,0.4769,0.055,True
Logistic Regression,logreg,0.25,1.0,1,0.5822,0.3333,0.06,0.5,0.3502,0.9061,0.0268,0.1165,0.604,0.0611,0.0996,0.066,True
Logistic Regression,logreg,0.5,0.0,1,0.6672,0.8714,0.3845,1.0,0.1607,0.536,0.3532,0.0959,0.6478,0.2913,0.4883,0.145,True
Logistic Regression,logreg,0.5,0.005,1,0.6704,0.8286,0.3814,0.9545,0.1586,0.5344,0.3084,0.0959,0.6494,0.2882,0.4883,0.145,True
Logistic Regression,logreg,0.5,0.05,1,0.6721,0.4238,0.3175,0.5833,0.161,0.5441,0.2195,0.096,0.6486,0.2431,0.4939,0.136,True
Logistic Regression,logreg,0.5,0.25,1,0.6769,0.281,0.058,0.5,0.1649,0.5636,0.1427,0.0982,0.6615,0.0565,0.4502,0.127,True
Logistic Regression,logreg,0.5,0.5,1,0.6607,0.3399,0.0591,0.5833,0.1836,0.5943,0.0735,0.1017,0.647,0.0249,0.4259,0.072,True
Logistic Regression,logreg,0.5,0.75,1,0.6453,0.3667,0.058,0.8409,0.2089,0.6421,0.0366,0.1076,0.6267,0.0025,0.3603,0.047,True
Logistic Regression,logreg,0.5,1.0,1,0.634,0.4095,0.0135,0.6111,0.2356,0.6972,0.075,0.1077,0.6502,0.0971,0.3223,0.103,True
Logistic Regression,logreg,0.75,0.0,1,0.6745,1.0,0.3892,1.0,0.1785,0.6016,0.3614,0.1007,0.6607,0.3142,0.4364,0.145,True
Logistic Regression,logreg,0.75,0.005,1,0.6761,0.9286,0.3876,1.0,0.1776,0.6016,0.3358,0.1007,0.6599,0.3127,0.4356,0.148,True
Logistic Regression,logreg,0.75,0.05,1,0.6891,0.4952,0.368,0.6944,0.1724,0.6081,0.2593,0.1006,0.6632,0.2927,0.4227,0.156,True
Logistic Regression,logreg,0.75,0.25,1,0.6802,0.4381,0.2153,0.6111,0.1802,0.617,0.2168,0.1014,0.6656,0.1276,0.4073,0.172,True
Logistic Regression,logreg,0.75,0.5,1,0.6794,0.3952,0.1276,0.5833,0.1859,0.634,0.1722,0.1025,0.6599,0.014,0.3838,0.137,True
Logistic Regression,logreg,0.75,0.75,1,0.664,0.3952,0.081,0.6111,0.1985,0.6445,0.1394,0.1036,0.6632,0.0414,0.3725,0.114,True
Logistic Regression,logreg,0.75,1.0,1,0.651,0.381,0.0352,0.6111,0.2097,0.6543,0.1161,0.1049,0.6575,0.0867,0.3522,0.107,True
Logistic Regression,logreg,1.0,0.0,1,0.6834,1.0,0.377,1.0,0.1848,0.6381,0.3659,0.1034,0.6648,0.3028,0.3951,0.149,True
Logistic Regression,logreg,1.0,0.005,1,0.6834,1.0,0.377,1.0,0.1848,0.6381,0.3659,0.1034,0.6648,0.3028,0.3951,0.149,True
Logistic Regression,logreg,1.0,0.05,1,0.6834,1.0,0.377,1.0,0.1848,0.6381,0.3659,0.1034,0.6648,0.3028,0.3951,0.151,True
Logistic Regression,logreg,1.0,0.25,1,0.6834,1.0,0.377,1.0,0.1848,0.6381,0.3659,0.1034,0.6648,0.3028,0.3951,0.153,True
Logistic Regression,logreg,1.0,0.5,1,0.6834,1.0,0.377,1.0,0.1848,0.6381,0.3659,0.1034,0.6648,0.3028,0.3951,0.153,True
Logistic Regression,logreg,1.0,0.75,1,0.6834,1.0,0.377,1.0,0.1848,0.6381,0.3659,0.1034,0.6648,0.3028,0.3951,0.15,True
Logistic Regression,logreg,1.0,1.0,1,0.6834,1.0,0.377,1.0,0.1848,0.6381,0.3659,0.1034,0.6648,0.3028,0.3951,0.153,True
MLP (64-64),mlp,0.0,0.0,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0014,0.0512,0.4518,0.0,1.0,0.04,True
MLP (64-64),mlp,0.0,0.005,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0007,0.0512,0.4518,0.0,1.0,0.042,True
MLP (64-64),mlp,0.0,0.05,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0001,0.0512,0.4518,0.0,1.0,0.056,True
MLP (64-64),mlp,0.0,0.25,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0,0.0512,0.4518,0.0,1.0,0.08,True
MLP (64-64),mlp,0.0,0.5,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.001,0.0513,0.4518,0.0,1.0,0.113,True
MLP (64-64),mlp,0.0,0.75,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0028,0.087,0.4518,0.0,1.0,0.064,True
MLP (64-64),mlp,0.0,1.0,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0024,0.0995,0.4518,0.0,1.0,0.062,True
MLP (64-64),mlp,0.005,0.0,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.1376,0.0524,0.4518,0.0,1.0,0.099,True
MLP (64-64),mlp,0.005,0.005,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.1037,0.0524,0.4518,0.0,1.0,0.144,True
MLP (64-64),mlp,0.005,0.05,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0538,0.0524,0.4518,0.0,1.0,0.076,True
MLP (64-64),mlp,0.005,0.25,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0358,0.0529,0.4518,0.0,1.0,0.095,True
MLP (64-64),mlp,0.005,0.5,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0151,0.0918,0.4518,0.0,1.0,0.031,True
MLP (64-64),mlp,0.005,0.75,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0054,0.0946,0.4518,0.0,1.0,0.041,True
MLP (64-64),mlp,0.005,1.0,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0008,0.1013,0.4518,0.0,1.0,0.084,True
MLP (64-64),mlp,0.05,0.0,1,0.4826,0.2857,0.0226,0.4,0.06,0.0551,0.3125,0.0633,0.4874,0.0045,0.9206,0.097,True
MLP (64-64),mlp,0.05,0.005,1,0.4607,0.1429,0.0085,0.2045,0.0563,0.0267,0.23,0.0629,0.4672,0.0235,0.9668,0.094,True
MLP (64-64),mlp,0.05,0.05,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.1355,0.0644,0.4518,0.0,1.0,0.058,True
MLP (64-64),mlp,0.05,0.25,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.1066,0.066,0.4518,0.0,1.0,0.092,True
MLP (64-64),mlp,0.05,0.5,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0162,0.0925,0.4518,0.0,1.0,0.029,True
MLP (64-64),mlp,0.05,0.75,1,0.447,0.0,0.0,0.0,0.0512,0.0,0.0019,0.0935,0.4518,0.0,1.0,0.055,True
MLP (64-64),mlp,0.05,1.0,1,0.553,0.0,0.0,0.0,0.4041,,0.0005,0.1206,0.5482,0.0,0.0,0.162,True
MLP (64-64),mlp,0.25,0.0,1,0.6826,0.8571,0.301,1.0,0.1366,0.4834,0.4506,0.0842,0.6502,0.2233,0.5538,0.074,True
MLP (64-64),mlp,0.25,0.005,1,0.6834,0.7143,0.3083,0.8636,0.1396,0.4939,0.3671,0.0854,0.6567,0.2378,0.5393,0.074,True
MLP (64-64),mlp,0.25,0.05,1,0.6737,0.5857,0.2106,0.7727,0.134,0.4632,0.1983,0.0843,0.6453,0.143,0.5652,0.051,True
MLP (64-64),mlp,0.25,0.25,1,0.6769,0.2524,0.0244,0.5,0.1534,0.5279,0.168,0.0915,0.668,0.0535,0.4907,0.058,True
MLP (64-64),mlp,0.25,0.5,1,0.6623,0.2667,0.0624,0.5,0.1702,0.5571,0.1187,0.0968,0.6486,0.1969,0.4486,0.064,True
MLP (64-64),mlp,0.25,0.75,1,0.6405,0.429,0.0273,0.6383,0.2432,0.7328,0.0178,0.1094,0.6518,0.0988,0.2931,0.047,True
MLP (64-64),mlp,0.25,1.0,1,0.613,0.5095,0.2046,0.7308,0.2195,0.6194,0.0126,0.1103,0.5992,0.2605,0.3879,0.04,True
MLP (64-64),mlp,0.5,0.0,1,0.6955,1.0,0.3294,1.0,0.1537,0.5579,0.4713,0.0941,0.6777,0.2322,0.4664,0.067,True
MLP (64-64),mlp,0.5,0.005,1,0.6947,0.8571,0.3548,1.0,0.1534,0.5555,0.4025,0.0939,0.6785,0.2569,0.4704,0.071,True
MLP (64-64),mlp,0.5,0.05,1,0.6964,0.7143,0.2978,0.9091,0.1516,0.5522,0.3082,0.0933,0.6729,0.1864,0.481,0.072,True
MLP (64-64),mlp,0.5,0.25,1,0.6858,0.3095,0.1066,0.5,0.1662,0.5822,0.1429,0.0957,0.6615,0.0012,0.4372,0.049,True
MLP (64-64),mlp,0.5,0.5,1,0.6721,0.3095,0.03,0.5,0.1822,0.6089,0.1222,0.1026,0.6623,0.1122,0.4024,0.048,True
